Model Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
[07/16/24 12:03:17] (0.22s) | Epoch: 1 | Batch: 0 (0.209s) | LR: 0.001 | KL Weight: 0.1 | Loss: 54851.05078125
[07/16/24 12:03:20] (3.00s) | Epoch: 1 | Batch: 84 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18099.759765625
[07/16/24 12:03:20] (3.03s) | Epoch: 1 | Batch: 85 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19004.296875
[07/16/24 12:03:20] (3.06s) | Epoch: 1 | Batch: 86 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18736.2421875
[07/16/24 12:03:20] (3.09s) | Epoch: 1 | Batch: 87 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18901.830078125
[07/16/24 12:03:20] (3.13s) | Epoch: 1 | Batch: 88 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19233.625
[07/16/24 12:03:20] (3.16s) | Epoch: 1 | Batch: 89 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18718.330078125
[07/16/24 12:03:20] (3.19s) | Epoch: 1 | Batch: 90 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19035.173828125
[07/16/24 12:03:20] (3.22s) | Epoch: 1 | Batch: 91 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18383.505859375
[07/16/24 12:03:20] (3.25s) | Epoch: 1 | Batch: 92 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18070.103515625
[07/16/24 12:03:20] (3.29s) | Epoch: 1 | Batch: 93 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19120.216796875
[07/16/24 12:03:20] (3.32s) | Epoch: 1 | Batch: 94 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18877.892578125
[07/16/24 12:03:20] (3.35s) | Epoch: 1 | Batch: 95 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18742.7890625
[07/16/24 12:03:20] (3.38s) | Epoch: 1 | Batch: 96 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18503.712890625
[07/16/24 12:03:20] (3.41s) | Epoch: 1 | Batch: 97 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17900.181640625
[07/16/24 12:03:20] (3.45s) | Epoch: 1 | Batch: 98 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18662.802734375
[07/16/24 12:03:20] (3.48s) | Epoch: 1 | Batch: 99 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18744.015625
[07/16/24 12:03:20] (3.51s) | Epoch: 1 | Batch: 100 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18725.1015625
[07/16/24 12:03:20] (3.54s) | Epoch: 1 | Batch: 101 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19186.744140625
[07/16/24 12:03:20] (3.57s) | Epoch: 1 | Batch: 102 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17921.115234375
[07/16/24 12:03:20] (3.61s) | Epoch: 1 | Batch: 103 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18323.357421875
[07/16/24 12:03:20] (3.64s) | Epoch: 1 | Batch: 104 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18280.8046875
[07/16/24 12:03:21] (3.67s) | Epoch: 1 | Batch: 105 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17958.361328125
[07/16/24 12:03:21] (3.70s) | Epoch: 1 | Batch: 106 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18254.875
[07/16/24 12:03:21] (3.73s) | Epoch: 1 | Batch: 107 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18539.98828125
[07/16/24 12:03:21] (3.76s) | Epoch: 1 | Batch: 108 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17742.416015625
[07/16/24 12:03:21] (3.79s) | Epoch: 1 | Batch: 109 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18701.201171875
[07/16/24 12:03:21] (3.83s) | Epoch: 1 | Batch: 110 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18370.9609375
[07/16/24 12:03:21] (3.86s) | Epoch: 1 | Batch: 111 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18230.009765625
[07/16/24 12:03:21] (3.89s) | Epoch: 1 | Batch: 112 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18440.337890625
[07/16/24 12:03:21] (3.92s) | Epoch: 1 | Batch: 113 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18178.427734375
[07/16/24 12:03:21] (3.95s) | Epoch: 1 | Batch: 114 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18491.671875
[07/16/24 12:03:21] (3.99s) | Epoch: 1 | Batch: 115 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18357.796875
[07/16/24 12:03:21] (4.02s) | Epoch: 1 | Batch: 116 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17987.953125
[07/16/24 12:03:21] (4.05s) | Epoch: 1 | Batch: 117 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17854.365234375
[07/16/24 12:03:21] (4.08s) | Epoch: 1 | Batch: 118 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17811.119140625
[07/16/24 12:03:21] (4.11s) | Epoch: 1 | Batch: 119 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17638.501953125
[07/16/24 12:03:21] (4.14s) | Epoch: 1 | Batch: 120 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18323.99609375
[07/16/24 12:03:21] (4.18s) | Epoch: 1 | Batch: 121 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17169.12890625
[07/16/24 12:03:21] (4.21s) | Epoch: 1 | Batch: 122 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17812.271484375
[07/16/24 12:03:21] (4.24s) | Epoch: 1 | Batch: 123 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17540.232421875
[07/16/24 12:03:21] (4.27s) | Epoch: 1 | Batch: 124 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17795.283203125
[07/16/24 12:03:21] (4.30s) | Epoch: 1 | Batch: 125 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16925.822265625
[07/16/24 12:03:21] (4.33s) | Epoch: 1 | Batch: 126 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17577.576171875
[07/16/24 12:03:21] (4.37s) | Epoch: 1 | Batch: 127 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17352.1796875
[07/16/24 12:03:21] (4.40s) | Epoch: 1 | Batch: 128 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17626.822265625
[07/16/24 12:03:21] (4.43s) | Epoch: 1 | Batch: 129 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17654.6796875
[07/16/24 12:03:21] (4.46s) | Epoch: 1 | Batch: 130 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18236.001953125
[07/16/24 12:03:21] (4.49s) | Epoch: 1 | Batch: 131 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17906.859375
[07/16/24 12:03:21] (4.52s) | Epoch: 1 | Batch: 132 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16915.484375
[07/16/24 12:03:21] (4.55s) | Epoch: 1 | Batch: 133 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17822.70703125
[07/16/24 12:03:21] (4.59s) | Epoch: 1 | Batch: 134 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17634.5859375
[07/16/24 12:03:21] (4.62s) | Epoch: 1 | Batch: 135 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18434.69140625
[07/16/24 12:03:21] (4.65s) | Epoch: 1 | Batch: 136 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17268.208984375
[07/16/24 12:03:22] (4.68s) | Epoch: 1 | Batch: 137 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17202.57421875
[07/16/24 12:03:22] (4.71s) | Epoch: 1 | Batch: 138 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16583.34765625
[07/16/24 12:03:22] (4.74s) | Epoch: 1 | Batch: 139 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16220.181640625
[07/16/24 12:03:22] (4.77s) | Epoch: 1 | Batch: 140 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16244.19921875
[07/16/24 12:03:22] (4.80s) | Epoch: 1 | Batch: 141 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16644.11328125
[07/16/24 12:03:22] (4.84s) | Epoch: 1 | Batch: 142 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16408.275390625
[07/16/24 12:03:22] (4.87s) | Epoch: 1 | Batch: 143 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17408.400390625
[07/16/24 12:03:22] (4.90s) | Epoch: 1 | Batch: 144 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17304.470703125
[07/16/24 12:03:22] (4.93s) | Epoch: 1 | Batch: 145 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17625.55078125
[07/16/24 12:03:22] (4.96s) | Epoch: 1 | Batch: 146 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16378.568359375
[07/16/24 12:03:22] (4.99s) | Epoch: 1 | Batch: 147 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16220.0146484375
[07/16/24 12:03:22] (5.02s) | Epoch: 1 | Batch: 148 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16560.390625
[07/16/24 12:03:22] (5.05s) | Epoch: 1 | Batch: 149 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16591.884765625
[07/16/24 12:03:22] (5.09s) | Epoch: 1 | Batch: 150 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16207.431640625
[07/16/24 12:03:22] (5.12s) | Epoch: 1 | Batch: 151 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16356.8505859375
[07/16/24 12:03:22] (5.15s) | Epoch: 1 | Batch: 152 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15811.21484375
[07/16/24 12:03:22] (5.18s) | Epoch: 1 | Batch: 153 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16866.83203125
[07/16/24 12:03:22] (5.21s) | Epoch: 1 | Batch: 154 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16756.47265625
[07/16/24 12:03:22] (5.24s) | Epoch: 1 | Batch: 155 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16576.775390625
[07/16/24 12:03:22] (5.27s) | Epoch: 1 | Batch: 156 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15280.1953125
[07/16/24 12:03:22] (5.31s) | Epoch: 1 | Batch: 157 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16132.5791015625
[07/16/24 12:03:22] (5.34s) | Epoch: 1 | Batch: 158 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15772.3291015625
[07/16/24 12:03:22] (5.37s) | Epoch: 1 | Batch: 159 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15461.0732421875
[07/16/24 12:03:22] (5.40s) | Epoch: 1 | Batch: 160 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15424.15234375
[07/16/24 12:03:22] (5.44s) | Epoch: 1 | Batch: 161 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15694.966796875
[07/16/24 12:03:22] (5.47s) | Epoch: 1 | Batch: 162 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15854.6318359375
[07/16/24 12:03:22] (5.50s) | Epoch: 1 | Batch: 163 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15869.3330078125
[07/16/24 12:03:22] (5.53s) | Epoch: 1 | Batch: 164 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16581.9140625
[07/16/24 12:03:22] (5.56s) | Epoch: 1 | Batch: 165 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16692.828125
[07/16/24 12:03:22] (5.59s) | Epoch: 1 | Batch: 166 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15843.6728515625
[07/16/24 12:03:22] (5.62s) | Epoch: 1 | Batch: 167 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16053.728515625
[07/16/24 12:03:22] (5.66s) | Epoch: 1 | Batch: 168 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15876.869140625
[07/16/24 12:03:23] (5.69s) | Epoch: 1 | Batch: 169 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15901.9931640625
[07/16/24 12:03:23] (5.72s) | Epoch: 1 | Batch: 170 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15635.755859375
[07/16/24 12:03:23] (5.75s) | Epoch: 1 | Batch: 171 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16028.0986328125
[07/16/24 12:03:23] (5.78s) | Epoch: 1 | Batch: 172 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15393.2451171875
[07/16/24 12:03:23] (5.82s) | Epoch: 1 | Batch: 173 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15275.2353515625
[07/16/24 12:03:23] (5.84s) | Epoch: 1 | Batch: 174 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15949.2041015625
[07/16/24 12:03:23] (5.88s) | Epoch: 1 | Batch: 175 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14501.9482421875
