07/27/24 13:13:30 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/27/24 13:13:31 (0m 01s) | [1/15] Batch 0 (1.115s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 54078.711 | Loss: 54079.41 | Abs. Loss: 54079.41
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 28 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 23259.404 | Loss: 23260.42 | Abs. Loss: 883716.31
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 29 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20743.762 | Loss: 20744.56 | Abs. Loss: 904460.87
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 30 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 22460.293 | Loss: 22461.04 | Abs. Loss: 926921.91
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 31 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 22770.439 | Loss: 22771.12 | Abs. Loss: 949693.03
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 32 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21210.521 | Loss: 21211.14 | Abs. Loss: 970904.17
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 33 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 23388.430 | Loss: 23389.12 | Abs. Loss: 994293.29
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 34 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21383.854 | Loss: 21384.46 | Abs. Loss: 1015677.75
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 35 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21037.721 | Loss: 21038.32 | Abs. Loss: 1036716.07
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 36 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21208.332 | Loss: 21208.88 | Abs. Loss: 1057924.95
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 37 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21292.117 | Loss: 21292.73 | Abs. Loss: 1079217.68
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 38 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20827.441 | Loss: 20828.03 | Abs. Loss: 1100045.71
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 39 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20083.496 | Loss: 20084.14 | Abs. Loss: 1120129.85
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 40 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 22086.016 | Loss: 22086.90 | Abs. Loss: 1142216.76
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 41 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20333.176 | Loss: 20333.94 | Abs. Loss: 1162550.70
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 42 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21028.596 | Loss: 21029.38 | Abs. Loss: 1183580.08
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 43 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21086.783 | Loss: 21087.60 | Abs. Loss: 1204667.68
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 44 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20323.324 | Loss: 20324.20 | Abs. Loss: 1224991.88
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 45 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20126.266 | Loss: 20127.27 | Abs. Loss: 1245119.15
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 46 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19626.051 | Loss: 19627.57 | Abs. Loss: 1264746.73
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 47 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20152.734 | Loss: 20154.91 | Abs. Loss: 1284901.64
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 48 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19448.898 | Loss: 19450.15 | Abs. Loss: 1304351.79
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 49 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20593.633 | Loss: 20594.97 | Abs. Loss: 1324946.76
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 50 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20249.607 | Loss: 20250.79 | Abs. Loss: 1345197.55
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 51 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19354.926 | Loss: 19356.26 | Abs. Loss: 1364553.82
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 52 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20495.916 | Loss: 20497.70 | Abs. Loss: 1385051.51
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 53 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19767.566 | Loss: 19769.31 | Abs. Loss: 1404820.82
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 54 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19493.045 | Loss: 19494.61 | Abs. Loss: 1424315.43
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 55 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20537.727 | Loss: 20539.24 | Abs. Loss: 1444854.67
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 56 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19498.352 | Loss: 19500.65 | Abs. Loss: 1464355.32
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 57 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20147.359 | Loss: 20150.23 | Abs. Loss: 1484505.55
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 58 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19816.332 | Loss: 19819.56 | Abs. Loss: 1504325.11
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 59 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19785.457 | Loss: 19788.49 | Abs. Loss: 1524113.61
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 60 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19414.965 | Loss: 19417.40 | Abs. Loss: 1543531.01
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 61 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20104.951 | Loss: 20108.88 | Abs. Loss: 1563639.88
07/27/24 13:13:32 (0m 02s) | [1/15] Batch 62 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19669.648 | Loss: 19674.16 | Abs. Loss: 1583314.04
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 63 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19630.309 | Loss: 19634.84 | Abs. Loss: 1602948.88
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 64 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19446.371 | Loss: 19450.92 | Abs. Loss: 1622399.80
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 65 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19672.137 | Loss: 19677.99 | Abs. Loss: 1642077.79
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 66 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19385.637 | Loss: 19391.87 | Abs. Loss: 1661469.65
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 67 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19291.316 | Loss: 19298.14 | Abs. Loss: 1680767.79
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 68 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19606.621 | Loss: 19613.63 | Abs. Loss: 1700381.42
07/27/24 13:13:33 (0m 02s) | [1/15] Batch 69 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19673.311 | Loss: 19678.87 | Abs. Loss: 1720060.30
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 70 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18987.016 | Loss: 18994.28 | Abs. Loss: 1739054.57
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 71 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19783.785 | Loss: 19790.57 | Abs. Loss: 1758845.15
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 72 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19237.809 | Loss: 19245.32 | Abs. Loss: 1778090.46
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 73 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19641.879 | Loss: 19650.92 | Abs. Loss: 1797741.38
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 74 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19065.639 | Loss: 19073.40 | Abs. Loss: 1816814.78
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 75 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19664.781 | Loss: 19670.96 | Abs. Loss: 1836485.74
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 76 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18799.697 | Loss: 18807.23 | Abs. Loss: 1855292.97
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 77 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19546.152 | Loss: 19554.52 | Abs. Loss: 1874847.49
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 78 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18639.465 | Loss: 18647.92 | Abs. Loss: 1893495.41
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 79 (0.007s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18882.934 | Loss: 18891.41 | Abs. Loss: 1912386.82
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 80 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18490.254 | Loss: 18498.66 | Abs. Loss: 1930885.48
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 81 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18688.463 | Loss: 18695.57 | Abs. Loss: 1949581.05
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 82 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18291.758 | Loss: 18300.11 | Abs. Loss: 1967881.17
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 83 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18217.137 | Loss: 18226.22 | Abs. Loss: 1986107.39
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 84 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18474.135 | Loss: 18484.96 | Abs. Loss: 2004592.35
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 85 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19538.137 | Loss: 19548.17 | Abs. Loss: 2024140.52
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 86 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18626.723 | Loss: 18636.70 | Abs. Loss: 2042777.22
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 87 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18691.199 | Loss: 18699.67 | Abs. Loss: 2061476.89
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 88 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19040.805 | Loss: 19048.77 | Abs. Loss: 2080525.67
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 89 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18676.016 | Loss: 18684.56 | Abs. Loss: 2099210.23
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 90 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19142.783 | Loss: 19151.12 | Abs. Loss: 2118361.35
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 91 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18320.117 | Loss: 18329.69 | Abs. Loss: 2136691.04
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 92 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19021.107 | Loss: 19029.82 | Abs. Loss: 2155720.86
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 93 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19268.590 | Loss: 19280.15 | Abs. Loss: 2175001.01
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 94 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17884.754 | Loss: 17895.11 | Abs. Loss: 2192896.12
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 95 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17309.781 | Loss: 17320.11 | Abs. Loss: 2210216.22
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 96 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18778.910 | Loss: 18788.28 | Abs. Loss: 2229004.50
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 97 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18811.662 | Loss: 18821.14 | Abs. Loss: 2247825.64
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 98 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18997.375 | Loss: 19007.16 | Abs. Loss: 2266832.80
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 99 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18268.119 | Loss: 18278.30 | Abs. Loss: 2285111.10
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 100 (0.007s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18425.916 | Loss: 18438.59 | Abs. Loss: 2303549.69
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 101 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18735.477 | Loss: 18747.81 | Abs. Loss: 2322297.50
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 102 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18298.535 | Loss: 18310.75 | Abs. Loss: 2340608.25
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 103 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17322.184 | Loss: 17338.77 | Abs. Loss: 2357947.02
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 104 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18678.127 | Loss: 18694.02 | Abs. Loss: 2376641.04
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 105 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18444.461 | Loss: 18460.21 | Abs. Loss: 2395101.25
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 106 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18286.174 | Loss: 18300.50 | Abs. Loss: 2413401.75
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 107 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17485.586 | Loss: 17501.18 | Abs. Loss: 2430902.93
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 108 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18470.838 | Loss: 18485.57 | Abs. Loss: 2449388.50
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 109 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18084.105 | Loss: 18101.32 | Abs. Loss: 2467489.82
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 110 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17511.082 | Loss: 17527.80 | Abs. Loss: 2485017.62
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 111 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17288.535 | Loss: 17305.30 | Abs. Loss: 2502322.92
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 112 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18487.094 | Loss: 18507.89 | Abs. Loss: 2520830.81
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 113 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18204.160 | Loss: 18222.80 | Abs. Loss: 2539053.61
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 114 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17343.098 | Loss: 17359.65 | Abs. Loss: 2556413.26
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 115 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17924.645 | Loss: 17942.33 | Abs. Loss: 2574355.59
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 116 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16986.277 | Loss: 17004.14 | Abs. Loss: 2591359.74
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 117 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17265.197 | Loss: 17284.64 | Abs. Loss: 2608644.38
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 118 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16752.182 | Loss: 16771.06 | Abs. Loss: 2625415.44
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 119 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17811.070 | Loss: 17832.09 | Abs. Loss: 2643247.53
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 120 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17107.205 | Loss: 17129.12 | Abs. Loss: 2660376.65
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 121 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17577.539 | Loss: 17600.95 | Abs. Loss: 2677977.60
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 122 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17167.977 | Loss: 17188.45 | Abs. Loss: 2695166.05
07/27/24 13:13:33 (0m 03s) | [1/15] Batch 123 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17239.811 | Loss: 17261.43 | Abs. Loss: 2712427.48
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 124 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16974.289 | Loss: 16996.65 | Abs. Loss: 2729424.13
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 125 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16772.273 | Loss: 16792.34 | Abs. Loss: 2746216.47
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 126 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16651.801 | Loss: 16677.62 | Abs. Loss: 2762894.09
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 127 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 15970.742 | Loss: 15998.46 | Abs. Loss: 2778892.54
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 128 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16596.369 | Loss: 16621.76 | Abs. Loss: 2795514.31
07/27/24 13:13:34 (0m 03s) | [1/15] Batch 129 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16475.227 | Loss: 16501.40 | Abs. Loss: 2812015.71
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 130 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 15334.514 | Loss: 15358.78 | Abs. Loss: 2827374.50
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 131 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16748.281 | Loss: 16774.97 | Abs. Loss: 2844149.47
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 132 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16291.544 | Loss: 16318.54 | Abs. Loss: 2860468.00
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 133 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16186.801 | Loss: 16219.41 | Abs. Loss: 2876687.41
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 134 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16646.316 | Loss: 16677.96 | Abs. Loss: 2893365.36
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 135 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16276.078 | Loss: 16308.78 | Abs. Loss: 2909674.14
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 136 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16199.045 | Loss: 16232.89 | Abs. Loss: 2925907.03
07/27/24 13:13:34 (0m 04s) | [1/15] Batch 137 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 16769.721 | Loss: 16808.79 | Abs. Loss: 2942715.82
