09/26/24 19:34:11 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 19:34:11 Tensorboard writers created. Tensorboard logs will be saved to "Training Logs/09-26-24__19-34-11/tensorboard".
09/26/24 19:34:11 Starting Tensorboard thread...
09/26/24 19:34:15 Tensorboard is ready at http://localhost:6006/.
09/26/24 19:34:15 Continuing to training script...
09/26/24 19:34:18 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 19:34:18 Train Loader Image Data Size: (28, 28)
09/26/24 19:34:19 (0m 01s) | [1/10000] Batch 0 (1.150s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.880, Rec. Loss: 0.24783418 | Total Loss: 0.24783418
09/26/24 19:34:25 (0m 07s) | [1/10000] Batch 12 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.880, Rec. Loss: 0.24776258 | Total Loss: 0.24776258
09/26/24 19:34:25 (0m 07s) | [1/10000] Batch 13 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.886, Rec. Loss: 0.24779297 | Total Loss: 0.24779297
09/26/24 19:34:26 (0m 08s) | [1/10000] Batch 14 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.880, Rec. Loss: 0.24767892 | Total Loss: 0.24767892
09/26/24 19:34:26 (0m 08s) | [1/10000] Batch 15 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.879, Rec. Loss: 0.24767685 | Total Loss: 0.24767685
09/26/24 19:34:27 (0m 09s) | [1/10000] Batch 16 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.878, Rec. Loss: 0.24759676 | Total Loss: 0.24759676
09/26/24 19:34:27 (0m 09s) | [1/10000] Batch 17 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.880, Rec. Loss: 0.24752715 | Total Loss: 0.24752715
09/26/24 19:34:28 (0m 09s) | [1/10000] Batch 18 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.883, Rec. Loss: 0.24771611 | Total Loss: 0.24771611
09/26/24 19:34:28 (0m 10s) | [1/10000] Batch 19 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.877, Rec. Loss: 0.24756227 | Total Loss: 0.24756227
09/26/24 19:34:28 (0m 10s) | [1/10000] Batch 20 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.883, Rec. Loss: 0.24757618 | Total Loss: 0.24757618
09/26/24 19:34:29 (0m 11s) | [1/10000] Batch 21 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.874, Rec. Loss: 0.24749345 | Total Loss: 0.24749345
09/26/24 19:34:29 (0m 11s) | [1/10000] Batch 22 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.881, Rec. Loss: 0.24756151 | Total Loss: 0.24756151
09/26/24 19:34:29 (0m 11s) | [1/10000] Batch 23 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.879, Rec. Loss: 0.24751829 | Total Loss: 0.24751829
09/26/24 19:34:30 (0m 12s) | [1/10000] Batch 24 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.878, Rec. Loss: 0.24755007 | Total Loss: 0.24755007
09/26/24 19:34:30 (0m 12s) | [1/10000] Batch 25 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.885, Rec. Loss: 0.24762118 | Total Loss: 0.24762118
09/26/24 19:34:31 (0m 12s) | [1/10000] Batch 26 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.882, Rec. Loss: 0.24755986 | Total Loss: 0.24755986
09/26/24 19:34:31 (0m 13s) | [1/10000] Batch 27 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.883, Rec. Loss: 0.24745296 | Total Loss: 0.24745296
09/26/24 19:34:31 (0m 13s) | [1/10000] Batch 28 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.883, Rec. Loss: 0.24743712 | Total Loss: 0.24743712
09/26/24 19:34:32 (0m 14s) | [1/10000] Batch 29 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.891, Rec. Loss: 0.24758261 | Total Loss: 0.24758261
09/26/24 19:34:32 (0m 14s) | [1/10000] Batch 30 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.884, Rec. Loss: 0.24749282 | Total Loss: 0.24749282
09/26/24 19:34:33 (0m 14s) | [1/10000] Batch 31 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.886, Rec. Loss: 0.24742135 | Total Loss: 0.24742135
09/26/24 19:34:33 (0m 15s) | [1/10000] Batch 32 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.887, Rec. Loss: 0.24755241 | Total Loss: 0.24755241
09/26/24 19:34:33 (0m 15s) | [1/10000] Batch 33 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.884, Rec. Loss: 0.24736692 | Total Loss: 0.24736692
09/26/24 19:34:34 (0m 16s) | [1/10000] Batch 34 (0.147s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.889, Rec. Loss: 0.24741472 | Total Loss: 0.24741472
09/26/24 19:34:34 (0m 16s) | [1/10000] Batch 35 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.894, Rec. Loss: 0.24740763 | Total Loss: 0.24740763
09/26/24 19:34:35 (0m 17s) | [1/10000] Batch 36 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.891, Rec. Loss: 0.24735685 | Total Loss: 0.24735685
09/26/24 19:34:35 (0m 17s) | [1/10000] Batch 37 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.899, Rec. Loss: 0.24747026 | Total Loss: 0.24747026
09/26/24 19:34:36 (0m 17s) | [1/10000] Batch 38 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.896, Rec. Loss: 0.24750279 | Total Loss: 0.24750279
09/26/24 19:34:36 (0m 18s) | [1/10000] Batch 39 (0.061s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.894, Rec. Loss: 0.24729006 | Total Loss: 0.24729006
09/26/24 19:34:36 (0m 18s) | [1/10000] Batch 40 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.897, Rec. Loss: 0.24730952 | Total Loss: 0.24730952
09/26/24 19:34:37 (0m 19s) | [1/10000] Batch 41 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.896, Rec. Loss: 0.24736595 | Total Loss: 0.24736595
09/26/24 19:34:37 (0m 19s) | [1/10000] Batch 42 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.901, Rec. Loss: 0.24744275 | Total Loss: 0.24744275
09/26/24 19:34:38 (0m 19s) | [1/10000] Batch 43 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.897, Rec. Loss: 0.24730796 | Total Loss: 0.24730796
09/26/24 19:34:38 (0m 20s) | [1/10000] Batch 44 (0.029s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.898, Rec. Loss: 0.24727704 | Total Loss: 0.24727704
09/26/24 19:34:38 (0m 20s) | [1/10000] Batch 45 (0.027s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.901, Rec. Loss: 0.24727790 | Total Loss: 0.24727790
09/26/24 19:34:39 (0m 20s) | [1/10000] Batch 46 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.905, Rec. Loss: 0.24727270 | Total Loss: 0.24727270
09/26/24 19:34:39 (0m 21s) | [1/10000] Batch 47 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.908, Rec. Loss: 0.24728012 | Total Loss: 0.24728012
09/26/24 19:34:40 (0m 21s) | [1/10000] Batch 48 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.906, Rec. Loss: 0.24717385 | Total Loss: 0.24717385
09/26/24 19:34:40 (0m 22s) | [1/10000] Batch 49 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.907, Rec. Loss: 0.24720584 | Total Loss: 0.24720584
09/26/24 19:34:41 (0m 22s) | [1/10000] Batch 50 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.914, Rec. Loss: 0.24721712 | Total Loss: 0.24721712
09/26/24 19:34:41 (0m 23s) | [1/10000] Batch 51 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.912, Rec. Loss: 0.24728163 | Total Loss: 0.24728163
09/26/24 19:34:41 (0m 23s) | [1/10000] Batch 52 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.913, Rec. Loss: 0.24719799 | Total Loss: 0.24719799
09/26/24 19:34:42 (0m 23s) | [1/10000] Batch 53 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.914, Rec. Loss: 0.24722476 | Total Loss: 0.24722476
09/26/24 19:34:42 (0m 24s) | [1/10000] Batch 54 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.919, Rec. Loss: 0.24717806 | Total Loss: 0.24717806
09/26/24 19:34:42 (0m 24s) | [1/10000] Batch 55 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.918, Rec. Loss: 0.24707095 | Total Loss: 0.24707095
09/26/24 19:34:43 (0m 25s) | [1/10000] Batch 56 (0.049s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.921, Rec. Loss: 0.24705714 | Total Loss: 0.24705714
09/26/24 19:34:43 (0m 25s) | [1/10000] Batch 57 (0.061s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.920, Rec. Loss: 0.24699986 | Total Loss: 0.24699986
09/26/24 19:34:43 (0m 25s) | [1/10000] Batch 58 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.925, Rec. Loss: 0.24707377 | Total Loss: 0.24707377
09/26/24 19:34:44 (0m 26s) | [1/10000] Batch 59 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.928, Rec. Loss: 0.24704894 | Total Loss: 0.24704894
09/26/24 19:34:44 (0m 26s) | [1/10000] Batch 60 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.928, Rec. Loss: 0.24703030 | Total Loss: 0.24703030
09/26/24 19:34:45 (0m 26s) | [1/10000] Batch 61 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.935, Rec. Loss: 0.24704695 | Total Loss: 0.24704695
09/26/24 19:34:45 (0m 27s) | [1/10000] Batch 62 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.933, Rec. Loss: 0.24714600 | Total Loss: 0.24714600
09/26/24 19:34:45 (0m 27s) | [1/10000] Batch 63 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.938, Rec. Loss: 0.24709752 | Total Loss: 0.24709752
09/26/24 19:34:46 (0m 27s) | [1/10000] Batch 64 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.937, Rec. Loss: 0.24695398 | Total Loss: 0.24695398
09/26/24 19:34:46 (0m 28s) | [1/10000] Batch 65 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.945, Rec. Loss: 0.24704824 | Total Loss: 0.24704824
09/26/24 19:34:46 (0m 28s) | [1/10000] Batch 66 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.945, Rec. Loss: 0.24703917 | Total Loss: 0.24703917
09/26/24 19:34:47 (0m 29s) | [1/10000] Batch 67 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.944, Rec. Loss: 0.24696593 | Total Loss: 0.24696593
09/26/24 19:34:47 (0m 29s) | [1/10000] Batch 68 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.946, Rec. Loss: 0.24704976 | Total Loss: 0.24704976
09/26/24 19:34:48 (0m 29s) | [1/10000] Batch 69 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.950, Rec. Loss: 0.24706344 | Total Loss: 0.24706344
09/26/24 19:34:48 (0m 30s) | [1/10000] Batch 70 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.954, Rec. Loss: 0.24694350 | Total Loss: 0.24694350
09/26/24 19:34:49 (0m 30s) | [1/10000] Batch 71 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.958, Rec. Loss: 0.24711800 | Total Loss: 0.24711800
09/26/24 19:34:49 (0m 31s) | [1/10000] Batch 72 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.956, Rec. Loss: 0.24689658 | Total Loss: 0.24689658
09/26/24 19:34:49 (0m 31s) | [1/10000] Batch 73 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.964, Rec. Loss: 0.24692771 | Total Loss: 0.24692771
09/26/24 19:34:50 (0m 31s) | [1/10000] Batch 74 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.959, Rec. Loss: 0.24685796 | Total Loss: 0.24685796
09/26/24 19:34:50 (0m 32s) | [1/10000] Batch 75 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.966, Rec. Loss: 0.24694958 | Total Loss: 0.24694958
09/26/24 19:34:50 (0m 32s) | [1/10000] Batch 76 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.974, Rec. Loss: 0.24684286 | Total Loss: 0.24684286
09/26/24 19:34:51 (0m 33s) | [1/10000] Batch 77 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.973, Rec. Loss: 0.24696653 | Total Loss: 0.24696653
09/26/24 19:34:51 (0m 33s) | [1/10000] Batch 78 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.976, Rec. Loss: 0.24669328 | Total Loss: 0.24669328
09/26/24 19:34:52 (0m 33s) | [1/10000] Batch 79 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.980, Rec. Loss: 0.24698351 | Total Loss: 0.24698351
09/26/24 19:34:52 (0m 34s) | [1/10000] Batch 80 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.979, Rec. Loss: 0.24692900 | Total Loss: 0.24692900
09/26/24 19:34:52 (0m 34s) | [1/10000] Batch 81 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.989, Rec. Loss: 0.24681205 | Total Loss: 0.24681205
09/26/24 19:34:53 (0m 34s) | [1/10000] Batch 82 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.985, Rec. Loss: 0.24680571 | Total Loss: 0.24680571
09/26/24 19:34:53 (0m 35s) | [1/10000] Batch 83 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.985, Rec. Loss: 0.24680296 | Total Loss: 0.24680296
09/26/24 19:34:53 (0m 35s) | [1/10000] Batch 84 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.993, Rec. Loss: 0.24679999 | Total Loss: 0.24679999
09/26/24 19:34:54 (0m 35s) | [1/10000] Batch 85 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.996, Rec. Loss: 0.24675015 | Total Loss: 0.24675015
09/26/24 19:34:54 (0m 36s) | [1/10000] Batch 86 (0.052s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.992, Rec. Loss: 0.24677540 | Total Loss: 0.24677540
09/26/24 19:34:54 (0m 36s) | [1/10000] Batch 87 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.996, Rec. Loss: 0.24686384 | Total Loss: 0.24686384
09/26/24 19:34:55 (0m 37s) | [1/10000] Batch 88 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.004, Rec. Loss: 0.24673614 | Total Loss: 0.24673614
09/26/24 19:34:55 (0m 37s) | [1/10000] Batch 89 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.008, Rec. Loss: 0.24672183 | Total Loss: 0.24672183
09/26/24 19:34:56 (0m 37s) | [1/10000] Batch 90 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.005, Rec. Loss: 0.24674530 | Total Loss: 0.24674530
09/26/24 19:34:56 (0m 38s) | [1/10000] Batch 91 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.014, Rec. Loss: 0.24659379 | Total Loss: 0.24659379
09/26/24 19:34:56 (0m 38s) | [1/10000] Batch 92 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.016, Rec. Loss: 0.24664637 | Total Loss: 0.24664637
09/26/24 19:34:57 (0m 38s) | [1/10000] Batch 93 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.018, Rec. Loss: 0.24664515 | Total Loss: 0.24664515
09/26/24 19:34:57 (0m 39s) | [1/10000] Batch 94 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.019, Rec. Loss: 0.24676628 | Total Loss: 0.24676628
09/26/24 19:34:57 (0m 39s) | [1/10000] Batch 95 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.024, Rec. Loss: 0.24665175 | Total Loss: 0.24665175
09/26/24 19:34:58 (0m 39s) | [1/10000] Batch 96 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.028, Rec. Loss: 0.24670118 | Total Loss: 0.24670118
09/26/24 19:34:58 (0m 40s) | [1/10000] Batch 97 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.032, Rec. Loss: 0.24654147 | Total Loss: 0.24654147
09/26/24 19:34:58 (0m 40s) | [1/10000] Batch 98 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.038, Rec. Loss: 0.24658526 | Total Loss: 0.24658526
09/26/24 19:34:59 (0m 40s) | [1/10000] Batch 99 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.039, Rec. Loss: 0.24654925 | Total Loss: 0.24654925
09/26/24 19:34:59 (0m 41s) | [1/10000] Batch 100 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.044, Rec. Loss: 0.24653156 | Total Loss: 0.24653156
09/26/24 19:34:59 (0m 41s) | [1/10000] Batch 101 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.046, Rec. Loss: 0.24645236 | Total Loss: 0.24645236
09/26/24 19:35:00 (0m 42s) | [1/10000] Batch 102 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.048, Rec. Loss: 0.24657027 | Total Loss: 0.24657027
09/26/24 19:35:00 (0m 42s) | [1/10000] Batch 103 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.052, Rec. Loss: 0.24649990 | Total Loss: 0.24649990
09/26/24 19:35:01 (0m 42s) | [1/10000] Batch 104 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.053, Rec. Loss: 0.24646355 | Total Loss: 0.24646355
09/26/24 19:35:01 (0m 43s) | [1/10000] Batch 105 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.062, Rec. Loss: 0.24655846 | Total Loss: 0.24655846
09/26/24 19:35:01 (0m 43s) | [1/10000] Batch 106 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.070, Rec. Loss: 0.24632242 | Total Loss: 0.24632242
09/26/24 19:35:02 (0m 43s) | [1/10000] Batch 107 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.069, Rec. Loss: 0.24649000 | Total Loss: 0.24649000
09/26/24 19:35:02 (0m 44s) | [1/10000] Batch 108 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.060, Rec. Loss: 0.24657205 | Total Loss: 0.24657205
09/26/24 19:35:02 (0m 44s) | [1/10000] Batch 109 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.075, Rec. Loss: 0.24658926 | Total Loss: 0.24658926
09/26/24 19:35:03 (0m 45s) | [1/10000] Batch 110 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.082, Rec. Loss: 0.24647351 | Total Loss: 0.24647351
09/26/24 19:35:03 (0m 45s) | [1/10000] Batch 111 (0.027s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.079, Rec. Loss: 0.24652055 | Total Loss: 0.24652055
09/26/24 19:35:03 (0m 45s) | [1/10000] Batch 112 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.097, Rec. Loss: 0.24628828 | Total Loss: 0.24628828
09/26/24 19:35:04 (0m 46s) | [1/10000] Batch 113 (0.053s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.092, Rec. Loss: 0.24640174 | Total Loss: 0.24640174
09/26/24 19:35:04 (0m 46s) | [1/10000] Batch 114 (0.052s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.099, Rec. Loss: 0.24643196 | Total Loss: 0.24643196
09/26/24 19:35:05 (0m 46s) | [1/10000] Batch 115 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.108, Rec. Loss: 0.24634689 | Total Loss: 0.24634689
09/26/24 19:35:05 (0m 47s) | [1/10000] Batch 116 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.103, Rec. Loss: 0.24641362 | Total Loss: 0.24641362
09/26/24 19:35:05 (0m 47s) | [1/10000] Batch 117 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.104, Rec. Loss: 0.24646594 | Total Loss: 0.24646594
09/26/24 19:35:06 (0m 47s) | [1/10000] Batch 118 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.118, Rec. Loss: 0.24633799 | Total Loss: 0.24633799
09/26/24 19:35:06 (0m 48s) | [1/10000] Batch 119 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.116, Rec. Loss: 0.24642730 | Total Loss: 0.24642730
09/26/24 19:35:06 (0m 48s) | [1/10000] Batch 120 (0.052s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.134, Rec. Loss: 0.24627760 | Total Loss: 0.24627760
09/26/24 19:35:07 (0m 49s) | [1/10000] Batch 121 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.137, Rec. Loss: 0.24627651 | Total Loss: 0.24627651
09/26/24 19:35:07 (0m 49s) | [1/10000] Batch 122 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.133, Rec. Loss: 0.24631219 | Total Loss: 0.24631219
09/26/24 19:35:08 (0m 49s) | [1/10000] Batch 123 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.146, Rec. Loss: 0.24617623 | Total Loss: 0.24617623
09/26/24 19:35:08 (0m 50s) | [1/10000] Batch 124 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.149, Rec. Loss: 0.24620804 | Total Loss: 0.24620804
09/26/24 19:35:08 (0m 50s) | [1/10000] Batch 125 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.150, Rec. Loss: 0.24623804 | Total Loss: 0.24623804
09/26/24 19:35:09 (0m 50s) | [1/10000] Batch 126 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.159, Rec. Loss: 0.24622953 | Total Loss: 0.24622953
09/26/24 19:35:09 (0m 51s) | [1/10000] Batch 127 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.160, Rec. Loss: 0.24619021 | Total Loss: 0.24619021
09/26/24 19:35:09 (0m 51s) | [1/10000] Batch 128 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.169, Rec. Loss: 0.24617502 | Total Loss: 0.24617502
09/26/24 19:35:10 (0m 51s) | [1/10000] Batch 129 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.169, Rec. Loss: 0.24619323 | Total Loss: 0.24619323
09/26/24 19:35:10 (0m 52s) | [1/10000] Batch 130 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.163, Rec. Loss: 0.24634287 | Total Loss: 0.24634287
09/26/24 19:35:10 (0m 52s) | [1/10000] Batch 131 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.180, Rec. Loss: 0.24618793 | Total Loss: 0.24618793
