10/04/24 12:36:05 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 12:36:05 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__12-36-05/tensorboard".
10/04/24 12:36:05 Starting Tensorboard thread...
10/04/24 12:36:09 Tensorboard is ready at http://localhost:6006/.
10/04/24 12:36:09 Continuing to training script...
10/04/24 12:36:12 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 12:36:12 Train Loader Image Data Size: (28, 28)
10/04/24 12:36:13 (0:00:01.04) | [1/10000] Batch 0 (1.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1698.469, Rec. Loss: 13136.07324219 | Total Loss: 13136.07324219
10/04/24 12:36:14 (0:00:02.24) | [1/10000] Batch 11 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1632.249, Rec. Loss: 12693.39746094 | Total Loss: 12693.39746094
10/04/24 12:36:14 (0:00:02.27) | [1/10000] Batch 12 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1838.356, Rec. Loss: 14300.83398438 | Total Loss: 14300.83398438
10/04/24 12:36:14 (0:00:02.31) | [1/10000] Batch 13 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1717.572, Rec. Loss: 13406.18750000 | Total Loss: 13406.18750000
10/04/24 12:36:14 (0:00:02.35) | [1/10000] Batch 14 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1660.296, Rec. Loss: 12949.48632812 | Total Loss: 12949.48632812
10/04/24 12:36:14 (0:00:02.39) | [1/10000] Batch 15 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1700.641, Rec. Loss: 13317.81835938 | Total Loss: 13317.81835938
10/04/24 12:36:14 (0:00:02.42) | [1/10000] Batch 16 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1775.233, Rec. Loss: 13948.63867188 | Total Loss: 13948.63867188
10/04/24 12:36:14 (0:00:02.46) | [1/10000] Batch 17 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1785.768, Rec. Loss: 13945.89355469 | Total Loss: 13945.89355469
10/04/24 12:36:14 (0:00:02.50) | [1/10000] Batch 18 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1750.730, Rec. Loss: 13607.44921875 | Total Loss: 13607.44921875
10/04/24 12:36:15 (0:00:02.54) | [1/10000] Batch 19 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1573.394, Rec. Loss: 12233.67187500 | Total Loss: 12233.67187500
10/04/24 12:36:15 (0:00:02.58) | [1/10000] Batch 20 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1659.231, Rec. Loss: 13090.40234375 | Total Loss: 13090.40234375
10/04/24 12:36:15 (0:00:02.62) | [1/10000] Batch 21 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1642.408, Rec. Loss: 12825.73242188 | Total Loss: 12825.73242188
10/04/24 12:36:15 (0:00:02.66) | [1/10000] Batch 22 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1774.068, Rec. Loss: 14013.01074219 | Total Loss: 14013.01074219
10/04/24 12:36:15 (0:00:02.69) | [1/10000] Batch 23 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1667.076, Rec. Loss: 12913.26171875 | Total Loss: 12913.26171875
10/04/24 12:36:15 (0:00:02.73) | [1/10000] Batch 24 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1836.434, Rec. Loss: 14340.23828125 | Total Loss: 14340.23828125
10/04/24 12:36:15 (0:00:02.77) | [1/10000] Batch 25 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1649.755, Rec. Loss: 13020.96191406 | Total Loss: 13020.96191406
10/04/24 12:36:15 (0:00:02.81) | [1/10000] Batch 26 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1813.273, Rec. Loss: 14157.03222656 | Total Loss: 14157.03222656
10/04/24 12:36:15 (0:00:02.84) | [1/10000] Batch 27 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1779.562, Rec. Loss: 13943.39746094 | Total Loss: 13943.39746094
10/04/24 12:36:15 (0:00:02.88) | [1/10000] Batch 28 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1695.714, Rec. Loss: 13289.13671875 | Total Loss: 13289.13671875
10/04/24 12:36:15 (0:00:02.92) | [1/10000] Batch 29 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1773.600, Rec. Loss: 14044.70214844 | Total Loss: 14044.70214844
10/04/24 12:36:15 (0:00:02.96) | [1/10000] Batch 30 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1568.714, Rec. Loss: 12414.43652344 | Total Loss: 12414.43652344
10/04/24 12:36:15 (0:00:02.99) | [1/10000] Batch 31 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1709.570, Rec. Loss: 13326.51953125 | Total Loss: 13326.51953125
10/04/24 12:36:15 (0:00:03.03) | [1/10000] Batch 32 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1589.795, Rec. Loss: 12414.02246094 | Total Loss: 12414.02246094
10/04/24 12:36:15 (0:00:03.07) | [1/10000] Batch 33 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1768.356, Rec. Loss: 13857.57421875 | Total Loss: 13857.57421875
10/04/24 12:36:15 (0:00:03.11) | [1/10000] Batch 34 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1707.957, Rec. Loss: 13393.83984375 | Total Loss: 13393.83984375
10/04/24 12:36:15 (0:00:03.15) | [1/10000] Batch 35 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1637.325, Rec. Loss: 12796.47851562 | Total Loss: 12796.47851562
10/04/24 12:36:15 (0:00:03.19) | [1/10000] Batch 36 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1941.921, Rec. Loss: 15039.97070312 | Total Loss: 15039.97070312
10/04/24 12:36:15 (0:00:03.23) | [1/10000] Batch 37 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1661.412, Rec. Loss: 12882.90625000 | Total Loss: 12882.90625000
10/04/24 12:36:15 (0:00:03.27) | [1/10000] Batch 38 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1810.190, Rec. Loss: 14170.41015625 | Total Loss: 14170.41015625
10/04/24 12:36:15 (0:00:03.31) | [1/10000] Batch 39 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1682.525, Rec. Loss: 13218.13085938 | Total Loss: 13218.13085938
10/04/24 12:36:15 (0:00:03.35) | [1/10000] Batch 40 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1715.735, Rec. Loss: 13393.66113281 | Total Loss: 13393.66113281
10/04/24 12:36:15 (0:00:03.38) | [1/10000] Batch 41 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1602.612, Rec. Loss: 12515.44921875 | Total Loss: 12515.44921875
10/04/24 12:36:15 (0:00:03.42) | [1/10000] Batch 42 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1521.025, Rec. Loss: 11858.78222656 | Total Loss: 11858.78222656
10/04/24 12:36:15 (0:00:03.46) | [1/10000] Batch 43 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1711.444, Rec. Loss: 13240.41210938 | Total Loss: 13240.41210938
10/04/24 12:36:15 (0:00:03.50) | [1/10000] Batch 44 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1519.712, Rec. Loss: 11952.45996094 | Total Loss: 11952.45996094
10/04/24 12:36:15 (0:00:03.53) | [1/10000] Batch 45 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1838.151, Rec. Loss: 14440.01269531 | Total Loss: 14440.01269531
10/04/24 12:36:16 (0:00:03.57) | [1/10000] Batch 46 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1738.101, Rec. Loss: 13479.07617188 | Total Loss: 13479.07617188
10/04/24 12:36:16 (0:00:03.61) | [1/10000] Batch 47 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1785.293, Rec. Loss: 14143.93945312 | Total Loss: 14143.93945312
10/04/24 12:36:16 (0:00:03.65) | [1/10000] Batch 48 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1807.238, Rec. Loss: 14176.36523438 | Total Loss: 14176.36523438
10/04/24 12:36:16 (0:00:03.68) | [1/10000] Batch 49 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1741.146, Rec. Loss: 13547.00781250 | Total Loss: 13547.00781250
10/04/24 12:36:16 (0:00:03.72) | [1/10000] Batch 50 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1704.254, Rec. Loss: 13214.62402344 | Total Loss: 13214.62402344
10/04/24 12:36:16 (0:00:03.76) | [1/10000] Batch 51 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1750.641, Rec. Loss: 13539.73437500 | Total Loss: 13539.73437500
10/04/24 12:36:16 (0:00:03.80) | [1/10000] Batch 52 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1576.070, Rec. Loss: 12413.50292969 | Total Loss: 12413.50292969
10/04/24 12:36:16 (0:00:03.84) | [1/10000] Batch 53 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1673.524, Rec. Loss: 13008.82226562 | Total Loss: 13008.82226562
10/04/24 12:36:16 (0:00:03.87) | [1/10000] Batch 54 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1762.237, Rec. Loss: 13745.90722656 | Total Loss: 13745.90722656
10/04/24 12:36:16 (0:00:03.91) | [1/10000] Batch 55 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1639.128, Rec. Loss: 12821.00292969 | Total Loss: 12821.00292969
10/04/24 12:36:16 (0:00:03.95) | [1/10000] Batch 56 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1815.485, Rec. Loss: 14251.67675781 | Total Loss: 14251.67675781
10/04/24 12:36:16 (0:00:03.99) | [1/10000] Batch 57 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1696.401, Rec. Loss: 13272.02929688 | Total Loss: 13272.02929688
10/04/24 12:36:16 (0:00:04.02) | [1/10000] Batch 58 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1741.416, Rec. Loss: 13800.93750000 | Total Loss: 13800.93750000
10/04/24 12:36:16 (0:00:04.06) | [1/10000] Batch 59 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1812.778, Rec. Loss: 14213.81542969 | Total Loss: 14213.81542969
10/04/24 12:36:16 (0:00:04.10) | [1/10000] Batch 60 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1491.076, Rec. Loss: 11720.24511719 | Total Loss: 11720.24511719
10/04/24 12:36:16 (0:00:04.14) | [1/10000] Batch 61 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1705.880, Rec. Loss: 13228.94042969 | Total Loss: 13228.94042969
10/04/24 12:36:16 (0:00:04.18) | [1/10000] Batch 62 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1712.039, Rec. Loss: 13362.84863281 | Total Loss: 13362.84863281
10/04/24 12:36:16 (0:00:04.21) | [1/10000] Batch 63 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1625.794, Rec. Loss: 12738.78320312 | Total Loss: 12738.78320312
10/04/24 12:36:16 (0:00:04.25) | [1/10000] Batch 64 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1889.262, Rec. Loss: 14789.71386719 | Total Loss: 14789.71386719
10/04/24 12:36:16 (0:00:04.29) | [1/10000] Batch 65 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1794.840, Rec. Loss: 13984.25097656 | Total Loss: 13984.25097656
10/04/24 12:36:16 (0:00:04.33) | [1/10000] Batch 66 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1677.579, Rec. Loss: 13303.65332031 | Total Loss: 13303.65332031
10/04/24 12:36:16 (0:00:04.37) | [1/10000] Batch 67 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1822.628, Rec. Loss: 14317.57519531 | Total Loss: 14317.57519531
10/04/24 12:36:16 (0:00:04.40) | [1/10000] Batch 68 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1785.912, Rec. Loss: 14014.20117188 | Total Loss: 14014.20117188
10/04/24 12:36:16 (0:00:04.44) | [1/10000] Batch 69 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1840.776, Rec. Loss: 14453.73535156 | Total Loss: 14453.73535156
10/04/24 12:36:16 (0:00:04.48) | [1/10000] Batch 70 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1674.715, Rec. Loss: 13109.83593750 | Total Loss: 13109.83593750
10/04/24 12:36:16 (0:00:04.52) | [1/10000] Batch 71 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1705.876, Rec. Loss: 13294.09179688 | Total Loss: 13294.09179688
10/04/24 12:36:17 (0:00:04.57) | [1/10000] Batch 72 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1757.128, Rec. Loss: 13777.58398438 | Total Loss: 13777.58398438
10/04/24 12:36:17 (0:00:04.61) | [1/10000] Batch 73 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1692.775, Rec. Loss: 13088.00781250 | Total Loss: 13088.00781250
10/04/24 12:36:17 (0:00:04.65) | [1/10000] Batch 74 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1721.673, Rec. Loss: 13553.84570312 | Total Loss: 13553.84570312
10/04/24 12:36:17 (0:00:04.69) | [1/10000] Batch 75 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1819.065, Rec. Loss: 14225.55468750 | Total Loss: 14225.55468750
10/04/24 12:36:17 (0:00:04.73) | [1/10000] Batch 76 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1554.236, Rec. Loss: 12115.55468750 | Total Loss: 12115.55468750
10/04/24 12:36:17 (0:00:04.77) | [1/10000] Batch 77 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1712.299, Rec. Loss: 13451.58203125 | Total Loss: 13451.58203125
10/04/24 12:36:17 (0:00:04.80) | [1/10000] Batch 78 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1896.956, Rec. Loss: 14842.16210938 | Total Loss: 14842.16210938
10/04/24 12:36:17 (0:00:04.84) | [1/10000] Batch 79 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1712.111, Rec. Loss: 13410.28222656 | Total Loss: 13410.28222656
10/04/24 12:36:17 (0:00:04.88) | [1/10000] Batch 80 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1558.488, Rec. Loss: 12156.89941406 | Total Loss: 12156.89941406
10/04/24 12:36:17 (0:00:04.92) | [1/10000] Batch 81 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1604.646, Rec. Loss: 12633.81250000 | Total Loss: 12633.81250000
10/04/24 12:36:17 (0:00:04.95) | [1/10000] Batch 82 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1704.403, Rec. Loss: 13423.00390625 | Total Loss: 13423.00390625
10/04/24 12:36:17 (0:00:04.99) | [1/10000] Batch 83 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1826.392, Rec. Loss: 14343.80566406 | Total Loss: 14343.80566406
10/04/24 12:36:17 (0:00:05.03) | [1/10000] Batch 84 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1612.302, Rec. Loss: 12465.54492188 | Total Loss: 12465.54492188
10/04/24 12:36:17 (0:00:05.06) | [1/10000] Batch 85 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1705.490, Rec. Loss: 13337.37597656 | Total Loss: 13337.37597656
10/04/24 12:36:17 (0:00:05.10) | [1/10000] Batch 86 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1736.617, Rec. Loss: 13674.26464844 | Total Loss: 13674.26464844
10/04/24 12:36:17 (0:00:05.14) | [1/10000] Batch 87 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1765.167, Rec. Loss: 13870.05761719 | Total Loss: 13870.05761719
10/04/24 12:36:17 (0:00:05.18) | [1/10000] Batch 88 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1714.800, Rec. Loss: 13483.73242188 | Total Loss: 13483.73242188
10/04/24 12:36:17 (0:00:05.22) | [1/10000] Batch 89 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1701.863, Rec. Loss: 13396.55957031 | Total Loss: 13396.55957031
10/04/24 12:36:17 (0:00:05.25) | [1/10000] Batch 90 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1710.014, Rec. Loss: 13365.61230469 | Total Loss: 13365.61230469
10/04/24 12:36:17 (0:00:05.29) | [1/10000] Batch 91 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1708.072, Rec. Loss: 13307.96875000 | Total Loss: 13307.96875000
10/04/24 12:36:17 (0:00:05.33) | [1/10000] Batch 92 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1654.958, Rec. Loss: 12955.83300781 | Total Loss: 12955.83300781
10/04/24 12:36:17 (0:00:05.37) | [1/10000] Batch 93 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1755.295, Rec. Loss: 13668.84765625 | Total Loss: 13668.84765625
10/04/24 12:36:17 (0:00:05.41) | [1/10000] Batch 94 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1884.447, Rec. Loss: 14733.85156250 | Total Loss: 14733.85156250
10/04/24 12:36:17 (0:00:05.45) | [1/10000] Batch 95 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1665.610, Rec. Loss: 13054.06835938 | Total Loss: 13054.06835938
10/04/24 12:36:17 (0:00:05.49) | [1/10000] Batch 96 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1736.456, Rec. Loss: 13594.38574219 | Total Loss: 13594.38574219
10/04/24 12:36:17 (0:00:05.53) | [1/10000] Batch 97 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1667.064, Rec. Loss: 13100.76757812 | Total Loss: 13100.76757812
10/04/24 12:36:18 (0:00:05.57) | [1/10000] Batch 98 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1773.925, Rec. Loss: 13767.16699219 | Total Loss: 13767.16699219
10/04/24 12:36:18 (0:00:05.61) | [1/10000] Batch 99 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1798.000, Rec. Loss: 14057.13671875 | Total Loss: 14057.13671875
10/04/24 12:36:18 (0:00:05.65) | [1/10000] Batch 100 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1643.431, Rec. Loss: 12925.11425781 | Total Loss: 12925.11425781
10/04/24 12:36:18 (0:00:05.89) | [1/10000] Batch 101 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1572.799, Rec. Loss: 12199.19140625 | Total Loss: 12199.19140625
10/04/24 12:36:18 (0:00:05.93) | [1/10000] Batch 102 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1671.466, Rec. Loss: 13111.01367188 | Total Loss: 13111.01367188
10/04/24 12:36:18 (0:00:05.96) | [1/10000] Batch 103 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1681.981, Rec. Loss: 13204.63476562 | Total Loss: 13204.63476562
10/04/24 12:36:18 (0:00:06.00) | [1/10000] Batch 104 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1609.471, Rec. Loss: 12443.26269531 | Total Loss: 12443.26269531
10/04/24 12:36:18 (0:00:06.04) | [1/10000] Batch 105 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1785.405, Rec. Loss: 13988.01464844 | Total Loss: 13988.01464844
10/04/24 12:36:18 (0:00:06.08) | [1/10000] Batch 106 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1780.458, Rec. Loss: 13981.03515625 | Total Loss: 13981.03515625
10/04/24 12:36:18 (0:00:06.12) | [1/10000] Batch 107 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1581.393, Rec. Loss: 12406.67285156 | Total Loss: 12406.67285156
10/04/24 12:36:18 (0:00:06.15) | [1/10000] Batch 108 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1868.999, Rec. Loss: 14658.62500000 | Total Loss: 14658.62500000
10/04/24 12:36:18 (0:00:06.19) | [1/10000] Batch 109 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1514.865, Rec. Loss: 11923.65429688 | Total Loss: 11923.65429688
10/04/24 12:36:18 (0:00:06.23) | [1/10000] Batch 110 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1635.586, Rec. Loss: 12841.62304688 | Total Loss: 12841.62304688
10/04/24 12:36:18 (0:00:06.26) | [1/10000] Batch 111 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1808.244, Rec. Loss: 14230.13867188 | Total Loss: 14230.13867188
10/04/24 12:36:18 (0:00:06.30) | [1/10000] Batch 112 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1783.237, Rec. Loss: 13943.52636719 | Total Loss: 13943.52636719
10/04/24 12:36:18 (0:00:06.34) | [1/10000] Batch 113 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1729.143, Rec. Loss: 13420.01464844 | Total Loss: 13420.01464844
10/04/24 12:36:18 (0:00:06.38) | [1/10000] Batch 114 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1670.414, Rec. Loss: 13158.72949219 | Total Loss: 13158.72949219
10/04/24 12:36:18 (0:00:06.42) | [1/10000] Batch 115 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1865.506, Rec. Loss: 14810.86718750 | Total Loss: 14810.86718750
10/04/24 12:36:18 (0:00:06.46) | [1/10000] Batch 116 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1652.672, Rec. Loss: 12911.53125000 | Total Loss: 12911.53125000
10/04/24 12:36:18 (0:00:06.50) | [1/10000] Batch 117 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1536.913, Rec. Loss: 12040.10546875 | Total Loss: 12040.10546875
10/04/24 12:36:19 (0:00:06.54) | [1/10000] Batch 118 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1739.473, Rec. Loss: 13566.99707031 | Total Loss: 13566.99707031
10/04/24 12:36:19 (0:00:06.58) | [1/10000] Batch 119 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1677.097, Rec. Loss: 13187.51757812 | Total Loss: 13187.51757812
10/04/24 12:36:19 (0:00:06.62) | [1/10000] Batch 120 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1626.192, Rec. Loss: 12736.63574219 | Total Loss: 12736.63574219
10/04/24 12:36:19 (0:00:06.65) | [1/10000] Batch 121 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1673.234, Rec. Loss: 13253.45898438 | Total Loss: 13253.45898438
10/04/24 12:36:19 (0:00:06.69) | [1/10000] Batch 122 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1597.863, Rec. Loss: 12482.79492188 | Total Loss: 12482.79492188
10/04/24 12:36:19 (0:00:06.73) | [1/10000] Batch 123 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1570.221, Rec. Loss: 12414.62402344 | Total Loss: 12414.62402344
10/04/24 12:36:19 (0:00:06.77) | [1/10000] Batch 124 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1704.733, Rec. Loss: 13344.55468750 | Total Loss: 13344.55468750
10/04/24 12:36:19 (0:00:06.80) | [1/10000] Batch 125 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1637.253, Rec. Loss: 12873.94042969 | Total Loss: 12873.94042969
