Model Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
[07/16/24 13:33:01] (0.23s) | Epoch: 1 | Batch: 0 (0.216s) | LR: 0.001 | KL Weight: 0.1 | Loss: 55908.1171875
[07/16/24 13:33:03] (2.38s) | Epoch: 1 | Batch: 65 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18859.751953125
[07/16/24 13:33:03] (2.41s) | Epoch: 1 | Batch: 66 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19301.009765625
[07/16/24 13:33:03] (2.44s) | Epoch: 1 | Batch: 67 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18694.361328125
[07/16/24 13:33:03] (2.47s) | Epoch: 1 | Batch: 68 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19140.80859375
[07/16/24 13:33:03] (2.50s) | Epoch: 1 | Batch: 69 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18886.66015625
[07/16/24 13:33:03] (2.54s) | Epoch: 1 | Batch: 70 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19352.00390625
[07/16/24 13:33:03] (2.57s) | Epoch: 1 | Batch: 71 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18651.509765625
[07/16/24 13:33:04] (2.60s) | Epoch: 1 | Batch: 72 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19430.853515625
[07/16/24 13:33:04] (2.63s) | Epoch: 1 | Batch: 73 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18977.03515625
[07/16/24 13:33:04] (2.66s) | Epoch: 1 | Batch: 74 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19206.29296875
[07/16/24 13:33:04] (2.69s) | Epoch: 1 | Batch: 75 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19567.798828125
[07/16/24 13:33:04] (2.73s) | Epoch: 1 | Batch: 76 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18620.75390625
[07/16/24 13:33:04] (2.76s) | Epoch: 1 | Batch: 77 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17919.08203125
[07/16/24 13:33:04] (2.79s) | Epoch: 1 | Batch: 78 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18885.416015625
[07/16/24 13:33:04] (2.82s) | Epoch: 1 | Batch: 79 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19115.3671875
[07/16/24 13:33:04] (2.85s) | Epoch: 1 | Batch: 80 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19927.931640625
[07/16/24 13:33:04] (2.88s) | Epoch: 1 | Batch: 81 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19800.5
[07/16/24 13:33:04] (2.91s) | Epoch: 1 | Batch: 82 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19515.703125
[07/16/24 13:33:04] (2.95s) | Epoch: 1 | Batch: 83 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18530.314453125
[07/16/24 13:33:04] (2.98s) | Epoch: 1 | Batch: 84 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18920.099609375
[07/16/24 13:33:04] (3.01s) | Epoch: 1 | Batch: 85 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19042.705078125
[07/16/24 13:33:04] (3.04s) | Epoch: 1 | Batch: 86 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18163.234375
[07/16/24 13:33:04] (3.07s) | Epoch: 1 | Batch: 87 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17969.986328125
[07/16/24 13:33:04] (3.10s) | Epoch: 1 | Batch: 88 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17918.14453125
[07/16/24 13:33:04] (3.13s) | Epoch: 1 | Batch: 89 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18902.81640625
[07/16/24 13:33:04] (3.17s) | Epoch: 1 | Batch: 90 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19464.625
[07/16/24 13:33:04] (3.20s) | Epoch: 1 | Batch: 91 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19522.884765625
[07/16/24 13:33:04] (3.23s) | Epoch: 1 | Batch: 92 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18482.69140625
[07/16/24 13:33:04] (3.27s) | Epoch: 1 | Batch: 93 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18373.140625
[07/16/24 13:33:04] (3.30s) | Epoch: 1 | Batch: 94 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18510.869140625
[07/16/24 13:33:04] (3.34s) | Epoch: 1 | Batch: 95 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18711.00390625
[07/16/24 13:33:04] (3.37s) | Epoch: 1 | Batch: 96 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19079.08984375
[07/16/24 13:33:04] (3.41s) | Epoch: 1 | Batch: 97 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18149.154296875
[07/16/24 13:33:04] (3.44s) | Epoch: 1 | Batch: 98 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18372.2578125
[07/16/24 13:33:04] (3.48s) | Epoch: 1 | Batch: 99 (0.026s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18807.357421875
[07/16/24 13:33:04] (3.51s) | Epoch: 1 | Batch: 100 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17548.09375
[07/16/24 13:33:04] (3.54s) | Epoch: 1 | Batch: 101 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18731.26953125
[07/16/24 13:33:04] (3.58s) | Epoch: 1 | Batch: 102 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17793.572265625
[07/16/24 13:33:05] (3.61s) | Epoch: 1 | Batch: 103 (0.025s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17903.166015625
[07/16/24 13:33:05] (3.65s) | Epoch: 1 | Batch: 104 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17711.98828125
[07/16/24 13:33:05] (3.68s) | Epoch: 1 | Batch: 105 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17543.841796875
[07/16/24 13:33:05] (3.72s) | Epoch: 1 | Batch: 106 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17840.353515625
[07/16/24 13:33:05] (3.75s) | Epoch: 1 | Batch: 107 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17965.267578125
[07/16/24 13:33:05] (3.79s) | Epoch: 1 | Batch: 108 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17435.708984375
[07/16/24 13:33:05] (3.82s) | Epoch: 1 | Batch: 109 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18013.234375
[07/16/24 13:33:05] (3.85s) | Epoch: 1 | Batch: 110 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17929.314453125
[07/16/24 13:33:05] (3.89s) | Epoch: 1 | Batch: 111 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17373.591796875
[07/16/24 13:33:05] (3.92s) | Epoch: 1 | Batch: 112 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17880.61328125
[07/16/24 13:33:05] (3.95s) | Epoch: 1 | Batch: 113 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17743.005859375
[07/16/24 13:33:05] (3.99s) | Epoch: 1 | Batch: 114 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17216.73828125
[07/16/24 13:33:05] (4.02s) | Epoch: 1 | Batch: 115 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17596.408203125
[07/16/24 13:33:05] (4.06s) | Epoch: 1 | Batch: 116 (0.026s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17937.95703125
[07/16/24 13:33:05] (4.09s) | Epoch: 1 | Batch: 117 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17311.66015625
[07/16/24 13:33:05] (4.13s) | Epoch: 1 | Batch: 118 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16803.775390625
[07/16/24 13:33:05] (4.16s) | Epoch: 1 | Batch: 119 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17566.451171875
[07/16/24 13:33:05] (4.20s) | Epoch: 1 | Batch: 120 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17459.408203125
[07/16/24 13:33:05] (4.23s) | Epoch: 1 | Batch: 121 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18244.53515625
[07/16/24 13:33:05] (4.27s) | Epoch: 1 | Batch: 122 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18020.427734375
[07/16/24 13:33:05] (4.30s) | Epoch: 1 | Batch: 123 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17423.32421875
[07/16/24 13:33:05] (4.33s) | Epoch: 1 | Batch: 124 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17929.474609375
[07/16/24 13:33:05] (4.37s) | Epoch: 1 | Batch: 125 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16516.669921875
[07/16/24 13:33:05] (4.40s) | Epoch: 1 | Batch: 126 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16351.314453125
[07/16/24 13:33:05] (4.44s) | Epoch: 1 | Batch: 127 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17402.005859375
[07/16/24 13:33:05] (4.47s) | Epoch: 1 | Batch: 128 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17108.884765625
[07/16/24 13:33:05] (4.50s) | Epoch: 1 | Batch: 129 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17799.1796875
[07/16/24 13:33:05] (4.54s) | Epoch: 1 | Batch: 130 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17195.75390625
[07/16/24 13:33:05] (4.57s) | Epoch: 1 | Batch: 131 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17305.41796875
[07/16/24 13:33:06] (4.60s) | Epoch: 1 | Batch: 132 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16923.01953125
[07/16/24 13:33:06] (4.63s) | Epoch: 1 | Batch: 133 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16486.6484375
[07/16/24 13:33:06] (4.66s) | Epoch: 1 | Batch: 134 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18065.33984375
[07/16/24 13:33:06] (4.69s) | Epoch: 1 | Batch: 135 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17747.3515625
[07/16/24 13:33:06] (4.73s) | Epoch: 1 | Batch: 136 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16717.7109375
[07/16/24 13:33:06] (4.76s) | Epoch: 1 | Batch: 137 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17359.685546875
[07/16/24 13:33:06] (4.79s) | Epoch: 1 | Batch: 138 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17285.25
[07/16/24 13:33:06] (4.82s) | Epoch: 1 | Batch: 139 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16951.607421875
[07/16/24 13:33:06] (4.85s) | Epoch: 1 | Batch: 140 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16769.72265625
[07/16/24 13:33:06] (4.88s) | Epoch: 1 | Batch: 141 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15787.03515625
[07/16/24 13:33:06] (4.91s) | Epoch: 1 | Batch: 142 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16198.9404296875
[07/16/24 13:33:06] (4.94s) | Epoch: 1 | Batch: 143 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16456.9609375
[07/16/24 13:33:06] (4.97s) | Epoch: 1 | Batch: 144 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16237.4453125
[07/16/24 13:33:06] (5.00s) | Epoch: 1 | Batch: 145 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16095.5419921875
[07/16/24 13:33:06] (5.03s) | Epoch: 1 | Batch: 146 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16480.357421875
[07/16/24 13:33:06] (5.06s) | Epoch: 1 | Batch: 147 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16392.658203125
[07/16/24 13:33:06] (5.09s) | Epoch: 1 | Batch: 148 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15928.9736328125
[07/16/24 13:33:06] (5.12s) | Epoch: 1 | Batch: 149 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16173.7060546875
[07/16/24 13:33:06] (5.15s) | Epoch: 1 | Batch: 150 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16361.1552734375
[07/16/24 13:33:06] (5.18s) | Epoch: 1 | Batch: 151 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16848.41796875
[07/16/24 13:33:06] (5.22s) | Epoch: 1 | Batch: 152 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16120.5869140625
[07/16/24 13:33:06] (5.24s) | Epoch: 1 | Batch: 153 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16693.58203125
[07/16/24 13:33:06] (5.28s) | Epoch: 1 | Batch: 154 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16162.5234375
[07/16/24 13:33:06] (5.30s) | Epoch: 1 | Batch: 155 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16064.001953125
[07/16/24 13:33:06] (5.34s) | Epoch: 1 | Batch: 156 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15148.181640625
[07/16/24 13:33:06] (5.37s) | Epoch: 1 | Batch: 157 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15662.1328125
[07/16/24 13:33:06] (5.40s) | Epoch: 1 | Batch: 158 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15836.529296875
[07/16/24 13:33:06] (5.43s) | Epoch: 1 | Batch: 159 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16282.548828125
[07/16/24 13:33:06] (5.46s) | Epoch: 1 | Batch: 160 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15959.2158203125
[07/16/24 13:33:06] (5.49s) | Epoch: 1 | Batch: 161 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15727.392578125
[07/16/24 13:33:06] (5.52s) | Epoch: 1 | Batch: 162 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15352.2099609375
[07/16/24 13:33:06] (5.55s) | Epoch: 1 | Batch: 163 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15497.814453125
[07/16/24 13:33:06] (5.58s) | Epoch: 1 | Batch: 164 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16146.1943359375
[07/16/24 13:33:07] (5.61s) | Epoch: 1 | Batch: 165 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15192.8681640625
[07/16/24 13:33:07] (5.64s) | Epoch: 1 | Batch: 166 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15452.25390625
[07/16/24 13:33:07] (5.67s) | Epoch: 1 | Batch: 167 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15424.6240234375
[07/16/24 13:33:07] (5.70s) | Epoch: 1 | Batch: 168 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15359.740234375
[07/16/24 13:33:07] (5.73s) | Epoch: 1 | Batch: 169 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14974.2138671875
[07/16/24 13:33:07] (5.76s) | Epoch: 1 | Batch: 170 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14475.3427734375
[07/16/24 13:33:07] (5.79s) | Epoch: 1 | Batch: 171 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15304.1142578125
[07/16/24 13:33:07] (5.82s) | Epoch: 1 | Batch: 172 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15744.8017578125
[07/16/24 13:33:07] (5.85s) | Epoch: 1 | Batch: 173 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16106.97265625
[07/16/24 13:33:07] (5.88s) | Epoch: 1 | Batch: 174 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14735.732421875
[07/16/24 13:33:07] (5.91s) | Epoch: 1 | Batch: 175 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14963.5400390625
