Model Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
[07/16/24 12:13:37] (0.23s) | Epoch: 1 | Batch: 0 (0.214s) | LR: 0.001 | KL Weight: 0.1 | Loss: 52614.7734375
[07/16/24 12:13:38] (1.42s) | Epoch: 1 | Batch: 35 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20601.462890625
[07/16/24 12:13:38] (1.45s) | Epoch: 1 | Batch: 36 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 21023.8359375
[07/16/24 12:13:38] (1.49s) | Epoch: 1 | Batch: 37 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20273.603515625
[07/16/24 12:13:38] (1.51s) | Epoch: 1 | Batch: 38 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19754.85546875
[07/16/24 12:13:38] (1.55s) | Epoch: 1 | Batch: 39 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19825.2890625
[07/16/24 12:13:39] (1.58s) | Epoch: 1 | Batch: 40 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19220.96875
[07/16/24 12:13:39] (1.61s) | Epoch: 1 | Batch: 41 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19757.455078125
[07/16/24 12:13:39] (1.64s) | Epoch: 1 | Batch: 42 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19246.818359375
[07/16/24 12:13:39] (1.67s) | Epoch: 1 | Batch: 43 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19729.1015625
[07/16/24 12:13:39] (1.71s) | Epoch: 1 | Batch: 44 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19100.912109375
[07/16/24 12:13:39] (1.74s) | Epoch: 1 | Batch: 45 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19984.927734375
[07/16/24 12:13:39] (1.77s) | Epoch: 1 | Batch: 46 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19767.810546875
[07/16/24 12:13:39] (1.80s) | Epoch: 1 | Batch: 47 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19501.880859375
[07/16/24 12:13:39] (1.83s) | Epoch: 1 | Batch: 48 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19202.16796875
[07/16/24 12:13:39] (1.86s) | Epoch: 1 | Batch: 49 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19519.955078125
[07/16/24 12:13:39] (1.89s) | Epoch: 1 | Batch: 50 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19937.0859375
[07/16/24 12:13:39] (1.93s) | Epoch: 1 | Batch: 51 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19055.66796875
[07/16/24 12:13:39] (1.96s) | Epoch: 1 | Batch: 52 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18985.365234375
[07/16/24 12:13:39] (1.99s) | Epoch: 1 | Batch: 53 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20123.33984375
[07/16/24 12:13:39] (2.02s) | Epoch: 1 | Batch: 54 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19832.421875
[07/16/24 12:13:39] (2.05s) | Epoch: 1 | Batch: 55 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19051.71484375
[07/16/24 12:13:39] (2.08s) | Epoch: 1 | Batch: 56 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19067.009765625
[07/16/24 12:13:39] (2.11s) | Epoch: 1 | Batch: 57 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18681.701171875
[07/16/24 12:13:39] (2.14s) | Epoch: 1 | Batch: 58 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18997.34375
[07/16/24 12:13:39] (2.18s) | Epoch: 1 | Batch: 59 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19083.560546875
[07/16/24 12:13:39] (2.21s) | Epoch: 1 | Batch: 60 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19122.5703125
[07/16/24 12:13:39] (2.24s) | Epoch: 1 | Batch: 61 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19212.3828125
[07/16/24 12:13:39] (2.27s) | Epoch: 1 | Batch: 62 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18518.197265625
[07/16/24 12:13:39] (2.30s) | Epoch: 1 | Batch: 63 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18477.34765625
[07/16/24 12:13:39] (2.33s) | Epoch: 1 | Batch: 64 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18522.138671875
[07/16/24 12:13:39] (2.36s) | Epoch: 1 | Batch: 65 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18402.21875
[07/16/24 12:13:39] (2.40s) | Epoch: 1 | Batch: 66 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17940.455078125
[07/16/24 12:13:39] (2.43s) | Epoch: 1 | Batch: 67 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18744.33203125
[07/16/24 12:13:39] (2.46s) | Epoch: 1 | Batch: 68 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19621.591796875
[07/16/24 12:13:39] (2.49s) | Epoch: 1 | Batch: 69 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18910.51953125
[07/16/24 12:13:39] (2.52s) | Epoch: 1 | Batch: 70 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19491.484375
[07/16/24 12:13:39] (2.55s) | Epoch: 1 | Batch: 71 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18882.185546875
[07/16/24 12:13:40] (2.59s) | Epoch: 1 | Batch: 72 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18509.4921875
[07/16/24 12:13:40] (2.62s) | Epoch: 1 | Batch: 73 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18563.3203125
[07/16/24 12:13:40] (2.65s) | Epoch: 1 | Batch: 74 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17496.767578125
[07/16/24 12:13:40] (2.68s) | Epoch: 1 | Batch: 75 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17220.14453125
[07/16/24 12:13:40] (2.71s) | Epoch: 1 | Batch: 76 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17645.92578125
[07/16/24 12:13:40] (2.74s) | Epoch: 1 | Batch: 77 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17750.533203125
[07/16/24 12:13:40] (2.78s) | Epoch: 1 | Batch: 78 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18209.78515625
[07/16/24 12:13:40] (2.81s) | Epoch: 1 | Batch: 79 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17965.669921875
[07/16/24 12:13:40] (2.84s) | Epoch: 1 | Batch: 80 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18024.44140625
[07/16/24 12:13:40] (2.87s) | Epoch: 1 | Batch: 81 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17435.5546875
[07/16/24 12:13:40] (2.90s) | Epoch: 1 | Batch: 82 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17338.267578125
[07/16/24 12:13:40] (2.93s) | Epoch: 1 | Batch: 83 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18039.427734375
[07/16/24 12:13:40] (2.96s) | Epoch: 1 | Batch: 84 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17091.515625
[07/16/24 12:13:40] (3.00s) | Epoch: 1 | Batch: 85 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17373.111328125
[07/16/24 12:13:40] (3.03s) | Epoch: 1 | Batch: 86 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17384.345703125
[07/16/24 12:13:40] (3.06s) | Epoch: 1 | Batch: 87 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16985.810546875
[07/16/24 12:13:40] (3.09s) | Epoch: 1 | Batch: 88 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17409.212890625
[07/16/24 12:13:40] (3.12s) | Epoch: 1 | Batch: 89 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17359.365234375
[07/16/24 12:13:40] (3.16s) | Epoch: 1 | Batch: 90 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17012.15625
[07/16/24 12:13:40] (3.19s) | Epoch: 1 | Batch: 91 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17032.60546875
[07/16/24 12:13:40] (3.22s) | Epoch: 1 | Batch: 92 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16678.1875
[07/16/24 12:13:40] (3.25s) | Epoch: 1 | Batch: 93 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16594.650390625
[07/16/24 12:13:40] (3.28s) | Epoch: 1 | Batch: 94 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16623.28515625
[07/16/24 12:13:40] (3.31s) | Epoch: 1 | Batch: 95 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17241.28515625
[07/16/24 12:13:40] (3.35s) | Epoch: 1 | Batch: 96 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17551.560546875
[07/16/24 12:13:40] (3.38s) | Epoch: 1 | Batch: 97 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16387.654296875
[07/16/24 12:13:40] (3.41s) | Epoch: 1 | Batch: 98 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17188.451171875
[07/16/24 12:13:40] (3.44s) | Epoch: 1 | Batch: 99 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15802.8916015625
[07/16/24 12:13:40] (3.47s) | Epoch: 1 | Batch: 100 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17432.81640625
[07/16/24 12:13:40] (3.51s) | Epoch: 1 | Batch: 101 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16008.361328125
[07/16/24 12:13:40] (3.54s) | Epoch: 1 | Batch: 102 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16656.443359375
[07/16/24 12:13:41] (3.57s) | Epoch: 1 | Batch: 103 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17347.3984375
[07/16/24 12:13:41] (3.60s) | Epoch: 1 | Batch: 104 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15624.2861328125
[07/16/24 12:13:41] (3.63s) | Epoch: 1 | Batch: 105 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16643.373046875
[07/16/24 12:13:41] (3.66s) | Epoch: 1 | Batch: 106 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17169.6484375
[07/16/24 12:13:41] (3.70s) | Epoch: 1 | Batch: 107 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16313.9921875
[07/16/24 12:13:41] (3.73s) | Epoch: 1 | Batch: 108 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16012.0615234375
[07/16/24 12:13:41] (3.76s) | Epoch: 1 | Batch: 109 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15810.4296875
[07/16/24 12:13:41] (3.79s) | Epoch: 1 | Batch: 110 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16436.18359375
[07/16/24 12:13:41] (3.82s) | Epoch: 1 | Batch: 111 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15656.2978515625
[07/16/24 12:13:41] (3.85s) | Epoch: 1 | Batch: 112 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16558.25
[07/16/24 12:13:41] (3.89s) | Epoch: 1 | Batch: 113 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15510.349609375
[07/16/24 12:13:41] (3.92s) | Epoch: 1 | Batch: 114 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16356.38671875
[07/16/24 12:13:41] (3.95s) | Epoch: 1 | Batch: 115 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16336.998046875
[07/16/24 12:13:41] (3.98s) | Epoch: 1 | Batch: 116 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15913.861328125
[07/16/24 12:13:41] (4.01s) | Epoch: 1 | Batch: 117 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16319.25
[07/16/24 12:13:41] (4.04s) | Epoch: 1 | Batch: 118 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15700.4345703125
[07/16/24 12:13:41] (4.07s) | Epoch: 1 | Batch: 119 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16164.3603515625
[07/16/24 12:13:41] (4.11s) | Epoch: 1 | Batch: 120 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15744.7275390625
[07/16/24 12:13:41] (4.14s) | Epoch: 1 | Batch: 121 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15903.6484375
[07/16/24 12:13:41] (4.17s) | Epoch: 1 | Batch: 122 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16474.95703125
[07/16/24 12:13:41] (4.20s) | Epoch: 1 | Batch: 123 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16121.14453125
[07/16/24 12:13:41] (4.23s) | Epoch: 1 | Batch: 124 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15791.9931640625
[07/16/24 12:13:41] (4.26s) | Epoch: 1 | Batch: 125 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15683.3583984375
[07/16/24 12:13:41] (4.29s) | Epoch: 1 | Batch: 126 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15060.787109375
[07/16/24 12:13:41] (4.33s) | Epoch: 1 | Batch: 127 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15807.4228515625
[07/16/24 12:13:41] (4.36s) | Epoch: 1 | Batch: 128 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15537.521484375
[07/16/24 12:13:41] (4.39s) | Epoch: 1 | Batch: 129 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15292.2890625
[07/16/24 12:13:41] (4.42s) | Epoch: 1 | Batch: 130 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16031.353515625
[07/16/24 12:13:41] (4.45s) | Epoch: 1 | Batch: 131 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14823.16796875
[07/16/24 12:13:41] (4.49s) | Epoch: 1 | Batch: 132 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15698.9248046875
[07/16/24 12:13:41] (4.52s) | Epoch: 1 | Batch: 133 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14835.4833984375
[07/16/24 12:13:41] (4.55s) | Epoch: 1 | Batch: 134 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15343.7138671875
[07/16/24 12:13:42] (4.58s) | Epoch: 1 | Batch: 135 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16517.21484375
[07/16/24 12:13:42] (4.61s) | Epoch: 1 | Batch: 136 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15334.158203125
[07/16/24 12:13:42] (4.64s) | Epoch: 1 | Batch: 137 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15299.001953125
[07/16/24 12:13:42] (4.68s) | Epoch: 1 | Batch: 138 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15091.5068359375
[07/16/24 12:13:42] (4.71s) | Epoch: 1 | Batch: 139 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15552.1416015625
[07/16/24 12:13:42] (4.74s) | Epoch: 1 | Batch: 140 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15061.578125
[07/16/24 12:13:42] (4.77s) | Epoch: 1 | Batch: 141 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15678.5009765625
[07/16/24 12:13:42] (4.80s) | Epoch: 1 | Batch: 142 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15595.205078125
[07/16/24 12:13:42] (4.83s) | Epoch: 1 | Batch: 143 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15573.482421875
[07/16/24 12:13:42] (4.86s) | Epoch: 1 | Batch: 144 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14198.53515625
[07/16/24 12:13:42] (4.90s) | Epoch: 1 | Batch: 145 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15215.650390625
[07/16/24 12:13:42] (4.93s) | Epoch: 1 | Batch: 146 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15342.0322265625
[07/16/24 12:13:42] (4.96s) | Epoch: 1 | Batch: 147 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15029.2734375
[07/16/24 12:13:42] (4.99s) | Epoch: 1 | Batch: 148 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14500.8037109375
[07/16/24 12:13:42] (5.03s) | Epoch: 1 | Batch: 149 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15119.9130859375
[07/16/24 12:13:42] (5.06s) | Epoch: 1 | Batch: 150 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15029.31640625
[07/16/24 12:13:42] (5.09s) | Epoch: 1 | Batch: 151 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14792.2158203125
[07/16/24 12:13:42] (5.12s) | Epoch: 1 | Batch: 152 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15537.4609375
[07/16/24 12:13:42] (5.15s) | Epoch: 1 | Batch: 153 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14682.5419921875
[07/16/24 12:13:42] (5.19s) | Epoch: 1 | Batch: 154 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14324.6591796875
[07/16/24 12:13:42] (5.22s) | Epoch: 1 | Batch: 155 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14566.6337890625
[07/16/24 12:13:42] (5.25s) | Epoch: 1 | Batch: 156 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14474.6767578125
[07/16/24 12:13:42] (5.28s) | Epoch: 1 | Batch: 157 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14572.634765625
[07/16/24 12:13:42] (5.31s) | Epoch: 1 | Batch: 158 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 13792.8935546875
[07/16/24 12:13:42] (5.35s) | Epoch: 1 | Batch: 159 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14442.072265625
[07/16/24 12:13:42] (5.38s) | Epoch: 1 | Batch: 160 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15392.888671875
[07/16/24 12:13:42] (5.41s) | Epoch: 1 | Batch: 161 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14741.4697265625
[07/16/24 12:13:42] (5.44s) | Epoch: 1 | Batch: 162 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15751.46875
[07/16/24 12:13:42] (5.47s) | Epoch: 1 | Batch: 163 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14900.30859375
[07/16/24 12:13:42] (5.50s) | Epoch: 1 | Batch: 164 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14752.9619140625
[07/16/24 12:13:42] (5.54s) | Epoch: 1 | Batch: 165 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14415.728515625
[07/16/24 12:13:43] (5.57s) | Epoch: 1 | Batch: 166 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15475.0615234375
[07/16/24 12:13:43] (5.60s) | Epoch: 1 | Batch: 167 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14944.0458984375
[07/16/24 12:13:43] (5.63s) | Epoch: 1 | Batch: 168 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14167.50390625
[07/16/24 12:13:43] (5.66s) | Epoch: 1 | Batch: 169 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14665.6123046875
[07/16/24 12:13:43] (5.70s) | Epoch: 1 | Batch: 170 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14728.3251953125
[07/16/24 12:13:43] (5.73s) | Epoch: 1 | Batch: 171 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 13829.4912109375
[07/16/24 12:13:43] (5.76s) | Epoch: 1 | Batch: 172 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14683.986328125
[07/16/24 12:13:43] (5.79s) | Epoch: 1 | Batch: 173 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14127.25
[07/16/24 12:13:43] (5.82s) | Epoch: 1 | Batch: 174 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14086.142578125
[07/16/24 12:13:43] (5.85s) | Epoch: 1 | Batch: 175 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14628.2421875
