07/24/24 11:59:38 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/24/24 11:59:39 (0m 00s) | [1/8] Batch 0 (0.669s) | LR: 0.001 | KLD: 8.067, KLW: 0.1, Rec. Loss: 0.689 | Loss: 1.50 | Abs. Loss: 1.50
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 22 (0.006s) | LR: 0.001 | KLD: 0.064, KLW: 0.1, Rec. Loss: 0.305 | Loss: 0.31 | Abs. Loss: 11.11
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 23 (0.005s) | LR: 0.001 | KLD: 0.064, KLW: 0.1, Rec. Loss: 0.291 | Loss: 0.30 | Abs. Loss: 11.41
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 24 (0.006s) | LR: 0.001 | KLD: 0.077, KLW: 0.1, Rec. Loss: 0.293 | Loss: 0.30 | Abs. Loss: 11.71
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 25 (0.006s) | LR: 0.001 | KLD: 0.069, KLW: 0.1, Rec. Loss: 0.291 | Loss: 0.30 | Abs. Loss: 12.01
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 26 (0.005s) | LR: 0.001 | KLD: 0.038, KLW: 0.1, Rec. Loss: 0.299 | Loss: 0.30 | Abs. Loss: 12.31
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 27 (0.005s) | LR: 0.001 | KLD: 0.046, KLW: 0.1, Rec. Loss: 0.284 | Loss: 0.29 | Abs. Loss: 12.60
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 28 (0.006s) | LR: 0.001 | KLD: 0.043, KLW: 0.1, Rec. Loss: 0.287 | Loss: 0.29 | Abs. Loss: 12.89
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 29 (0.005s) | LR: 0.001 | KLD: 0.042, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 13.17
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 30 (0.006s) | LR: 0.001 | KLD: 0.041, KLW: 0.1, Rec. Loss: 0.291 | Loss: 0.30 | Abs. Loss: 13.46
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 31 (0.006s) | LR: 0.001 | KLD: 0.038, KLW: 0.1, Rec. Loss: 0.282 | Loss: 0.29 | Abs. Loss: 13.75
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 32 (0.005s) | LR: 0.001 | KLD: 0.037, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 14.03
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 33 (0.006s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.277 | Loss: 0.28 | Abs. Loss: 14.31
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 34 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.285 | Loss: 0.29 | Abs. Loss: 14.60
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 35 (0.005s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.278 | Loss: 0.28 | Abs. Loss: 14.88
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 36 (0.006s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 15.15
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 37 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 15.42
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 38 (0.004s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 15.69
07/24/24 11:59:40 (0m 01s) | [1/8] Batch 39 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 15.96
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 40 (0.005s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 16.23
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 41 (0.005s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 16.49
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 42 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.269 | Loss: 0.27 | Abs. Loss: 16.76
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 43 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 17.02
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 44 (0.005s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.277 | Loss: 0.28 | Abs. Loss: 17.30
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 45 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.273 | Loss: 0.28 | Abs. Loss: 17.58
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 46 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 17.84
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 47 (0.005s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 18.11
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 48 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 18.38
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 49 (0.006s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 18.65
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 50 (0.005s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.279 | Loss: 0.28 | Abs. Loss: 18.93
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 51 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 19.20
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 52 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 19.46
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 53 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.273 | Loss: 0.27 | Abs. Loss: 19.74
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 54 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 20.00
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 55 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.269 | Loss: 0.27 | Abs. Loss: 20.27
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 56 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 20.54
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 57 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 20.80
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 58 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 21.07
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 59 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 21.33
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 60 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.273 | Loss: 0.27 | Abs. Loss: 21.61
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 61 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 21.87
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 62 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 22.13
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 63 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 22.40
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 64 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 22.65
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 65 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 22.93
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 66 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 23.19
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 67 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 23.46
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 68 (0.004s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 23.72
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 69 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 23.99
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 70 (0.005s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 24.26
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 71 (0.006s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 24.53
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 72 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 24.79
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 73 (0.005s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 25.06
07/24/24 11:59:40 (0m 02s) | [1/8] Batch 74 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 25.33
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 75 (0.005s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 25.60
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 76 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 25.86
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 77 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 26.12
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 78 (0.005s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 26.38
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 79 (0.005s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 26.65
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 80 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 26.91
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 81 (0.006s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.269 | Loss: 0.27 | Abs. Loss: 27.18
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 82 (0.004s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 27.43
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 83 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 27.69
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 84 (0.006s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 27.95
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 85 (0.005s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 28.21
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 86 (0.006s) | LR: 0.001 | KLD: 0.034, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 28.48
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 87 (0.006s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 28.74
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 88 (0.004s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 29.01
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 89 (0.005s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 29.27
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 90 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 29.54
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 91 (0.006s) | LR: 0.001 | KLD: 0.048, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.26 | Abs. Loss: 29.80
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 92 (0.005s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 30.05
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 93 (0.005s) | LR: 0.001 | KLD: 0.034, KLW: 0.1, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 30.29
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 94 (0.005s) | LR: 0.001 | KLD: 0.034, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 30.55
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 95 (0.006s) | LR: 0.001 | KLD: 0.044, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 30.81
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 96 (0.006s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 31.07
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 97 (0.005s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.245 | Loss: 0.25 | Abs. Loss: 31.32
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 98 (0.004s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 31.58
07/24/24 11:59:41 (0m 02s) | [1/8] Batch 99 (0.006s) | LR: 0.001 | KLD: 0.029, KLW: 0.1, Rec. Loss: 0.247 | Loss: 0.25 | Abs. Loss: 31.83
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 100 (0.004s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 32.09
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 101 (0.004s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 32.36
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 102 (0.004s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 32.61
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 103 (0.004s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 32.88
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 104 (0.005s) | LR: 0.001 | KLD: 0.036, KLW: 0.1, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 33.16
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 105 (0.004s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 33.41
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 106 (0.005s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 33.68
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 107 (0.004s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 33.94
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 108 (0.004s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 34.21
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 109 (0.004s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 34.46
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 110 (0.005s) | LR: 0.001 | KLD: 0.029, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 34.72
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 111 (0.004s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 34.98
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 112 (0.004s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 35.24
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 113 (0.005s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 35.49
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 114 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 35.75
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 115 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 36.01
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 116 (0.004s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 36.26
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 117 (0.005s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 36.52
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 118 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 36.77
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 119 (0.005s) | LR: 0.001 | KLD: 0.031, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 37.02
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 120 (0.005s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 37.28
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 121 (0.006s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 37.54
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 122 (0.004s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 37.80
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 123 (0.005s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 38.06
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 124 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.245 | Loss: 0.25 | Abs. Loss: 38.31
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 125 (0.005s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 38.56
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 126 (0.005s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 38.82
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 127 (0.006s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 39.08
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 128 (0.004s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 39.33
07/24/24 11:59:41 (0m 03s) | [1/8] Batch 129 (0.006s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 39.59
