08/08/24 16:47:23 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

08/08/24 16:47:24 (0m 00s) | [1/8] Batch 0 (0.685s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 53456.191 | Loss: 53456.77 | Abs. Loss: 53456.77
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 25 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 22737.086 | Loss: 22775.42 | Abs. Loss: 850172.05
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 26 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 23155.924 | Loss: 23217.46 | Abs. Loss: 873389.51
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 27 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21584.818 | Loss: 21621.41 | Abs. Loss: 895010.92
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 28 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21712.934 | Loss: 21734.32 | Abs. Loss: 916745.25
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 29 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20840.730 | Loss: 20864.21 | Abs. Loss: 937609.46
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 30 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21427.113 | Loss: 21449.89 | Abs. Loss: 959059.35
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 31 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20918.916 | Loss: 20936.47 | Abs. Loss: 979995.82
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 32 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20853.855 | Loss: 20864.96 | Abs. Loss: 1000860.78
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 33 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20524.828 | Loss: 20531.35 | Abs. Loss: 1021392.13
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 34 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20328.562 | Loss: 20334.93 | Abs. Loss: 1041727.06
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 35 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20687.645 | Loss: 20695.99 | Abs. Loss: 1062423.05
08/08/24 16:47:25 (0m 01s) | [1/8] Batch 36 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21176.793 | Loss: 21186.86 | Abs. Loss: 1083609.91
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 37 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20839.535 | Loss: 20848.79 | Abs. Loss: 1104458.71
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 38 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20275.723 | Loss: 20282.80 | Abs. Loss: 1124741.51
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 39 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20070.637 | Loss: 20077.57 | Abs. Loss: 1144819.07
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 40 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21017.943 | Loss: 21026.51 | Abs. Loss: 1165845.58
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 41 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19547.758 | Loss: 19556.54 | Abs. Loss: 1185402.12
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 42 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20607.131 | Loss: 20617.21 | Abs. Loss: 1206019.33
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 43 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19935.227 | Loss: 19942.32 | Abs. Loss: 1225961.66
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 44 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20091.668 | Loss: 20098.25 | Abs. Loss: 1246059.91
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 45 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20794.363 | Loss: 20802.28 | Abs. Loss: 1266862.19
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 46 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20609.977 | Loss: 20617.86 | Abs. Loss: 1287480.05
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 47 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20281.047 | Loss: 20287.82 | Abs. Loss: 1307767.86
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 48 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20893.119 | Loss: 20899.21 | Abs. Loss: 1328667.07
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 49 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19875.312 | Loss: 19880.46 | Abs. Loss: 1348547.53
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 50 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20097.102 | Loss: 20102.37 | Abs. Loss: 1368649.90
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 51 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19196.457 | Loss: 19201.32 | Abs. Loss: 1387851.22
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 52 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20420.080 | Loss: 20425.13 | Abs. Loss: 1408276.35
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 53 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 21410.707 | Loss: 21415.31 | Abs. Loss: 1429691.65
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 54 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19911.020 | Loss: 19915.82 | Abs. Loss: 1449607.48
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 55 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19976.695 | Loss: 19982.42 | Abs. Loss: 1469589.90
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 56 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20255.824 | Loss: 20260.43 | Abs. Loss: 1489850.32
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 57 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20093.975 | Loss: 20098.65 | Abs. Loss: 1509948.97
08/08/24 16:47:25 (0m 02s) | [1/8] Batch 58 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20123.709 | Loss: 20128.16 | Abs. Loss: 1530077.13
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 59 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20068.895 | Loss: 20074.03 | Abs. Loss: 1550151.16
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 60 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20433.180 | Loss: 20437.41 | Abs. Loss: 1570588.57
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 61 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19505.668 | Loss: 19510.06 | Abs. Loss: 1590098.63
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 62 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19643.021 | Loss: 19647.07 | Abs. Loss: 1609745.70
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 63 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20401.521 | Loss: 20406.47 | Abs. Loss: 1630152.18
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 64 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19742.266 | Loss: 19746.40 | Abs. Loss: 1649898.58
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 65 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20351.727 | Loss: 20355.77 | Abs. Loss: 1670254.35
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 66 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19877.072 | Loss: 19881.44 | Abs. Loss: 1690135.79
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 67 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19630.527 | Loss: 19634.71 | Abs. Loss: 1709770.50
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 68 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20067.553 | Loss: 20071.49 | Abs. Loss: 1729841.99
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 69 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20020.896 | Loss: 20025.26 | Abs. Loss: 1749867.25
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 70 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20652.711 | Loss: 20656.72 | Abs. Loss: 1770523.97
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 71 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20555.898 | Loss: 20560.55 | Abs. Loss: 1791084.53
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 72 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19503.424 | Loss: 19507.93 | Abs. Loss: 1810592.45
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 73 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20266.043 | Loss: 20270.22 | Abs. Loss: 1830862.68
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 74 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20053.734 | Loss: 20058.77 | Abs. Loss: 1850921.45
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 75 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19838.842 | Loss: 19843.63 | Abs. Loss: 1870765.08
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 76 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20107.604 | Loss: 20112.15 | Abs. Loss: 1890877.23
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 77 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19934.527 | Loss: 19938.78 | Abs. Loss: 1910816.02
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 78 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19757.559 | Loss: 19762.14 | Abs. Loss: 1930578.16
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 79 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19479.371 | Loss: 19484.21 | Abs. Loss: 1950062.37
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 80 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19178.539 | Loss: 19182.25 | Abs. Loss: 1969244.62
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 81 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19732.258 | Loss: 19736.75 | Abs. Loss: 1988981.37
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 82 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19620.004 | Loss: 19625.42 | Abs. Loss: 2008606.79
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 83 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19907.332 | Loss: 19912.10 | Abs. Loss: 2028518.89
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 84 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20522.992 | Loss: 20528.13 | Abs. Loss: 2049047.02
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 85 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19557.736 | Loss: 19563.39 | Abs. Loss: 2068610.41
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 86 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19310.930 | Loss: 19316.31 | Abs. Loss: 2087926.72
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 87 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20444.072 | Loss: 20449.39 | Abs. Loss: 2108376.11
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 88 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 20116.732 | Loss: 20123.47 | Abs. Loss: 2128499.59
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 89 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18266.582 | Loss: 18272.82 | Abs. Loss: 2146772.41
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 90 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19318.119 | Loss: 19325.19 | Abs. Loss: 2166097.60
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 91 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17910.395 | Loss: 17918.34 | Abs. Loss: 2184015.95
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 92 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18774.215 | Loss: 18784.67 | Abs. Loss: 2202800.61
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 93 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19311.992 | Loss: 19322.08 | Abs. Loss: 2222122.69
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 94 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19689.471 | Loss: 19701.23 | Abs. Loss: 2241823.93
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 95 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19104.559 | Loss: 19118.01 | Abs. Loss: 2260941.94
08/08/24 16:47:26 (0m 02s) | [1/8] Batch 96 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19213.822 | Loss: 19225.07 | Abs. Loss: 2280167.00
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 97 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19156.477 | Loss: 19167.67 | Abs. Loss: 2299334.67
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 98 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18523.170 | Loss: 18533.22 | Abs. Loss: 2317867.89
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 99 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19554.982 | Loss: 19564.62 | Abs. Loss: 2337432.51
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 100 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18381.273 | Loss: 18390.95 | Abs. Loss: 2355823.46
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 101 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19259.281 | Loss: 19268.06 | Abs. Loss: 2375091.52
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 102 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18476.426 | Loss: 18485.33 | Abs. Loss: 2393576.85
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 103 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19612.617 | Loss: 19623.54 | Abs. Loss: 2413200.39
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 104 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19587.568 | Loss: 19597.02 | Abs. Loss: 2432797.41
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 105 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18724.104 | Loss: 18734.37 | Abs. Loss: 2451531.78
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 106 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19111.922 | Loss: 19122.39 | Abs. Loss: 2470654.17
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 107 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19335.656 | Loss: 19346.54 | Abs. Loss: 2490000.72
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 108 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19305.297 | Loss: 19316.87 | Abs. Loss: 2509317.59
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 109 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18732.957 | Loss: 18745.48 | Abs. Loss: 2528063.07
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 110 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17957.396 | Loss: 17968.74 | Abs. Loss: 2546031.82
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 111 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19071.438 | Loss: 19082.95 | Abs. Loss: 2565114.77
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 112 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18638.545 | Loss: 18651.03 | Abs. Loss: 2583765.79
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 113 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18472.699 | Loss: 18485.15 | Abs. Loss: 2602250.94
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 114 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17306.523 | Loss: 17316.81 | Abs. Loss: 2619567.75
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 115 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18845.514 | Loss: 18857.95 | Abs. Loss: 2638425.70
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 116 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18752.871 | Loss: 18766.20 | Abs. Loss: 2657191.90
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 117 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18369.719 | Loss: 18380.39 | Abs. Loss: 2675572.29
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 118 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19223.820 | Loss: 19235.22 | Abs. Loss: 2694807.52
08/08/24 16:47:26 (0m 03s) | [1/8] Batch 119 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19027.879 | Loss: 19041.46 | Abs. Loss: 2713848.97
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 120 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19725.762 | Loss: 19736.64 | Abs. Loss: 2733585.61
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 121 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18497.322 | Loss: 18508.22 | Abs. Loss: 2752093.83
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 122 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18207.557 | Loss: 18221.04 | Abs. Loss: 2770314.88
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 123 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17839.473 | Loss: 17850.67 | Abs. Loss: 2788165.55
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 124 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18386.105 | Loss: 18398.98 | Abs. Loss: 2806564.53
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 125 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18349.709 | Loss: 18362.20 | Abs. Loss: 2824926.72
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 126 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19160.092 | Loss: 19171.93 | Abs. Loss: 2844098.65
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 127 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19113.516 | Loss: 19125.49 | Abs. Loss: 2863224.14
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 128 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18937.969 | Loss: 18949.84 | Abs. Loss: 2882173.98
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 129 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18688.254 | Loss: 18700.77 | Abs. Loss: 2900874.75
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 130 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18814.746 | Loss: 18828.42 | Abs. Loss: 2919703.17
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 131 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18588.207 | Loss: 18602.72 | Abs. Loss: 2938305.89
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 132 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 19439.543 | Loss: 19454.39 | Abs. Loss: 2957760.28
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 133 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18545.281 | Loss: 18560.71 | Abs. Loss: 2976320.99
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 134 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17302.932 | Loss: 17319.26 | Abs. Loss: 2993640.25
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 135 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 18183.922 | Loss: 18201.46 | Abs. Loss: 3011841.71
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 136 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17929.188 | Loss: 17948.36 | Abs. Loss: 3029790.07
08/08/24 16:47:27 (0m 03s) | [1/8] Batch 137 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 17903.797 | Loss: 17919.46 | Abs. Loss: 3047709.53
