09/26/24 19:38:36 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 19:38:36 Tensorboard writers created. Tensorboard logs will be saved to "Training Logs/09-26-24__19-38-36/tensorboard".
09/26/24 19:38:36 Starting Tensorboard thread...
09/26/24 19:38:40 Tensorboard is ready at http://localhost:6006/.
09/26/24 19:38:40 Continuing to training script...
09/26/24 19:38:43 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 19:38:43 Train Loader Image Data Size: (28, 28)
09/26/24 19:38:45 (0m 01s) | [1/10000] Batch 0 (1.166s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.197, Rec. Loss: 0.26181889 | Total Loss: 0.26181889
09/26/24 19:38:56 (0m 12s) | [1/10000] Batch 39 (0.039s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.053, Rec. Loss: 0.26170346 | Total Loss: 0.26170346
09/26/24 19:38:56 (0m 13s) | [1/10000] Batch 40 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.053, Rec. Loss: 0.26169592 | Total Loss: 0.26169592
09/26/24 19:38:57 (0m 13s) | [1/10000] Batch 41 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.065, Rec. Loss: 0.26161751 | Total Loss: 0.26161751
09/26/24 19:38:57 (0m 13s) | [1/10000] Batch 42 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.062, Rec. Loss: 0.26170883 | Total Loss: 0.26170883
09/26/24 19:38:57 (0m 14s) | [1/10000] Batch 43 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.043, Rec. Loss: 0.26175851 | Total Loss: 0.26175851
09/26/24 19:38:57 (0m 14s) | [1/10000] Batch 44 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.061, Rec. Loss: 0.26159698 | Total Loss: 0.26159698
09/26/24 19:38:58 (0m 14s) | [1/10000] Batch 45 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.042, Rec. Loss: 0.26182181 | Total Loss: 0.26182181
09/26/24 19:38:58 (0m 14s) | [1/10000] Batch 46 (0.057s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.050, Rec. Loss: 0.26172096 | Total Loss: 0.26172096
09/26/24 19:38:58 (0m 15s) | [1/10000] Batch 47 (0.008s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.051, Rec. Loss: 0.26166329 | Total Loss: 0.26166329
09/26/24 19:39:03 (0m 19s) | [1/10000] Batch 48 (0.058s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.042, Rec. Loss: 0.26180580 | Total Loss: 0.26180580
09/26/24 19:39:03 (0m 20s) | [1/10000] Batch 49 (0.039s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.050, Rec. Loss: 0.26165360 | Total Loss: 0.26165360
09/26/24 19:39:04 (0m 20s) | [1/10000] Batch 50 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.074, Rec. Loss: 0.26153734 | Total Loss: 0.26153734
09/26/24 19:39:04 (0m 20s) | [1/10000] Batch 51 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.065, Rec. Loss: 0.26161012 | Total Loss: 0.26161012
09/26/24 19:39:04 (0m 20s) | [1/10000] Batch 52 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.053, Rec. Loss: 0.26167282 | Total Loss: 0.26167282
09/26/24 19:39:04 (0m 21s) | [1/10000] Batch 53 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.065, Rec. Loss: 0.26156226 | Total Loss: 0.26156226
09/26/24 19:39:05 (0m 21s) | [1/10000] Batch 54 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.077, Rec. Loss: 0.26154712 | Total Loss: 0.26154712
09/26/24 19:39:05 (0m 22s) | [1/10000] Batch 55 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.044, Rec. Loss: 0.26168603 | Total Loss: 0.26168603
09/26/24 19:39:05 (0m 22s) | [1/10000] Batch 56 (0.032s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.056, Rec. Loss: 0.26171413 | Total Loss: 0.26171413
09/26/24 19:39:06 (0m 22s) | [1/10000] Batch 57 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.065, Rec. Loss: 0.26161891 | Total Loss: 0.26161891
09/26/24 19:39:06 (0m 22s) | [1/10000] Batch 58 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.058, Rec. Loss: 0.26169974 | Total Loss: 0.26169974
09/26/24 19:39:06 (0m 23s) | [1/10000] Batch 59 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.075, Rec. Loss: 0.26160851 | Total Loss: 0.26160851
09/26/24 19:39:06 (0m 23s) | [1/10000] Batch 60 (0.034s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.087, Rec. Loss: 0.26153246 | Total Loss: 0.26153246
09/26/24 19:39:07 (0m 23s) | [1/10000] Batch 61 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.078, Rec. Loss: 0.26155382 | Total Loss: 0.26155382
09/26/24 19:39:07 (0m 23s) | [1/10000] Batch 62 (0.069s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.093, Rec. Loss: 0.26150444 | Total Loss: 0.26150444
09/26/24 19:39:07 (0m 24s) | [1/10000] Batch 63 (0.027s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.083, Rec. Loss: 0.26161420 | Total Loss: 0.26161420
09/26/24 19:39:08 (0m 24s) | [1/10000] Batch 64 (0.009s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.100, Rec. Loss: 0.26149797 | Total Loss: 0.26149797
09/26/24 19:39:08 (0m 24s) | [1/10000] Batch 65 (0.010s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.073, Rec. Loss: 0.26160285 | Total Loss: 0.26160285
09/26/24 19:39:08 (0m 25s) | [1/10000] Batch 66 (0.009s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.106, Rec. Loss: 0.26149550 | Total Loss: 0.26149550
09/26/24 19:39:09 (0m 25s) | [1/10000] Batch 67 (0.009s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.075, Rec. Loss: 0.26163867 | Total Loss: 0.26163867
09/26/24 19:39:09 (0m 25s) | [1/10000] Batch 68 (0.009s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.089, Rec. Loss: 0.26163122 | Total Loss: 0.26163122
09/26/24 19:39:09 (0m 26s) | [1/10000] Batch 69 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.104, Rec. Loss: 0.26150212 | Total Loss: 0.26150212
09/26/24 19:39:10 (0m 26s) | [1/10000] Batch 70 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.095, Rec. Loss: 0.26157442 | Total Loss: 0.26157442
09/26/24 19:39:10 (0m 26s) | [1/10000] Batch 71 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.099, Rec. Loss: 0.26155916 | Total Loss: 0.26155916
09/26/24 19:39:10 (0m 26s) | [1/10000] Batch 72 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.123, Rec. Loss: 0.26150924 | Total Loss: 0.26150924
09/26/24 19:39:10 (0m 27s) | [1/10000] Batch 73 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.120, Rec. Loss: 0.26147392 | Total Loss: 0.26147392
09/26/24 19:39:11 (0m 27s) | [1/10000] Batch 74 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.116, Rec. Loss: 0.26156032 | Total Loss: 0.26156032
09/26/24 19:39:11 (0m 27s) | [1/10000] Batch 75 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.113, Rec. Loss: 0.26157898 | Total Loss: 0.26157898
09/26/24 19:39:11 (0m 27s) | [1/10000] Batch 76 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.134, Rec. Loss: 0.26149470 | Total Loss: 0.26149470
09/26/24 19:39:11 (0m 28s) | [1/10000] Batch 77 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.151, Rec. Loss: 0.26146275 | Total Loss: 0.26146275
09/26/24 19:39:12 (0m 28s) | [1/10000] Batch 78 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.174, Rec. Loss: 0.26132753 | Total Loss: 0.26132753
09/26/24 19:39:12 (0m 28s) | [1/10000] Batch 79 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.151, Rec. Loss: 0.26151395 | Total Loss: 0.26151395
09/26/24 19:39:12 (0m 28s) | [1/10000] Batch 80 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.138, Rec. Loss: 0.26153773 | Total Loss: 0.26153773
09/26/24 19:39:12 (0m 29s) | [1/10000] Batch 81 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.175, Rec. Loss: 0.26140633 | Total Loss: 0.26140633
09/26/24 19:39:13 (0m 29s) | [1/10000] Batch 82 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.164, Rec. Loss: 0.26144052 | Total Loss: 0.26144052
09/26/24 19:39:13 (0m 29s) | [1/10000] Batch 83 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.184, Rec. Loss: 0.26136553 | Total Loss: 0.26136553
09/26/24 19:39:13 (0m 29s) | [1/10000] Batch 84 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.182, Rec. Loss: 0.26134253 | Total Loss: 0.26134253
09/26/24 19:39:13 (0m 30s) | [1/10000] Batch 85 (0.020s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.174, Rec. Loss: 0.26144871 | Total Loss: 0.26144871
09/26/24 19:39:14 (0m 30s) | [1/10000] Batch 86 (0.020s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.163, Rec. Loss: 0.26150984 | Total Loss: 0.26150984
09/26/24 19:39:14 (0m 30s) | [1/10000] Batch 87 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.202, Rec. Loss: 0.26139873 | Total Loss: 0.26139873
09/26/24 19:39:14 (0m 31s) | [1/10000] Batch 88 (0.030s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.200, Rec. Loss: 0.26138464 | Total Loss: 0.26138464
09/26/24 19:39:14 (0m 31s) | [1/10000] Batch 89 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.217, Rec. Loss: 0.26134923 | Total Loss: 0.26134923
09/26/24 19:39:15 (0m 31s) | [1/10000] Batch 90 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.194, Rec. Loss: 0.26149860 | Total Loss: 0.26149860
09/26/24 19:39:15 (0m 31s) | [1/10000] Batch 91 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.233, Rec. Loss: 0.26132229 | Total Loss: 0.26132229
09/26/24 19:39:15 (0m 31s) | [1/10000] Batch 92 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.195, Rec. Loss: 0.26154429 | Total Loss: 0.26154429
09/26/24 19:39:15 (0m 32s) | [1/10000] Batch 93 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.226, Rec. Loss: 0.26141247 | Total Loss: 0.26141247
09/26/24 19:39:16 (0m 32s) | [1/10000] Batch 94 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.221, Rec. Loss: 0.26145253 | Total Loss: 0.26145253
09/26/24 19:39:16 (0m 32s) | [1/10000] Batch 95 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.249, Rec. Loss: 0.26137802 | Total Loss: 0.26137802
09/26/24 19:39:16 (0m 32s) | [1/10000] Batch 96 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.250, Rec. Loss: 0.26139218 | Total Loss: 0.26139218
09/26/24 19:39:16 (0m 33s) | [1/10000] Batch 97 (0.046s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.274, Rec. Loss: 0.26135075 | Total Loss: 0.26135075
09/26/24 19:39:17 (0m 33s) | [1/10000] Batch 98 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.308, Rec. Loss: 0.26119483 | Total Loss: 0.26119483
09/26/24 19:39:17 (0m 33s) | [1/10000] Batch 99 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.312, Rec. Loss: 0.26123703 | Total Loss: 0.26123703
09/26/24 19:39:17 (0m 33s) | [1/10000] Batch 100 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.288, Rec. Loss: 0.26131138 | Total Loss: 0.26131138
09/26/24 19:39:17 (0m 34s) | [1/10000] Batch 101 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.337, Rec. Loss: 0.26117241 | Total Loss: 0.26117241
09/26/24 19:39:17 (0m 34s) | [1/10000] Batch 102 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.294, Rec. Loss: 0.26134083 | Total Loss: 0.26134083
09/26/24 19:39:18 (0m 34s) | [1/10000] Batch 103 (0.019s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.321, Rec. Loss: 0.26126379 | Total Loss: 0.26126379
09/26/24 19:39:18 (0m 34s) | [1/10000] Batch 104 (0.018s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.319, Rec. Loss: 0.26133728 | Total Loss: 0.26133728
09/26/24 19:39:18 (0m 35s) | [1/10000] Batch 105 (0.122s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.302, Rec. Loss: 0.26141685 | Total Loss: 0.26141685
09/26/24 19:39:19 (0m 35s) | [1/10000] Batch 106 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.383, Rec. Loss: 0.26112834 | Total Loss: 0.26112834
09/26/24 19:39:19 (0m 35s) | [1/10000] Batch 107 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.351, Rec. Loss: 0.26131094 | Total Loss: 0.26131094
09/26/24 19:39:19 (0m 35s) | [1/10000] Batch 108 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.300, Rec. Loss: 0.26148623 | Total Loss: 0.26148623
09/26/24 19:39:19 (0m 36s) | [1/10000] Batch 109 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.364, Rec. Loss: 0.26131314 | Total Loss: 0.26131314
09/26/24 19:39:20 (0m 36s) | [1/10000] Batch 110 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.367, Rec. Loss: 0.26134989 | Total Loss: 0.26134989
09/26/24 19:39:20 (0m 36s) | [1/10000] Batch 111 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.420, Rec. Loss: 0.26115271 | Total Loss: 0.26115271
09/26/24 19:39:20 (0m 37s) | [1/10000] Batch 112 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.412, Rec. Loss: 0.26119760 | Total Loss: 0.26119760
09/26/24 19:39:20 (0m 37s) | [1/10000] Batch 113 (0.013s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.489, Rec. Loss: 0.26099434 | Total Loss: 0.26099434
09/26/24 19:39:21 (0m 37s) | [1/10000] Batch 114 (0.014s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.427, Rec. Loss: 0.26121947 | Total Loss: 0.26121947
09/26/24 19:39:21 (0m 37s) | [1/10000] Batch 115 (0.015s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.456, Rec. Loss: 0.26114920 | Total Loss: 0.26114920
09/26/24 19:39:21 (0m 38s) | [1/10000] Batch 116 (0.015s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.398, Rec. Loss: 0.26133868 | Total Loss: 0.26133868
09/26/24 19:39:21 (0m 38s) | [1/10000] Batch 117 (0.016s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.477, Rec. Loss: 0.26117381 | Total Loss: 0.26117381
09/26/24 19:39:22 (0m 38s) | [1/10000] Batch 118 (0.017s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.489, Rec. Loss: 0.26114437 | Total Loss: 0.26114437
09/26/24 19:39:22 (0m 38s) | [1/10000] Batch 119 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.467, Rec. Loss: 0.26122031 | Total Loss: 0.26122031
09/26/24 19:39:22 (0m 39s) | [1/10000] Batch 120 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.438, Rec. Loss: 0.26137322 | Total Loss: 0.26137322
09/26/24 19:39:23 (0m 39s) | [1/10000] Batch 121 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.520, Rec. Loss: 0.26113755 | Total Loss: 0.26113755
09/26/24 19:39:23 (0m 39s) | [1/10000] Batch 122 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.535, Rec. Loss: 0.26116112 | Total Loss: 0.26116112
09/26/24 19:39:23 (0m 39s) | [1/10000] Batch 123 (0.026s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.509, Rec. Loss: 0.26124683 | Total Loss: 0.26124683
09/26/24 19:39:23 (0m 40s) | [1/10000] Batch 124 (0.025s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.537, Rec. Loss: 0.26121482 | Total Loss: 0.26121482
09/26/24 19:39:24 (0m 40s) | [1/10000] Batch 125 (0.027s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.547, Rec. Loss: 0.26122394 | Total Loss: 0.26122394
09/26/24 19:39:24 (0m 40s) | [1/10000] Batch 126 (0.027s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.536, Rec. Loss: 0.26123199 | Total Loss: 0.26123199
09/26/24 19:39:24 (0m 41s) | [1/10000] Batch 127 (0.037s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.664, Rec. Loss: 0.26095375 | Total Loss: 0.26095375
09/26/24 19:39:25 (0m 41s) | [1/10000] Batch 128 (0.049s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.609, Rec. Loss: 0.26114810 | Total Loss: 0.26114810
09/26/24 19:39:25 (0m 41s) | [1/10000] Batch 129 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.635, Rec. Loss: 0.26109856 | Total Loss: 0.26109856
09/26/24 19:39:25 (0m 42s) | [1/10000] Batch 130 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.646, Rec. Loss: 0.26110590 | Total Loss: 0.26110590
09/26/24 19:39:25 (0m 42s) | [1/10000] Batch 131 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.622, Rec. Loss: 0.26119968 | Total Loss: 0.26119968
