09/26/24 15:14:08 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 15:14:08 Train Loader Image Data Size: (28, 28)
09/26/24 15:14:09 (0m 00s) | [1/10000] Batch 0 (0.692s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.145, Rec. Loss: 0.26449871 | Total Loss: 0.26449871
09/26/24 15:14:11 (0m 02s) | [1/10000] Batch 43 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.079, Rec. Loss: 0.26421639 | Total Loss: 0.26421639
09/26/24 15:14:11 (0m 02s) | [1/10000] Batch 44 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.100, Rec. Loss: 0.26412678 | Total Loss: 0.26412678
09/26/24 15:14:11 (0m 02s) | [1/10000] Batch 45 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.056, Rec. Loss: 0.26429924 | Total Loss: 0.26429924
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 46 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.089, Rec. Loss: 0.26419434 | Total Loss: 0.26419434
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 47 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.083, Rec. Loss: 0.26421705 | Total Loss: 0.26421705
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 48 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.123, Rec. Loss: 0.26405483 | Total Loss: 0.26405483
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 49 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.129, Rec. Loss: 0.26403576 | Total Loss: 0.26403576
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 50 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.126, Rec. Loss: 0.26406375 | Total Loss: 0.26406375
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 51 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.105, Rec. Loss: 0.26415259 | Total Loss: 0.26415259
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 52 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.102, Rec. Loss: 0.26413959 | Total Loss: 0.26413959
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 53 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.111, Rec. Loss: 0.26415068 | Total Loss: 0.26415068
09/26/24 15:14:11 (0m 03s) | [1/10000] Batch 54 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.123, Rec. Loss: 0.26405299 | Total Loss: 0.26405299
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 55 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.120, Rec. Loss: 0.26409167 | Total Loss: 0.26409167
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 56 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.140, Rec. Loss: 0.26402110 | Total Loss: 0.26402110
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 57 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.158, Rec. Loss: 0.26395747 | Total Loss: 0.26395747
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 58 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.119, Rec. Loss: 0.26409715 | Total Loss: 0.26409715
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 59 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.126, Rec. Loss: 0.26406172 | Total Loss: 0.26406172
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 60 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.116, Rec. Loss: 0.26409969 | Total Loss: 0.26409969
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 61 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.123, Rec. Loss: 0.26409766 | Total Loss: 0.26409766
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 62 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.132, Rec. Loss: 0.26408038 | Total Loss: 0.26408038
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 63 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.177, Rec. Loss: 0.26390940 | Total Loss: 0.26390940
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 64 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.180, Rec. Loss: 0.26394448 | Total Loss: 0.26394448
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 65 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.154, Rec. Loss: 0.26401120 | Total Loss: 0.26401120
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 66 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.130, Rec. Loss: 0.26407537 | Total Loss: 0.26407537
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 67 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.213, Rec. Loss: 0.26381817 | Total Loss: 0.26381817
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 68 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.163, Rec. Loss: 0.26400691 | Total Loss: 0.26400691
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 69 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.178, Rec. Loss: 0.26395816 | Total Loss: 0.26395816
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 70 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.173, Rec. Loss: 0.26398957 | Total Loss: 0.26398957
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 71 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.166, Rec. Loss: 0.26402822 | Total Loss: 0.26402822
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 72 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.182, Rec. Loss: 0.26397491 | Total Loss: 0.26397491
09/26/24 15:14:12 (0m 03s) | [1/10000] Batch 73 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.244, Rec. Loss: 0.26378110 | Total Loss: 0.26378110
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 74 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.166, Rec. Loss: 0.26405692 | Total Loss: 0.26405692
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 75 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.199, Rec. Loss: 0.26395836 | Total Loss: 0.26395836
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 76 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.225, Rec. Loss: 0.26388511 | Total Loss: 0.26388511
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 77 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.221, Rec. Loss: 0.26390570 | Total Loss: 0.26390570
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 78 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.259, Rec. Loss: 0.26378986 | Total Loss: 0.26378986
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 79 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.204, Rec. Loss: 0.26397061 | Total Loss: 0.26397061
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 80 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.198, Rec. Loss: 0.26397702 | Total Loss: 0.26397702
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 81 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.248, Rec. Loss: 0.26387858 | Total Loss: 0.26387858
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 82 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.258, Rec. Loss: 0.26383296 | Total Loss: 0.26383296
09/26/24 15:14:12 (0m 04s) | [1/10000] Batch 83 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.268, Rec. Loss: 0.26380759 | Total Loss: 0.26380759
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 84 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.303, Rec. Loss: 0.26371354 | Total Loss: 0.26371354
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 85 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.254, Rec. Loss: 0.26386648 | Total Loss: 0.26386648
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 86 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.272, Rec. Loss: 0.26383364 | Total Loss: 0.26383364
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 87 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.343, Rec. Loss: 0.26363522 | Total Loss: 0.26363522
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 88 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.301, Rec. Loss: 0.26376501 | Total Loss: 0.26376501
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 89 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.368, Rec. Loss: 0.26360753 | Total Loss: 0.26360753
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 90 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.347, Rec. Loss: 0.26366928 | Total Loss: 0.26366928
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 91 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.322, Rec. Loss: 0.26376143 | Total Loss: 0.26376143
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 92 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.353, Rec. Loss: 0.26367879 | Total Loss: 0.26367879
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 93 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.320, Rec. Loss: 0.26378980 | Total Loss: 0.26378980
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 94 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.323, Rec. Loss: 0.26377910 | Total Loss: 0.26377910
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 95 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.308, Rec. Loss: 0.26382181 | Total Loss: 0.26382181
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 96 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.295, Rec. Loss: 0.26388672 | Total Loss: 0.26388672
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 97 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.409, Rec. Loss: 0.26359573 | Total Loss: 0.26359573
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 98 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.411, Rec. Loss: 0.26360121 | Total Loss: 0.26360121
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 99 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.410, Rec. Loss: 0.26360989 | Total Loss: 0.26360989
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 100 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.379, Rec. Loss: 0.26370969 | Total Loss: 0.26370969
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 101 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.388, Rec. Loss: 0.26371020 | Total Loss: 0.26371020
09/26/24 15:14:13 (0m 04s) | [1/10000] Batch 102 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.450, Rec. Loss: 0.26357517 | Total Loss: 0.26357517
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 103 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.414, Rec. Loss: 0.26367068 | Total Loss: 0.26367068
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 104 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.413, Rec. Loss: 0.26367089 | Total Loss: 0.26367089
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 105 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.472, Rec. Loss: 0.26356122 | Total Loss: 0.26356122
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 106 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.505, Rec. Loss: 0.26351610 | Total Loss: 0.26351610
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 107 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.466, Rec. Loss: 0.26360741 | Total Loss: 0.26360741
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 108 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.498, Rec. Loss: 0.26353112 | Total Loss: 0.26353112
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 109 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.452, Rec. Loss: 0.26367551 | Total Loss: 0.26367551
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 110 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.439, Rec. Loss: 0.26369503 | Total Loss: 0.26369503
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 111 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.551, Rec. Loss: 0.26346591 | Total Loss: 0.26346591
09/26/24 15:14:13 (0m 05s) | [1/10000] Batch 112 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.552, Rec. Loss: 0.26348695 | Total Loss: 0.26348695
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 113 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.496, Rec. Loss: 0.26359740 | Total Loss: 0.26359740
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 114 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.562, Rec. Loss: 0.26349291 | Total Loss: 0.26349291
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 115 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.469, Rec. Loss: 0.26371518 | Total Loss: 0.26371518
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 116 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.543, Rec. Loss: 0.26355612 | Total Loss: 0.26355612
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 117 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.535, Rec. Loss: 0.26360536 | Total Loss: 0.26360536
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 118 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.633, Rec. Loss: 0.26339230 | Total Loss: 0.26339230
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 119 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.579, Rec. Loss: 0.26353082 | Total Loss: 0.26353082
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 120 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.576, Rec. Loss: 0.26355833 | Total Loss: 0.26355833
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 121 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.596, Rec. Loss: 0.26353058 | Total Loss: 0.26353058
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 122 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.659, Rec. Loss: 0.26340491 | Total Loss: 0.26340491
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 123 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.527, Rec. Loss: 0.26366922 | Total Loss: 0.26366922
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 124 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.624, Rec. Loss: 0.26350331 | Total Loss: 0.26350331
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 125 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.634, Rec. Loss: 0.26351407 | Total Loss: 0.26351407
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 126 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.698, Rec. Loss: 0.26338151 | Total Loss: 0.26338151
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 127 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.581, Rec. Loss: 0.26362351 | Total Loss: 0.26362351
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 128 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.700, Rec. Loss: 0.26341248 | Total Loss: 0.26341248
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 129 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.720, Rec. Loss: 0.26339033 | Total Loss: 0.26339033
09/26/24 15:14:14 (0m 05s) | [1/10000] Batch 130 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.757, Rec. Loss: 0.26333278 | Total Loss: 0.26333278
09/26/24 15:14:14 (0m 06s) | [1/10000] Batch 131 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.699, Rec. Loss: 0.26345819 | Total Loss: 0.26345819
09/26/24 15:14:14 (0m 06s) | [1/10000] Batch 132 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.734, Rec. Loss: 0.26340976 | Total Loss: 0.26340976
09/26/24 15:14:14 (0m 06s) | [1/10000] Batch 133 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.800, Rec. Loss: 0.26332328 | Total Loss: 0.26332328
09/26/24 15:14:14 (0m 06s) | [1/10000] Batch 134 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.753, Rec. Loss: 0.26340818 | Total Loss: 0.26340818
09/26/24 15:14:14 (0m 06s) | [1/10000] Batch 135 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.867, Rec. Loss: 0.26324025 | Total Loss: 0.26324025
