09/26/24 17:53:27 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 17:53:27 Tensorboard writer created. Tensorboard logs will be saved to "./Training Logs/09-26-24__17-53-27/tensorboard".
09/26/24 17:53:27 Starting Tensorboard thread...
09/26/24 17:53:30 Tensorboard is ready at http://localhost:6006/.
09/26/24 17:53:30 Continuing to training script...
09/26/24 17:53:33 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 17:53:33 Train Loader Image Data Size: (28, 28)
09/26/24 17:53:34 (0m 00s) | [1/10000] Batch 0 (0.948s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.276, Rec. Loss: 0.24177049 | Total Loss: 0.24177049
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 11 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.265, Rec. Loss: 0.24159488 | Total Loss: 0.24159488
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 12 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.229, Rec. Loss: 0.24172628 | Total Loss: 0.24172628
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 13 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.269, Rec. Loss: 0.24155687 | Total Loss: 0.24155687
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 14 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.204, Rec. Loss: 0.24177086 | Total Loss: 0.24177086
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 15 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.224, Rec. Loss: 0.24167207 | Total Loss: 0.24167207
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 16 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.169, Rec. Loss: 0.24186493 | Total Loss: 0.24186493
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 17 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.231, Rec. Loss: 0.24162109 | Total Loss: 0.24162109
09/26/24 17:53:35 (0m 02s) | [1/10000] Batch 18 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.182, Rec. Loss: 0.24181093 | Total Loss: 0.24181093
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 19 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.188, Rec. Loss: 0.24175353 | Total Loss: 0.24175353
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 20 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.239, Rec. Loss: 0.24158289 | Total Loss: 0.24158289
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 21 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.182, Rec. Loss: 0.24177371 | Total Loss: 0.24177371
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 22 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.197, Rec. Loss: 0.24169767 | Total Loss: 0.24169767
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 23 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.238, Rec. Loss: 0.24155353 | Total Loss: 0.24155353
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 24 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.227, Rec. Loss: 0.24158487 | Total Loss: 0.24158487
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 25 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.216, Rec. Loss: 0.24160938 | Total Loss: 0.24160938
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 26 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.216, Rec. Loss: 0.24159788 | Total Loss: 0.24159788
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 27 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.206, Rec. Loss: 0.24165256 | Total Loss: 0.24165256
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 28 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.162, Rec. Loss: 0.24176471 | Total Loss: 0.24176471
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 29 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.222, Rec. Loss: 0.24157682 | Total Loss: 0.24157682
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 30 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.223, Rec. Loss: 0.24155553 | Total Loss: 0.24155553
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 31 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.237, Rec. Loss: 0.24150884 | Total Loss: 0.24150884
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 32 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.236, Rec. Loss: 0.24151514 | Total Loss: 0.24151514
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 33 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.251, Rec. Loss: 0.24145301 | Total Loss: 0.24145301
09/26/24 17:53:36 (0m 02s) | [1/10000] Batch 34 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.228, Rec. Loss: 0.24153741 | Total Loss: 0.24153741
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 35 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.226, Rec. Loss: 0.24154894 | Total Loss: 0.24154894
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 36 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.219, Rec. Loss: 0.24155298 | Total Loss: 0.24155298
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 37 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.225, Rec. Loss: 0.24151675 | Total Loss: 0.24151675
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 38 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.258, Rec. Loss: 0.24141636 | Total Loss: 0.24141636
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 39 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.275, Rec. Loss: 0.24137028 | Total Loss: 0.24137028
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 40 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.312, Rec. Loss: 0.24123296 | Total Loss: 0.24123296
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 41 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.267, Rec. Loss: 0.24138592 | Total Loss: 0.24138592
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 42 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.246, Rec. Loss: 0.24144207 | Total Loss: 0.24144207
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 43 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.249, Rec. Loss: 0.24145111 | Total Loss: 0.24145111
09/26/24 17:53:36 (0m 03s) | [1/10000] Batch 44 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.245, Rec. Loss: 0.24144711 | Total Loss: 0.24144711
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 45 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.240, Rec. Loss: 0.24145600 | Total Loss: 0.24145600
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 46 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.244, Rec. Loss: 0.24146201 | Total Loss: 0.24146201
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 47 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.303, Rec. Loss: 0.24129470 | Total Loss: 0.24129470
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 48 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.267, Rec. Loss: 0.24140605 | Total Loss: 0.24140605
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 49 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.308, Rec. Loss: 0.24127322 | Total Loss: 0.24127322
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 50 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.283, Rec. Loss: 0.24135971 | Total Loss: 0.24135971
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 51 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.301, Rec. Loss: 0.24131681 | Total Loss: 0.24131681
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 52 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.263, Rec. Loss: 0.24140394 | Total Loss: 0.24140394
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 53 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.316, Rec. Loss: 0.24127372 | Total Loss: 0.24127372
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 54 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.302, Rec. Loss: 0.24132288 | Total Loss: 0.24132288
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 55 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.333, Rec. Loss: 0.24123047 | Total Loss: 0.24123047
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 56 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.355, Rec. Loss: 0.24117537 | Total Loss: 0.24117537
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 57 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.323, Rec. Loss: 0.24126007 | Total Loss: 0.24126007
09/26/24 17:53:37 (0m 03s) | [1/10000] Batch 58 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.347, Rec. Loss: 0.24119669 | Total Loss: 0.24119669
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 59 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.296, Rec. Loss: 0.24135511 | Total Loss: 0.24135511
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 60 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.382, Rec. Loss: 0.24112603 | Total Loss: 0.24112603
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 61 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.366, Rec. Loss: 0.24118438 | Total Loss: 0.24118438
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 62 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.368, Rec. Loss: 0.24117287 | Total Loss: 0.24117287
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 63 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.447, Rec. Loss: 0.24100342 | Total Loss: 0.24100342
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 64 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.353, Rec. Loss: 0.24121338 | Total Loss: 0.24121338
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 65 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.374, Rec. Loss: 0.24120575 | Total Loss: 0.24120575
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 66 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.404, Rec. Loss: 0.24112509 | Total Loss: 0.24112509
09/26/24 17:53:37 (0m 04s) | [1/10000] Batch 67 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.434, Rec. Loss: 0.24105056 | Total Loss: 0.24105056
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 68 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.440, Rec. Loss: 0.24105504 | Total Loss: 0.24105504
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 69 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.424, Rec. Loss: 0.24110073 | Total Loss: 0.24110073
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 70 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.425, Rec. Loss: 0.24108130 | Total Loss: 0.24108130
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 71 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.446, Rec. Loss: 0.24108368 | Total Loss: 0.24108368
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 72 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.426, Rec. Loss: 0.24111672 | Total Loss: 0.24111672
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 73 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.475, Rec. Loss: 0.24102083 | Total Loss: 0.24102083
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 74 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.448, Rec. Loss: 0.24108519 | Total Loss: 0.24108519
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 75 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.433, Rec. Loss: 0.24113740 | Total Loss: 0.24113740
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 76 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.475, Rec. Loss: 0.24104667 | Total Loss: 0.24104667
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 77 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.502, Rec. Loss: 0.24099226 | Total Loss: 0.24099226
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 78 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.519, Rec. Loss: 0.24096464 | Total Loss: 0.24096464
09/26/24 17:53:38 (0m 04s) | [1/10000] Batch 79 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.495, Rec. Loss: 0.24102275 | Total Loss: 0.24102275
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 80 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.512, Rec. Loss: 0.24098270 | Total Loss: 0.24098270
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 81 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.551, Rec. Loss: 0.24092181 | Total Loss: 0.24092181
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 82 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.449, Rec. Loss: 0.24114048 | Total Loss: 0.24114048
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 83 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.514, Rec. Loss: 0.24101400 | Total Loss: 0.24101400
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 84 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.547, Rec. Loss: 0.24095902 | Total Loss: 0.24095902
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 85 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.565, Rec. Loss: 0.24094054 | Total Loss: 0.24094054
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 86 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.630, Rec. Loss: 0.24081413 | Total Loss: 0.24081413
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 87 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.682, Rec. Loss: 0.24071009 | Total Loss: 0.24071009
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 88 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.616, Rec. Loss: 0.24086405 | Total Loss: 0.24086405
09/26/24 17:53:38 (0m 05s) | [1/10000] Batch 89 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.682, Rec. Loss: 0.24073252 | Total Loss: 0.24073252
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 90 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.623, Rec. Loss: 0.24086381 | Total Loss: 0.24086381
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 91 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.610, Rec. Loss: 0.24089831 | Total Loss: 0.24089831
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 92 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.628, Rec. Loss: 0.24088113 | Total Loss: 0.24088113
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 93 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.720, Rec. Loss: 0.24071713 | Total Loss: 0.24071713
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 94 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.641, Rec. Loss: 0.24087024 | Total Loss: 0.24087024
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 95 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.748, Rec. Loss: 0.24069948 | Total Loss: 0.24069948
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 96 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.734, Rec. Loss: 0.24073051 | Total Loss: 0.24073051
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 97 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.805, Rec. Loss: 0.24063571 | Total Loss: 0.24063571
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 98 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.655, Rec. Loss: 0.24090165 | Total Loss: 0.24090165
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 99 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.815, Rec. Loss: 0.24064472 | Total Loss: 0.24064472
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 100 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.911, Rec. Loss: 0.24049067 | Total Loss: 0.24049067
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 101 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.738, Rec. Loss: 0.24077979 | Total Loss: 0.24077979
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 102 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.786, Rec. Loss: 0.24071090 | Total Loss: 0.24071090
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 103 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.902, Rec. Loss: 0.24054044 | Total Loss: 0.24054044
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 104 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.816, Rec. Loss: 0.24070585 | Total Loss: 0.24070585
09/26/24 17:53:39 (0m 05s) | [1/10000] Batch 105 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.827, Rec. Loss: 0.24069552 | Total Loss: 0.24069552
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 106 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.862, Rec. Loss: 0.24064617 | Total Loss: 0.24064617
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 107 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.959, Rec. Loss: 0.24051544 | Total Loss: 0.24051544
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 108 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.889, Rec. Loss: 0.24062739 | Total Loss: 0.24062739
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 109 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.953, Rec. Loss: 0.24056192 | Total Loss: 0.24056192
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 110 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.960, Rec. Loss: 0.24056013 | Total Loss: 0.24056013
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 111 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.937, Rec. Loss: 0.24060707 | Total Loss: 0.24060707
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 112 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.985, Rec. Loss: 0.24054274 | Total Loss: 0.24054274
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 113 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.993, Rec. Loss: 0.24056061 | Total Loss: 0.24056061
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 114 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.076, Rec. Loss: 0.24045193 | Total Loss: 0.24045193
09/26/24 17:53:39 (0m 06s) | [1/10000] Batch 115 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.025, Rec. Loss: 0.24052256 | Total Loss: 0.24052256
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 116 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 9.905, Rec. Loss: 0.24069269 | Total Loss: 0.24069269
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 117 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.035, Rec. Loss: 0.24054672 | Total Loss: 0.24054672
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 118 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.148, Rec. Loss: 0.24040978 | Total Loss: 0.24040978
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 119 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.206, Rec. Loss: 0.24033827 | Total Loss: 0.24033827
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 120 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.208, Rec. Loss: 0.24035071 | Total Loss: 0.24035071
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 121 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.235, Rec. Loss: 0.24034922 | Total Loss: 0.24034922
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 122 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.294, Rec. Loss: 0.24027298 | Total Loss: 0.24027298
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 123 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.191, Rec. Loss: 0.24042059 | Total Loss: 0.24042059
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 124 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.263, Rec. Loss: 0.24034521 | Total Loss: 0.24034521
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 125 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.317, Rec. Loss: 0.24030851 | Total Loss: 0.24030851
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 126 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.258, Rec. Loss: 0.24036178 | Total Loss: 0.24036178
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 127 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.305, Rec. Loss: 0.24034439 | Total Loss: 0.24034439
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 128 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.382, Rec. Loss: 0.24026486 | Total Loss: 0.24026486
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 129 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.302, Rec. Loss: 0.24036635 | Total Loss: 0.24036635
09/26/24 17:53:40 (0m 06s) | [1/10000] Batch 130 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.331, Rec. Loss: 0.24032959 | Total Loss: 0.24032959
09/26/24 17:53:40 (0m 07s) | [1/10000] Batch 131 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 10.305, Rec. Loss: 0.24038029 | Total Loss: 0.24038029
