10/04/24 12:55:59 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 12:55:59 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__12-55-59/tensorboard".
10/04/24 12:55:59 Starting Tensorboard thread...
10/04/24 12:56:02 Tensorboard is ready at http://localhost:6006/.
10/04/24 12:56:02 Continuing to training script...
10/04/24 12:56:05 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 12:56:05 Train Loader Image Data Size: (28, 28)
10/04/24 12:56:06 (0:00:00.95) | [1/10000] Batch 0 (0.919s) | LR: 1e-08 | KLW: 0, KLD (loss): 2519.546, Rec. Loss: 14252.80957031 | Total Loss: 14252.80957031
10/04/24 12:56:09 (0:00:03.52) | [1/10000] Batch 39 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2269.309, Rec. Loss: 13176.37011719 | Total Loss: 13176.37011719
10/04/24 12:56:09 (0:00:03.56) | [1/10000] Batch 40 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2226.951, Rec. Loss: 12726.33496094 | Total Loss: 12726.33496094
10/04/24 12:56:09 (0:00:03.59) | [1/10000] Batch 41 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2237.120, Rec. Loss: 12940.69921875 | Total Loss: 12940.69921875
10/04/24 12:56:09 (0:00:03.63) | [1/10000] Batch 42 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2365.454, Rec. Loss: 13698.01757812 | Total Loss: 13698.01757812
10/04/24 12:56:09 (0:00:03.66) | [1/10000] Batch 43 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2452.197, Rec. Loss: 14129.51171875 | Total Loss: 14129.51171875
10/04/24 12:56:09 (0:00:03.70) | [1/10000] Batch 44 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2288.991, Rec. Loss: 13142.97265625 | Total Loss: 13142.97265625
10/04/24 12:56:09 (0:00:03.73) | [1/10000] Batch 45 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2454.310, Rec. Loss: 14163.83496094 | Total Loss: 14163.83496094
10/04/24 12:56:09 (0:00:03.77) | [1/10000] Batch 46 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2270.955, Rec. Loss: 13052.78222656 | Total Loss: 13052.78222656
10/04/24 12:56:09 (0:00:03.80) | [1/10000] Batch 47 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2394.275, Rec. Loss: 13760.18164062 | Total Loss: 13760.18164062
10/04/24 12:56:09 (0:00:03.84) | [1/10000] Batch 48 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2327.558, Rec. Loss: 13363.51464844 | Total Loss: 13363.51464844
10/04/24 12:56:09 (0:00:03.87) | [1/10000] Batch 49 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2485.765, Rec. Loss: 14316.73144531 | Total Loss: 14316.73144531
10/04/24 12:56:09 (0:00:03.91) | [1/10000] Batch 50 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2260.159, Rec. Loss: 13161.20996094 | Total Loss: 13161.20996094
10/04/24 12:56:09 (0:00:03.94) | [1/10000] Batch 51 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2362.500, Rec. Loss: 13603.78222656 | Total Loss: 13603.78222656
10/04/24 12:56:09 (0:00:03.98) | [1/10000] Batch 52 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2374.077, Rec. Loss: 13642.82128906 | Total Loss: 13642.82128906
10/04/24 12:56:09 (0:00:04.01) | [1/10000] Batch 53 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2390.917, Rec. Loss: 13735.66015625 | Total Loss: 13735.66015625
10/04/24 12:56:09 (0:00:04.05) | [1/10000] Batch 54 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2519.401, Rec. Loss: 14456.79003906 | Total Loss: 14456.79003906
10/04/24 12:56:09 (0:00:04.08) | [1/10000] Batch 55 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2211.170, Rec. Loss: 12779.90039062 | Total Loss: 12779.90039062
10/04/24 12:56:09 (0:00:04.12) | [1/10000] Batch 56 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2267.480, Rec. Loss: 13146.53027344 | Total Loss: 13146.53027344
10/04/24 12:56:09 (0:00:04.15) | [1/10000] Batch 57 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2294.295, Rec. Loss: 13302.70996094 | Total Loss: 13302.70996094
10/04/24 12:56:10 (0:00:04.19) | [1/10000] Batch 58 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2383.139, Rec. Loss: 13807.95800781 | Total Loss: 13807.95800781
10/04/24 12:56:10 (0:00:04.23) | [1/10000] Batch 59 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2254.534, Rec. Loss: 13029.51464844 | Total Loss: 13029.51464844
10/04/24 12:56:10 (0:00:04.26) | [1/10000] Batch 60 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2346.216, Rec. Loss: 13529.98144531 | Total Loss: 13529.98144531
10/04/24 12:56:10 (0:00:04.30) | [1/10000] Batch 61 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2138.728, Rec. Loss: 12297.94531250 | Total Loss: 12297.94531250
10/04/24 12:56:10 (0:00:04.33) | [1/10000] Batch 62 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2323.078, Rec. Loss: 13405.11718750 | Total Loss: 13405.11718750
10/04/24 12:56:10 (0:00:04.37) | [1/10000] Batch 63 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2195.432, Rec. Loss: 12712.96972656 | Total Loss: 12712.96972656
10/04/24 12:56:10 (0:00:04.40) | [1/10000] Batch 64 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2371.513, Rec. Loss: 13753.32226562 | Total Loss: 13753.32226562
10/04/24 12:56:10 (0:00:04.44) | [1/10000] Batch 65 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2188.801, Rec. Loss: 12753.68652344 | Total Loss: 12753.68652344
10/04/24 12:56:10 (0:00:04.47) | [1/10000] Batch 66 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 2245.339, Rec. Loss: 13025.09277344 | Total Loss: 13025.09277344
10/04/24 12:56:10 (0:00:04.51) | [1/10000] Batch 67 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2267.768, Rec. Loss: 13218.63867188 | Total Loss: 13218.63867188
10/04/24 12:56:10 (0:00:04.54) | [1/10000] Batch 68 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2339.574, Rec. Loss: 13532.33789062 | Total Loss: 13532.33789062
10/04/24 12:56:10 (0:00:04.58) | [1/10000] Batch 69 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2329.930, Rec. Loss: 13503.79882812 | Total Loss: 13503.79882812
10/04/24 12:56:10 (0:00:04.61) | [1/10000] Batch 70 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2434.309, Rec. Loss: 14035.82519531 | Total Loss: 14035.82519531
10/04/24 12:56:10 (0:00:04.65) | [1/10000] Batch 71 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2502.360, Rec. Loss: 14379.61425781 | Total Loss: 14379.61425781
10/04/24 12:56:10 (0:00:04.68) | [1/10000] Batch 72 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2197.495, Rec. Loss: 12817.69140625 | Total Loss: 12817.69140625
10/04/24 12:56:10 (0:00:04.72) | [1/10000] Batch 73 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2420.122, Rec. Loss: 13774.77539062 | Total Loss: 13774.77539062
10/04/24 12:56:10 (0:00:04.75) | [1/10000] Batch 74 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2352.714, Rec. Loss: 13595.08886719 | Total Loss: 13595.08886719
10/04/24 12:56:10 (0:00:04.79) | [1/10000] Batch 75 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2343.649, Rec. Loss: 13487.63183594 | Total Loss: 13487.63183594
10/04/24 12:56:10 (0:00:04.82) | [1/10000] Batch 76 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2388.290, Rec. Loss: 13774.96679688 | Total Loss: 13774.96679688
10/04/24 12:56:10 (0:00:04.86) | [1/10000] Batch 77 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2367.627, Rec. Loss: 13864.93359375 | Total Loss: 13864.93359375
10/04/24 12:56:10 (0:00:04.89) | [1/10000] Batch 78 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2177.127, Rec. Loss: 12512.32812500 | Total Loss: 12512.32812500
10/04/24 12:56:10 (0:00:04.93) | [1/10000] Batch 79 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2232.958, Rec. Loss: 13018.18164062 | Total Loss: 13018.18164062
10/04/24 12:56:10 (0:00:04.97) | [1/10000] Batch 80 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 2328.931, Rec. Loss: 13490.50488281 | Total Loss: 13490.50488281
10/04/24 12:56:10 (0:00:05.00) | [1/10000] Batch 81 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2354.022, Rec. Loss: 13773.43359375 | Total Loss: 13773.43359375
10/04/24 12:56:10 (0:00:05.04) | [1/10000] Batch 82 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2255.569, Rec. Loss: 13146.40625000 | Total Loss: 13146.40625000
10/04/24 12:56:10 (0:00:05.07) | [1/10000] Batch 83 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2393.000, Rec. Loss: 13787.75195312 | Total Loss: 13787.75195312
10/04/24 12:56:10 (0:00:05.11) | [1/10000] Batch 84 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2113.743, Rec. Loss: 12152.03222656 | Total Loss: 12152.03222656
10/04/24 12:56:10 (0:00:05.14) | [1/10000] Batch 85 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2290.045, Rec. Loss: 13278.63476562 | Total Loss: 13278.63476562
10/04/24 12:56:10 (0:00:05.18) | [1/10000] Batch 86 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2480.247, Rec. Loss: 14295.79101562 | Total Loss: 14295.79101562
10/04/24 12:56:11 (0:00:05.21) | [1/10000] Batch 87 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2250.089, Rec. Loss: 13055.18164062 | Total Loss: 13055.18164062
10/04/24 12:56:11 (0:00:05.25) | [1/10000] Batch 88 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2144.998, Rec. Loss: 12517.22167969 | Total Loss: 12517.22167969
10/04/24 12:56:11 (0:00:05.28) | [1/10000] Batch 89 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2458.201, Rec. Loss: 14170.39648438 | Total Loss: 14170.39648438
10/04/24 12:56:11 (0:00:05.32) | [1/10000] Batch 90 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2163.448, Rec. Loss: 12503.01855469 | Total Loss: 12503.01855469
10/04/24 12:56:11 (0:00:05.35) | [1/10000] Batch 91 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2387.685, Rec. Loss: 13714.37597656 | Total Loss: 13714.37597656
10/04/24 12:56:11 (0:00:05.39) | [1/10000] Batch 92 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2084.774, Rec. Loss: 12043.40527344 | Total Loss: 12043.40527344
10/04/24 12:56:11 (0:00:05.42) | [1/10000] Batch 93 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2378.427, Rec. Loss: 13764.26464844 | Total Loss: 13764.26464844
10/04/24 12:56:11 (0:00:05.46) | [1/10000] Batch 94 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2368.264, Rec. Loss: 13751.90722656 | Total Loss: 13751.90722656
10/04/24 12:56:11 (0:00:05.49) | [1/10000] Batch 95 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2406.156, Rec. Loss: 13881.12988281 | Total Loss: 13881.12988281
10/04/24 12:56:11 (0:00:05.53) | [1/10000] Batch 96 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2266.966, Rec. Loss: 13085.23730469 | Total Loss: 13085.23730469
10/04/24 12:56:11 (0:00:05.56) | [1/10000] Batch 97 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2211.085, Rec. Loss: 12832.69238281 | Total Loss: 12832.69238281
10/04/24 12:56:11 (0:00:05.60) | [1/10000] Batch 98 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2226.427, Rec. Loss: 12870.07128906 | Total Loss: 12870.07128906
10/04/24 12:56:11 (0:00:05.63) | [1/10000] Batch 99 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2179.984, Rec. Loss: 12756.51660156 | Total Loss: 12756.51660156
10/04/24 12:56:11 (0:00:05.67) | [1/10000] Batch 100 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2190.152, Rec. Loss: 12629.88085938 | Total Loss: 12629.88085938
10/04/24 12:56:11 (0:00:05.71) | [1/10000] Batch 101 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2271.850, Rec. Loss: 13207.33886719 | Total Loss: 13207.33886719
10/04/24 12:56:11 (0:00:05.74) | [1/10000] Batch 102 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2414.275, Rec. Loss: 13842.92285156 | Total Loss: 13842.92285156
10/04/24 12:56:11 (0:00:05.78) | [1/10000] Batch 103 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2153.166, Rec. Loss: 12455.63085938 | Total Loss: 12455.63085938
10/04/24 12:56:11 (0:00:05.81) | [1/10000] Batch 104 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2372.948, Rec. Loss: 13729.16894531 | Total Loss: 13729.16894531
10/04/24 12:56:11 (0:00:05.85) | [1/10000] Batch 105 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2526.700, Rec. Loss: 14482.20117188 | Total Loss: 14482.20117188
10/04/24 12:56:11 (0:00:05.88) | [1/10000] Batch 106 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2628.576, Rec. Loss: 15185.69824219 | Total Loss: 15185.69824219
10/04/24 12:56:11 (0:00:05.92) | [1/10000] Batch 107 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2235.227, Rec. Loss: 12995.16308594 | Total Loss: 12995.16308594
10/04/24 12:56:11 (0:00:05.95) | [1/10000] Batch 108 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2317.763, Rec. Loss: 13507.68652344 | Total Loss: 13507.68652344
10/04/24 12:56:11 (0:00:05.99) | [1/10000] Batch 109 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2347.865, Rec. Loss: 13516.52050781 | Total Loss: 13516.52050781
10/04/24 12:56:11 (0:00:06.02) | [1/10000] Batch 110 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2350.165, Rec. Loss: 13575.19531250 | Total Loss: 13575.19531250
10/04/24 12:56:11 (0:00:06.06) | [1/10000] Batch 111 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2210.930, Rec. Loss: 12807.39355469 | Total Loss: 12807.39355469
10/04/24 12:56:11 (0:00:06.09) | [1/10000] Batch 112 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2236.159, Rec. Loss: 12843.91113281 | Total Loss: 12843.91113281
10/04/24 12:56:11 (0:00:06.13) | [1/10000] Batch 113 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2256.166, Rec. Loss: 12935.33105469 | Total Loss: 12935.33105469
10/04/24 12:56:11 (0:00:06.16) | [1/10000] Batch 114 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2398.024, Rec. Loss: 13914.29199219 | Total Loss: 13914.29199219
10/04/24 12:56:12 (0:00:06.20) | [1/10000] Batch 115 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2518.195, Rec. Loss: 14621.92968750 | Total Loss: 14621.92968750
10/04/24 12:56:12 (0:00:06.23) | [1/10000] Batch 116 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2409.825, Rec. Loss: 13850.63476562 | Total Loss: 13850.63476562
10/04/24 12:56:12 (0:00:06.27) | [1/10000] Batch 117 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2481.822, Rec. Loss: 14324.65917969 | Total Loss: 14324.65917969
10/04/24 12:56:12 (0:00:06.30) | [1/10000] Batch 118 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2393.343, Rec. Loss: 13856.68945312 | Total Loss: 13856.68945312
10/04/24 12:56:12 (0:00:06.34) | [1/10000] Batch 119 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2399.736, Rec. Loss: 13839.84960938 | Total Loss: 13839.84960938
10/04/24 12:56:12 (0:00:06.37) | [1/10000] Batch 120 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2287.900, Rec. Loss: 13201.96289062 | Total Loss: 13201.96289062
10/04/24 12:56:12 (0:00:06.41) | [1/10000] Batch 121 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2232.202, Rec. Loss: 12901.84667969 | Total Loss: 12901.84667969
10/04/24 12:56:12 (0:00:06.44) | [1/10000] Batch 122 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2212.942, Rec. Loss: 12747.62304688 | Total Loss: 12747.62304688
10/04/24 12:56:12 (0:00:06.48) | [1/10000] Batch 123 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2142.397, Rec. Loss: 12286.33886719 | Total Loss: 12286.33886719
10/04/24 12:56:12 (0:00:06.51) | [1/10000] Batch 124 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 2311.146, Rec. Loss: 13355.60156250 | Total Loss: 13355.60156250
10/04/24 12:56:12 (0:00:06.55) | [1/10000] Batch 125 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2419.102, Rec. Loss: 13896.51953125 | Total Loss: 13896.51953125
