07/24/24 11:52:05 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/24/24 11:52:05 (0m 00s) | [1/10] Batch 0 (0.680s) | LR: 0.001 | KLD: 4.787, KLW: 0.1, Rec. Loss: 0.676 | Loss: 1.15 | Abs. Loss: 1.15
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 12 (0.005s) | LR: 0.001 | KLD: 0.092, KLW: 0.1, Rec. Loss: 0.356 | Loss: 0.37 | Abs. Loss: 7.11
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 13 (0.006s) | LR: 0.001 | KLD: 0.056, KLW: 0.1, Rec. Loss: 0.384 | Loss: 0.39 | Abs. Loss: 7.50
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 14 (0.004s) | LR: 0.001 | KLD: 0.086, KLW: 0.1, Rec. Loss: 0.386 | Loss: 0.39 | Abs. Loss: 7.90
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 15 (0.006s) | LR: 0.001 | KLD: 0.094, KLW: 0.1, Rec. Loss: 0.365 | Loss: 0.37 | Abs. Loss: 8.27
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 16 (0.006s) | LR: 0.001 | KLD: 0.145, KLW: 0.1, Rec. Loss: 0.341 | Loss: 0.36 | Abs. Loss: 8.63
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 17 (0.006s) | LR: 0.001 | KLD: 0.059, KLW: 0.1, Rec. Loss: 0.350 | Loss: 0.36 | Abs. Loss: 8.98
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 18 (0.004s) | LR: 0.001 | KLD: 0.065, KLW: 0.1, Rec. Loss: 0.351 | Loss: 0.36 | Abs. Loss: 9.34
07/24/24 11:52:06 (0m 01s) | [1/10] Batch 19 (0.006s) | LR: 0.001 | KLD: 0.061, KLW: 0.1, Rec. Loss: 0.332 | Loss: 0.34 | Abs. Loss: 9.68
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 20 (0.005s) | LR: 0.001 | KLD: 0.061, KLW: 0.1, Rec. Loss: 0.321 | Loss: 0.33 | Abs. Loss: 10.01
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 21 (0.004s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.306 | Loss: 0.31 | Abs. Loss: 10.31
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 22 (0.006s) | LR: 0.001 | KLD: 0.046, KLW: 0.1, Rec. Loss: 0.304 | Loss: 0.31 | Abs. Loss: 10.62
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 23 (0.006s) | LR: 0.001 | KLD: 0.045, KLW: 0.1, Rec. Loss: 0.314 | Loss: 0.32 | Abs. Loss: 10.94
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 24 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.295 | Loss: 0.30 | Abs. Loss: 11.24
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 25 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.296 | Loss: 0.30 | Abs. Loss: 11.54
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 26 (0.006s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.307 | Loss: 0.31 | Abs. Loss: 11.85
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 27 (0.005s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.290 | Loss: 0.29 | Abs. Loss: 12.14
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 28 (0.005s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.297 | Loss: 0.30 | Abs. Loss: 12.44
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 29 (0.004s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.276 | Loss: 0.28 | Abs. Loss: 12.72
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 30 (0.005s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.293 | Loss: 0.29 | Abs. Loss: 13.01
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 31 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 13.28
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 32 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.281 | Loss: 0.28 | Abs. Loss: 13.56
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 33 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 13.82
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 34 (0.006s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 14.09
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 35 (0.005s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.281 | Loss: 0.28 | Abs. Loss: 14.38
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 36 (0.004s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 14.65
07/24/24 11:52:07 (0m 01s) | [1/10] Batch 37 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 14.92
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 38 (0.005s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 15.19
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 39 (0.004s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.276 | Loss: 0.28 | Abs. Loss: 15.46
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 40 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.279 | Loss: 0.28 | Abs. Loss: 15.74
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 41 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 16.01
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 42 (0.004s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 16.28
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 43 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 16.55
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 44 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 16.81
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 45 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 17.08
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 46 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 17.35
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 47 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 17.60
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 48 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 17.87
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 49 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 0.1, Rec. Loss: 0.269 | Loss: 0.27 | Abs. Loss: 18.14
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 50 (0.006s) | LR: 0.001 | KLD: 0.006, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 18.40
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 51 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 18.68
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 52 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 18.93
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 53 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 0.1, Rec. Loss: 0.276 | Loss: 0.28 | Abs. Loss: 19.21
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 54 (0.005s) | LR: 0.001 | KLD: 0.006, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 19.47
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 55 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 19.74
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 56 (0.004s) | LR: 0.001 | KLD: 0.007, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 20.01
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 57 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 20.28
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 58 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.269 | Loss: 0.27 | Abs. Loss: 20.55
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 59 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 20.82
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 60 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 21.08
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 61 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 21.35
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 62 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 21.60
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 63 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 21.86
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 64 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 22.13
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 65 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 22.40
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 66 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 22.67
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 67 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 22.94
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 68 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 23.20
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 69 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 23.45
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 70 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 23.72
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 71 (0.005s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 23.98
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 72 (0.004s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 24.25
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 73 (0.006s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 24.51
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 74 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 24.77
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 75 (0.006s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 25.03
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 76 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 25.30
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 77 (0.004s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 25.55
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 78 (0.006s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 25.81
07/24/24 11:52:07 (0m 02s) | [1/10] Batch 79 (0.005s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 26.08
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 80 (0.004s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 26.34
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 81 (0.006s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 26.59
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 82 (0.006s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.26 | Abs. Loss: 26.84
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 83 (0.005s) | LR: 0.001 | KLD: 0.050, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 27.11
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 84 (0.006s) | LR: 0.001 | KLD: 0.041, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 27.38
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 85 (0.004s) | LR: 0.001 | KLD: 0.037, KLW: 0.1, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 27.63
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 86 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 27.89
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 87 (0.006s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 28.15
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 88 (0.006s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.27 | Abs. Loss: 28.42
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 89 (0.004s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 28.68
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 90 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 28.93
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 91 (0.006s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 29.20
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 92 (0.004s) | LR: 0.001 | KLD: 0.053, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 29.46
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 93 (0.006s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 29.73
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 94 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 30.00
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 95 (0.005s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 30.25
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 96 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 30.51
07/24/24 11:52:08 (0m 02s) | [1/10] Batch 97 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 30.76
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 98 (0.004s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 31.02
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 99 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 31.27
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 100 (0.004s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 31.53
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 101 (0.004s) | LR: 0.001 | KLD: 0.029, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 31.79
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 102 (0.005s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 32.05
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 103 (0.005s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 32.31
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 104 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 32.56
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 105 (0.004s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 32.83
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 106 (0.005s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 33.09
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 107 (0.004s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 33.34
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 108 (0.004s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 33.60
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 109 (0.004s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 33.85
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 110 (0.004s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 34.11
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 111 (0.004s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 34.35
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 112 (0.005s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 34.60
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 113 (0.006s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 34.86
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 114 (0.005s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.240 | Loss: 0.24 | Abs. Loss: 35.10
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 115 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 35.36
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 116 (0.006s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 35.61
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 117 (0.005s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 35.87
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 118 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 36.13
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 119 (0.005s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 36.38
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 120 (0.004s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 36.64
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 121 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 36.90
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 122 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 37.15
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 123 (0.004s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.247 | Loss: 0.25 | Abs. Loss: 37.40
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 124 (0.006s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 37.67
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 125 (0.006s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 37.93
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 126 (0.005s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 38.18
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 127 (0.006s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 38.43
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 128 (0.006s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 38.69
07/24/24 11:52:08 (0m 03s) | [1/10] Batch 129 (0.004s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 38.94
