07/24/24 12:01:36 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/24/24 12:01:37 (0m 00s) | [1/15] Batch 0 (0.686s) | LR: 0.001 | KLD: 3.086, KLW: 0, Rec. Loss: 0.701 | Loss: 0.70 | Abs. Loss: 0.70
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 16 (0.004s) | LR: 0.001 | KLD: 215.055, KLW: 0, Rec. Loss: 0.433 | Loss: 0.43 | Abs. Loss: 9.96
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 17 (0.006s) | LR: 0.001 | KLD: 64.348, KLW: 0, Rec. Loss: 0.381 | Loss: 0.38 | Abs. Loss: 10.34
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 18 (0.006s) | LR: 0.001 | KLD: 15.920, KLW: 0, Rec. Loss: 0.388 | Loss: 0.39 | Abs. Loss: 10.73
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 19 (0.005s) | LR: 0.001 | KLD: 22.813, KLW: 0, Rec. Loss: 0.417 | Loss: 0.42 | Abs. Loss: 11.15
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 20 (0.005s) | LR: 0.001 | KLD: 31.705, KLW: 0, Rec. Loss: 0.390 | Loss: 0.39 | Abs. Loss: 11.54
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 21 (0.006s) | LR: 0.001 | KLD: 40.874, KLW: 0, Rec. Loss: 0.364 | Loss: 0.36 | Abs. Loss: 11.90
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 22 (0.005s) | LR: 0.001 | KLD: 69.875, KLW: 0, Rec. Loss: 0.374 | Loss: 0.37 | Abs. Loss: 12.28
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 23 (0.005s) | LR: 0.001 | KLD: 92.212, KLW: 0, Rec. Loss: 0.385 | Loss: 0.39 | Abs. Loss: 12.66
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 24 (0.006s) | LR: 0.001 | KLD: 97.571, KLW: 0, Rec. Loss: 0.379 | Loss: 0.38 | Abs. Loss: 13.04
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 25 (0.005s) | LR: 0.001 | KLD: 112.839, KLW: 0, Rec. Loss: 0.381 | Loss: 0.38 | Abs. Loss: 13.42
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 26 (0.006s) | LR: 0.001 | KLD: 91.540, KLW: 0, Rec. Loss: 0.344 | Loss: 0.34 | Abs. Loss: 13.77
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 27 (0.005s) | LR: 0.001 | KLD: 114.205, KLW: 0, Rec. Loss: 0.349 | Loss: 0.35 | Abs. Loss: 14.11
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 28 (0.005s) | LR: 0.001 | KLD: 146.567, KLW: 0, Rec. Loss: 0.359 | Loss: 0.36 | Abs. Loss: 14.47
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 29 (0.006s) | LR: 0.001 | KLD: 148.072, KLW: 0, Rec. Loss: 0.348 | Loss: 0.35 | Abs. Loss: 14.82
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 30 (0.005s) | LR: 0.001 | KLD: 135.234, KLW: 0, Rec. Loss: 0.328 | Loss: 0.33 | Abs. Loss: 15.15
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 31 (0.005s) | LR: 0.001 | KLD: 146.593, KLW: 0, Rec. Loss: 0.318 | Loss: 0.32 | Abs. Loss: 15.47
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 32 (0.006s) | LR: 0.001 | KLD: 171.575, KLW: 0, Rec. Loss: 0.312 | Loss: 0.31 | Abs. Loss: 15.78
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 33 (0.006s) | LR: 0.001 | KLD: 272.296, KLW: 0, Rec. Loss: 0.304 | Loss: 0.30 | Abs. Loss: 16.08
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 34 (0.004s) | LR: 0.001 | KLD: 352.868, KLW: 0, Rec. Loss: 0.276 | Loss: 0.28 | Abs. Loss: 16.36
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 35 (0.005s) | LR: 0.001 | KLD: 608.661, KLW: 0, Rec. Loss: 0.297 | Loss: 0.30 | Abs. Loss: 16.66
07/24/24 12:01:38 (0m 01s) | [1/15] Batch 36 (0.006s) | LR: 0.001 | KLD: 505.347, KLW: 0, Rec. Loss: 0.280 | Loss: 0.28 | Abs. Loss: 16.94
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 37 (0.004s) | LR: 0.001 | KLD: 399.073, KLW: 0, Rec. Loss: 0.296 | Loss: 0.30 | Abs. Loss: 17.23
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 38 (0.006s) | LR: 0.001 | KLD: 432.086, KLW: 0, Rec. Loss: 0.298 | Loss: 0.30 | Abs. Loss: 17.53
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 39 (0.006s) | LR: 0.001 | KLD: 481.692, KLW: 0, Rec. Loss: 0.281 | Loss: 0.28 | Abs. Loss: 17.81
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 40 (0.004s) | LR: 0.001 | KLD: 402.637, KLW: 0, Rec. Loss: 0.288 | Loss: 0.29 | Abs. Loss: 18.10
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 41 (0.006s) | LR: 0.001 | KLD: 205.503, KLW: 0, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 18.37
07/24/24 12:01:38 (0m 02s) | [1/15] Batch 42 (0.006s) | LR: 0.001 | KLD: 202.100, KLW: 0, Rec. Loss: 0.281 | Loss: 0.28 | Abs. Loss: 18.65
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 43 (0.005s) | LR: 0.001 | KLD: 191.911, KLW: 0, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 18.92
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 44 (0.006s) | LR: 0.001 | KLD: 183.920, KLW: 0, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 19.19
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 45 (0.006s) | LR: 0.001 | KLD: 194.169, KLW: 0, Rec. Loss: 0.274 | Loss: 0.27 | Abs. Loss: 19.46
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 46 (0.004s) | LR: 0.001 | KLD: 143.610, KLW: 0, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 19.73
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 47 (0.006s) | LR: 0.001 | KLD: 134.737, KLW: 0, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 20.00
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 48 (0.006s) | LR: 0.001 | KLD: 165.506, KLW: 0, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 20.26
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 49 (0.004s) | LR: 0.001 | KLD: 208.002, KLW: 0, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 20.53
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 50 (0.006s) | LR: 0.001 | KLD: 231.978, KLW: 0, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 20.79
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 51 (0.006s) | LR: 0.001 | KLD: 181.602, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 21.05
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 52 (0.005s) | LR: 0.001 | KLD: 200.384, KLW: 0, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 21.32
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 53 (0.006s) | LR: 0.001 | KLD: 239.543, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 21.57
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 54 (0.006s) | LR: 0.001 | KLD: 248.919, KLW: 0, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 21.83
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 55 (0.004s) | LR: 0.001 | KLD: 219.961, KLW: 0, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 22.10
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 56 (0.005s) | LR: 0.001 | KLD: 196.745, KLW: 0, Rec. Loss: 0.265 | Loss: 0.26 | Abs. Loss: 22.37
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 57 (0.005s) | LR: 0.001 | KLD: 214.416, KLW: 0, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 22.63
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 58 (0.004s) | LR: 0.001 | KLD: 203.622, KLW: 0, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 22.89
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 59 (0.006s) | LR: 0.001 | KLD: 186.339, KLW: 0, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 23.16
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 60 (0.005s) | LR: 0.001 | KLD: 153.432, KLW: 0, Rec. Loss: 0.254 | Loss: 0.25 | Abs. Loss: 23.41
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 61 (0.004s) | LR: 0.001 | KLD: 140.851, KLW: 0, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 23.67
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 62 (0.005s) | LR: 0.001 | KLD: 153.666, KLW: 0, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 23.93
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 63 (0.005s) | LR: 0.001 | KLD: 154.295, KLW: 0, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 24.19
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 64 (0.005s) | LR: 0.001 | KLD: 144.807, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 24.45
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 65 (0.006s) | LR: 0.001 | KLD: 130.637, KLW: 0, Rec. Loss: 0.255 | Loss: 0.25 | Abs. Loss: 24.71
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 66 (0.005s) | LR: 0.001 | KLD: 131.325, KLW: 0, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 24.97
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 67 (0.005s) | LR: 0.001 | KLD: 153.692, KLW: 0, Rec. Loss: 0.255 | Loss: 0.25 | Abs. Loss: 25.23
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 68 (0.005s) | LR: 0.001 | KLD: 167.980, KLW: 0, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 25.49
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 69 (0.004s) | LR: 0.001 | KLD: 164.343, KLW: 0, Rec. Loss: 0.264 | Loss: 0.26 | Abs. Loss: 25.75
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 70 (0.005s) | LR: 0.001 | KLD: 151.654, KLW: 0, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 26.01
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 71 (0.006s) | LR: 0.001 | KLD: 171.888, KLW: 0, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 26.27
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 72 (0.004s) | LR: 0.001 | KLD: 169.232, KLW: 0, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 26.53
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 73 (0.006s) | LR: 0.001 | KLD: 167.294, KLW: 0, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 26.79
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 74 (0.005s) | LR: 0.001 | KLD: 177.072, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 27.05
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 75 (0.005s) | LR: 0.001 | KLD: 169.985, KLW: 0, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 27.31
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 76 (0.006s) | LR: 0.001 | KLD: 168.678, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 27.56
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 77 (0.006s) | LR: 0.001 | KLD: 160.804, KLW: 0, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 27.81
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 78 (0.005s) | LR: 0.001 | KLD: 181.530, KLW: 0, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 28.08
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 79 (0.005s) | LR: 0.001 | KLD: 171.726, KLW: 0, Rec. Loss: 0.260 | Loss: 0.26 | Abs. Loss: 28.34
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 80 (0.005s) | LR: 0.001 | KLD: 147.133, KLW: 0, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 28.58
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 81 (0.005s) | LR: 0.001 | KLD: 174.242, KLW: 0, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 28.84
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 82 (0.006s) | LR: 0.001 | KLD: 162.827, KLW: 0, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 29.09
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 83 (0.006s) | LR: 0.001 | KLD: 186.093, KLW: 0, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 29.35
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 84 (0.004s) | LR: 0.001 | KLD: 165.720, KLW: 0, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 29.60
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 85 (0.005s) | LR: 0.001 | KLD: 176.882, KLW: 0, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 29.86
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 86 (0.006s) | LR: 0.001 | KLD: 191.473, KLW: 0, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 30.13
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 87 (0.005s) | LR: 0.001 | KLD: 198.720, KLW: 0, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 30.38
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 88 (0.006s) | LR: 0.001 | KLD: 190.774, KLW: 0, Rec. Loss: 0.247 | Loss: 0.25 | Abs. Loss: 30.62
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 89 (0.006s) | LR: 0.001 | KLD: 198.770, KLW: 0, Rec. Loss: 0.243 | Loss: 0.24 | Abs. Loss: 30.87
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 90 (0.004s) | LR: 0.001 | KLD: 187.907, KLW: 0, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 31.11
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 91 (0.006s) | LR: 0.001 | KLD: 222.777, KLW: 0, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 31.37
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 92 (0.006s) | LR: 0.001 | KLD: 192.799, KLW: 0, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 31.62
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 93 (0.005s) | LR: 0.001 | KLD: 195.942, KLW: 0, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 31.87
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 94 (0.006s) | LR: 0.001 | KLD: 196.529, KLW: 0, Rec. Loss: 0.242 | Loss: 0.24 | Abs. Loss: 32.11
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 95 (0.006s) | LR: 0.001 | KLD: 207.032, KLW: 0, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 32.36
07/24/24 12:01:39 (0m 02s) | [1/15] Batch 96 (0.005s) | LR: 0.001 | KLD: 218.174, KLW: 0, Rec. Loss: 0.254 | Loss: 0.25 | Abs. Loss: 32.62
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 97 (0.006s) | LR: 0.001 | KLD: 211.708, KLW: 0, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 32.86
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 98 (0.006s) | LR: 0.001 | KLD: 257.280, KLW: 0, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 33.12
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 99 (0.005s) | LR: 0.001 | KLD: 227.001, KLW: 0, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 33.37
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 100 (0.004s) | LR: 0.001 | KLD: 204.819, KLW: 0, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 33.62
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 101 (0.004s) | LR: 0.001 | KLD: 190.697, KLW: 0, Rec. Loss: 0.244 | Loss: 0.24 | Abs. Loss: 33.87
07/24/24 12:01:39 (0m 03s) | [1/15] Batch 102 (0.004s) | LR: 0.001 | KLD: 215.960, KLW: 0, Rec. Loss: 0.236 | Loss: 0.24 | Abs. Loss: 34.10
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 103 (0.004s) | LR: 0.001 | KLD: 231.913, KLW: 0, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 34.36
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 104 (0.005s) | LR: 0.001 | KLD: 198.501, KLW: 0, Rec. Loss: 0.244 | Loss: 0.24 | Abs. Loss: 34.60
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 105 (0.004s) | LR: 0.001 | KLD: 197.391, KLW: 0, Rec. Loss: 0.245 | Loss: 0.24 | Abs. Loss: 34.84
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 106 (0.005s) | LR: 0.001 | KLD: 221.079, KLW: 0, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 35.09
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 107 (0.004s) | LR: 0.001 | KLD: 232.128, KLW: 0, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 35.33
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 108 (0.004s) | LR: 0.001 | KLD: 209.781, KLW: 0, Rec. Loss: 0.252 | Loss: 0.25 | Abs. Loss: 35.59
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 109 (0.004s) | LR: 0.001 | KLD: 216.234, KLW: 0, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 35.83
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 110 (0.004s) | LR: 0.001 | KLD: 245.853, KLW: 0, Rec. Loss: 0.245 | Loss: 0.25 | Abs. Loss: 36.07
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 111 (0.004s) | LR: 0.001 | KLD: 217.884, KLW: 0, Rec. Loss: 0.253 | Loss: 0.25 | Abs. Loss: 36.33
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 112 (0.004s) | LR: 0.001 | KLD: 222.161, KLW: 0, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 36.57
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 113 (0.005s) | LR: 0.001 | KLD: 242.485, KLW: 0, Rec. Loss: 0.238 | Loss: 0.24 | Abs. Loss: 36.81
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 114 (0.006s) | LR: 0.001 | KLD: 225.229, KLW: 0, Rec. Loss: 0.244 | Loss: 0.24 | Abs. Loss: 37.05
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 115 (0.004s) | LR: 0.001 | KLD: 234.621, KLW: 0, Rec. Loss: 0.238 | Loss: 0.24 | Abs. Loss: 37.29
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 116 (0.006s) | LR: 0.001 | KLD: 247.313, KLW: 0, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 37.54
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 117 (0.005s) | LR: 0.001 | KLD: 271.959, KLW: 0, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 37.78
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 118 (0.004s) | LR: 0.001 | KLD: 247.503, KLW: 0, Rec. Loss: 0.239 | Loss: 0.24 | Abs. Loss: 38.02
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 119 (0.006s) | LR: 0.001 | KLD: 225.440, KLW: 0, Rec. Loss: 0.239 | Loss: 0.24 | Abs. Loss: 38.26
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 120 (0.006s) | LR: 0.001 | KLD: 262.740, KLW: 0, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 38.51
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 121 (0.005s) | LR: 0.001 | KLD: 296.157, KLW: 0, Rec. Loss: 0.246 | Loss: 0.25 | Abs. Loss: 38.76
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 122 (0.006s) | LR: 0.001 | KLD: 224.334, KLW: 0, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 39.00
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 123 (0.006s) | LR: 0.001 | KLD: 225.329, KLW: 0, Rec. Loss: 0.235 | Loss: 0.24 | Abs. Loss: 39.23
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 124 (0.005s) | LR: 0.001 | KLD: 267.128, KLW: 0, Rec. Loss: 0.237 | Loss: 0.24 | Abs. Loss: 39.47
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 125 (0.005s) | LR: 0.001 | KLD: 284.094, KLW: 0, Rec. Loss: 0.242 | Loss: 0.24 | Abs. Loss: 39.71
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 126 (0.005s) | LR: 0.001 | KLD: 259.981, KLW: 0, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 39.96
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 127 (0.005s) | LR: 0.001 | KLD: 259.251, KLW: 0, Rec. Loss: 0.235 | Loss: 0.23 | Abs. Loss: 40.19
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 128 (0.006s) | LR: 0.001 | KLD: 287.853, KLW: 0, Rec. Loss: 0.244 | Loss: 0.24 | Abs. Loss: 40.44
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 129 (0.006s) | LR: 0.001 | KLD: 290.104, KLW: 0, Rec. Loss: 0.241 | Loss: 0.24 | Abs. Loss: 40.68
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 130 (0.005s) | LR: 0.001 | KLD: 282.747, KLW: 0, Rec. Loss: 0.245 | Loss: 0.24 | Abs. Loss: 40.92
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 131 (0.006s) | LR: 0.001 | KLD: 291.627, KLW: 0, Rec. Loss: 0.247 | Loss: 0.25 | Abs. Loss: 41.17
07/24/24 12:01:40 (0m 03s) | [1/15] Batch 132 (0.005s) | LR: 0.001 | KLD: 297.647, KLW: 0, Rec. Loss: 0.237 | Loss: 0.24 | Abs. Loss: 41.41
