07/24/24 11:57:49 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/24/24 11:57:50 (0m 00s) | [1/5] Batch 0 (0.679s) | LR: 0.001 | KLD: 7.563, KLW: 0.1, Rec. Loss: 0.697 | Loss: 1.45 | Abs. Loss: 1.45
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 16 (0.005s) | LR: 0.001 | KLD: 0.096, KLW: 0.1, Rec. Loss: 0.312 | Loss: 0.32 | Abs. Loss: 9.08
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 17 (0.005s) | LR: 0.001 | KLD: 0.094, KLW: 0.1, Rec. Loss: 0.324 | Loss: 0.33 | Abs. Loss: 9.41
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 18 (0.005s) | LR: 0.001 | KLD: 0.057, KLW: 0.1, Rec. Loss: 0.320 | Loss: 0.33 | Abs. Loss: 9.74
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 19 (0.004s) | LR: 0.001 | KLD: 0.096, KLW: 0.1, Rec. Loss: 0.320 | Loss: 0.33 | Abs. Loss: 10.07
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 20 (0.006s) | LR: 0.001 | KLD: 0.061, KLW: 0.1, Rec. Loss: 0.291 | Loss: 0.30 | Abs. Loss: 10.37
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 21 (0.006s) | LR: 0.001 | KLD: 0.074, KLW: 0.1, Rec. Loss: 0.311 | Loss: 0.32 | Abs. Loss: 10.69
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 22 (0.006s) | LR: 0.001 | KLD: 0.059, KLW: 0.1, Rec. Loss: 0.296 | Loss: 0.30 | Abs. Loss: 10.99
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 23 (0.004s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 11.27
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 24 (0.006s) | LR: 0.001 | KLD: 0.059, KLW: 0.1, Rec. Loss: 0.278 | Loss: 0.28 | Abs. Loss: 11.55
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 25 (0.005s) | LR: 0.001 | KLD: 0.050, KLW: 0.1, Rec. Loss: 0.296 | Loss: 0.30 | Abs. Loss: 11.85
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 26 (0.004s) | LR: 0.001 | KLD: 0.033, KLW: 0.1, Rec. Loss: 0.276 | Loss: 0.28 | Abs. Loss: 12.13
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 27 (0.005s) | LR: 0.001 | KLD: 0.040, KLW: 0.1, Rec. Loss: 0.286 | Loss: 0.29 | Abs. Loss: 12.42
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 28 (0.006s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.296 | Loss: 0.30 | Abs. Loss: 12.72
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 29 (0.004s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 12.99
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 30 (0.004s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.273 | Loss: 0.28 | Abs. Loss: 13.27
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 31 (0.005s) | LR: 0.001 | KLD: 0.027, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 13.54
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 32 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 13.81
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 33 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 14.08
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 34 (0.007s) | LR: 0.001 | KLD: 0.023, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 14.36
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 35 (0.005s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 14.64
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 36 (0.006s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 14.91
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 37 (0.005s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.278 | Loss: 0.28 | Abs. Loss: 15.19
07/24/24 11:57:51 (0m 01s) | [1/5] Batch 38 (0.004s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 15.45
07/24/24 11:57:51 (0m 02s) | [1/5] Batch 39 (0.006s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 15.73
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 40 (0.006s) | LR: 0.001 | KLD: 0.018, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 16.00
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 41 (0.005s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 16.28
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 42 (0.004s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 16.55
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 43 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 16.81
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 44 (0.006s) | LR: 0.001 | KLD: 0.016, KLW: 0.1, Rec. Loss: 0.271 | Loss: 0.27 | Abs. Loss: 17.08
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 45 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.27 | Abs. Loss: 17.36
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 46 (0.005s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 17.63
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 47 (0.004s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.274 | Loss: 0.28 | Abs. Loss: 17.91
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 48 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 18.18
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 49 (0.005s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.278 | Loss: 0.28 | Abs. Loss: 18.46
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 50 (0.004s) | LR: 0.001 | KLD: 0.012, KLW: 0.1, Rec. Loss: 0.268 | Loss: 0.27 | Abs. Loss: 18.73
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 51 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 19.00
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 52 (0.006s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.270 | Loss: 0.27 | Abs. Loss: 19.27
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 53 (0.004s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 19.54
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 54 (0.004s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 19.80
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 55 (0.005s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 20.07
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 56 (0.006s) | LR: 0.001 | KLD: 0.015, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 20.35
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 57 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.263 | Loss: 0.26 | Abs. Loss: 20.61
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 58 (0.006s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.26 | Abs. Loss: 20.87
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 59 (0.004s) | LR: 0.001 | KLD: 0.014, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 21.13
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 60 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 21.39
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 61 (0.004s) | LR: 0.001 | KLD: 0.013, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 21.64
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 62 (0.005s) | LR: 0.001 | KLD: 0.017, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 21.90
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 63 (0.005s) | LR: 0.001 | KLD: 0.019, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 22.17
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 64 (0.004s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 22.43
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 65 (0.006s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 22.70
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 66 (0.006s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 22.97
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 67 (0.005s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 23.23
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 68 (0.004s) | LR: 0.001 | KLD: 0.029, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 23.49
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 69 (0.006s) | LR: 0.001 | KLD: 0.033, KLW: 0.1, Rec. Loss: 0.265 | Loss: 0.27 | Abs. Loss: 23.76
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 70 (0.006s) | LR: 0.001 | KLD: 0.041, KLW: 0.1, Rec. Loss: 0.272 | Loss: 0.28 | Abs. Loss: 24.04
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 71 (0.006s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 24.30
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 72 (0.005s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 24.56
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 73 (0.004s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 24.81
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 74 (0.006s) | LR: 0.001 | KLD: 0.039, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 25.07
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 75 (0.006s) | LR: 0.001 | KLD: 0.042, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.27 | Abs. Loss: 25.34
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 76 (0.005s) | LR: 0.001 | KLD: 0.034, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 25.60
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 77 (0.005s) | LR: 0.001 | KLD: 0.033, KLW: 0.1, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 25.85
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 78 (0.005s) | LR: 0.001 | KLD: 0.036, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 26.11
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 79 (0.004s) | LR: 0.001 | KLD: 0.025, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 26.36
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 80 (0.006s) | LR: 0.001 | KLD: 0.028, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 26.62
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 81 (0.006s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 26.87
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 82 (0.005s) | LR: 0.001 | KLD: 0.046, KLW: 0.1, Rec. Loss: 0.278 | Loss: 0.28 | Abs. Loss: 27.16
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 83 (0.005s) | LR: 0.001 | KLD: 0.055, KLW: 0.1, Rec. Loss: 0.288 | Loss: 0.29 | Abs. Loss: 27.45
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 84 (0.006s) | LR: 0.001 | KLD: 0.048, KLW: 0.1, Rec. Loss: 0.275 | Loss: 0.28 | Abs. Loss: 27.73
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 85 (0.004s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 28.00
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 86 (0.005s) | LR: 0.001 | KLD: 0.061, KLW: 0.1, Rec. Loss: 0.267 | Loss: 0.27 | Abs. Loss: 28.27
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 87 (0.005s) | LR: 0.001 | KLD: 0.020, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 28.54
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 88 (0.004s) | LR: 0.001 | KLD: 0.059, KLW: 0.1, Rec. Loss: 0.264 | Loss: 0.27 | Abs. Loss: 28.81
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 89 (0.005s) | LR: 0.001 | KLD: 0.047, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 29.08
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 90 (0.005s) | LR: 0.001 | KLD: 0.051, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.27 | Abs. Loss: 29.35
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 91 (0.004s) | LR: 0.001 | KLD: 0.079, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 29.62
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 92 (0.006s) | LR: 0.001 | KLD: 0.055, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 29.88
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 93 (0.006s) | LR: 0.001 | KLD: 0.056, KLW: 0.1, Rec. Loss: 0.266 | Loss: 0.27 | Abs. Loss: 30.15
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 94 (0.004s) | LR: 0.001 | KLD: 0.082, KLW: 0.1, Rec. Loss: 0.242 | Loss: 0.25 | Abs. Loss: 30.40
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 95 (0.005s) | LR: 0.001 | KLD: 0.099, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 30.66
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 96 (0.004s) | LR: 0.001 | KLD: 0.050, KLW: 0.1, Rec. Loss: 0.253 | Loss: 0.26 | Abs. Loss: 30.92
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 97 (0.006s) | LR: 0.001 | KLD: 0.090, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.26 | Abs. Loss: 31.18
07/24/24 11:57:52 (0m 02s) | [1/5] Batch 98 (0.006s) | LR: 0.001 | KLD: 0.062, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 31.44
07/24/24 11:57:52 (0m 03s) | [1/5] Batch 99 (0.006s) | LR: 0.001 | KLD: 0.040, KLW: 0.1, Rec. Loss: 0.258 | Loss: 0.26 | Abs. Loss: 31.70
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 100 (0.004s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 31.97
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 101 (0.004s) | LR: 0.001 | KLD: 0.058, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.27 | Abs. Loss: 32.23
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 102 (0.004s) | LR: 0.001 | KLD: 0.048, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 32.49
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 103 (0.004s) | LR: 0.001 | KLD: 0.031, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 32.75
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 104 (0.005s) | LR: 0.001 | KLD: 0.045, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.26 | Abs. Loss: 33.00
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 105 (0.005s) | LR: 0.001 | KLD: 0.050, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.26 | Abs. Loss: 33.26
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 106 (0.004s) | LR: 0.001 | KLD: 0.061, KLW: 0.1, Rec. Loss: 0.260 | Loss: 0.27 | Abs. Loss: 33.52
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 107 (0.004s) | LR: 0.001 | KLD: 0.058, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 33.79
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 108 (0.004s) | LR: 0.001 | KLD: 0.059, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 34.05
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 109 (0.004s) | LR: 0.001 | KLD: 0.054, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 34.31
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 110 (0.004s) | LR: 0.001 | KLD: 0.042, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 34.57
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 111 (0.005s) | LR: 0.001 | KLD: 0.032, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.26 | Abs. Loss: 34.82
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 112 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.261 | Loss: 0.26 | Abs. Loss: 35.09
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 113 (0.005s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 35.35
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 114 (0.004s) | LR: 0.001 | KLD: 0.031, KLW: 0.1, Rec. Loss: 0.262 | Loss: 0.27 | Abs. Loss: 35.61
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 115 (0.005s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 35.87
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 116 (0.004s) | LR: 0.001 | KLD: 0.036, KLW: 0.1, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 36.12
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 117 (0.005s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.249 | Loss: 0.25 | Abs. Loss: 36.38
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 118 (0.006s) | LR: 0.001 | KLD: 0.041, KLW: 0.1, Rec. Loss: 0.244 | Loss: 0.25 | Abs. Loss: 36.62
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 119 (0.004s) | LR: 0.001 | KLD: 0.035, KLW: 0.1, Rec. Loss: 0.252 | Loss: 0.26 | Abs. Loss: 36.88
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 120 (0.006s) | LR: 0.001 | KLD: 0.030, KLW: 0.1, Rec. Loss: 0.259 | Loss: 0.26 | Abs. Loss: 37.14
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 121 (0.005s) | LR: 0.001 | KLD: 0.026, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 37.40
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 122 (0.004s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.254 | Loss: 0.26 | Abs. Loss: 37.66
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 123 (0.006s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.257 | Loss: 0.26 | Abs. Loss: 37.92
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 124 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.251 | Loss: 0.25 | Abs. Loss: 38.17
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 125 (0.005s) | LR: 0.001 | KLD: 0.021, KLW: 0.1, Rec. Loss: 0.255 | Loss: 0.26 | Abs. Loss: 38.42
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 126 (0.004s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 38.68
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 127 (0.006s) | LR: 0.001 | KLD: 0.022, KLW: 0.1, Rec. Loss: 0.256 | Loss: 0.26 | Abs. Loss: 38.94
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 128 (0.006s) | LR: 0.001 | KLD: 0.029, KLW: 0.1, Rec. Loss: 0.250 | Loss: 0.25 | Abs. Loss: 39.19
07/24/24 11:57:53 (0m 03s) | [1/5] Batch 129 (0.006s) | LR: 0.001 | KLD: 0.024, KLW: 0.1, Rec. Loss: 0.248 | Loss: 0.25 | Abs. Loss: 39.44
