09/26/24 13:12:08 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 13:12:08 Train Loader Image Data Size: (28, 28)
09/26/24 13:12:10 (0m 01s) | [1/10000] Batch 0 (0.733s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.848, Rec. Loss: 0.23321028 | Total Loss: 0.23321028
09/26/24 13:12:26 (0m 17s) | [1/10000] Batch 43 (0.008s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.873, Rec. Loss: 0.23267725 | Total Loss: 0.23267725
09/26/24 13:12:26 (0m 17s) | [1/10000] Batch 44 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.845, Rec. Loss: 0.23282316 | Total Loss: 0.23282316
09/26/24 13:12:26 (0m 17s) | [1/10000] Batch 45 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.845, Rec. Loss: 0.23283207 | Total Loss: 0.23283207
09/26/24 13:12:27 (0m 18s) | [1/10000] Batch 46 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.826, Rec. Loss: 0.23294917 | Total Loss: 0.23294917
09/26/24 13:12:27 (0m 18s) | [1/10000] Batch 47 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.839, Rec. Loss: 0.23284394 | Total Loss: 0.23284394
09/26/24 13:12:27 (0m 18s) | [1/10000] Batch 48 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.850, Rec. Loss: 0.23279342 | Total Loss: 0.23279342
09/26/24 13:12:28 (0m 19s) | [1/10000] Batch 49 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.869, Rec. Loss: 0.23268440 | Total Loss: 0.23268440
09/26/24 13:12:28 (0m 19s) | [1/10000] Batch 50 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.863, Rec. Loss: 0.23273291 | Total Loss: 0.23273291
09/26/24 13:12:28 (0m 19s) | [1/10000] Batch 51 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.848, Rec. Loss: 0.23284961 | Total Loss: 0.23284961
09/26/24 13:12:29 (0m 20s) | [1/10000] Batch 52 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.847, Rec. Loss: 0.23284464 | Total Loss: 0.23284464
09/26/24 13:12:29 (0m 20s) | [1/10000] Batch 53 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.872, Rec. Loss: 0.23273049 | Total Loss: 0.23273049
09/26/24 13:12:29 (0m 20s) | [1/10000] Batch 54 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.838, Rec. Loss: 0.23285250 | Total Loss: 0.23285250
09/26/24 13:12:30 (0m 21s) | [1/10000] Batch 55 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.862, Rec. Loss: 0.23277469 | Total Loss: 0.23277469
09/26/24 13:12:30 (0m 21s) | [1/10000] Batch 56 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.875, Rec. Loss: 0.23272346 | Total Loss: 0.23272346
09/26/24 13:12:31 (0m 22s) | [1/10000] Batch 57 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.864, Rec. Loss: 0.23281051 | Total Loss: 0.23281051
09/26/24 13:12:31 (0m 22s) | [1/10000] Batch 58 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.857, Rec. Loss: 0.23283736 | Total Loss: 0.23283736
09/26/24 13:12:31 (0m 22s) | [1/10000] Batch 59 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.904, Rec. Loss: 0.23255597 | Total Loss: 0.23255597
09/26/24 13:12:32 (0m 23s) | [1/10000] Batch 60 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.892, Rec. Loss: 0.23265398 | Total Loss: 0.23265398
09/26/24 13:12:32 (0m 23s) | [1/10000] Batch 61 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.894, Rec. Loss: 0.23264259 | Total Loss: 0.23264259
09/26/24 13:12:32 (0m 23s) | [1/10000] Batch 62 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.914, Rec. Loss: 0.23256738 | Total Loss: 0.23256738
09/26/24 13:12:33 (0m 24s) | [1/10000] Batch 63 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.878, Rec. Loss: 0.23276265 | Total Loss: 0.23276265
09/26/24 13:12:33 (0m 24s) | [1/10000] Batch 64 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.889, Rec. Loss: 0.23269497 | Total Loss: 0.23269497
09/26/24 13:12:33 (0m 24s) | [1/10000] Batch 65 (0.021s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.912, Rec. Loss: 0.23260227 | Total Loss: 0.23260227
09/26/24 13:12:34 (0m 25s) | [1/10000] Batch 66 (0.030s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.892, Rec. Loss: 0.23272635 | Total Loss: 0.23272635
09/26/24 13:12:34 (0m 25s) | [1/10000] Batch 67 (0.038s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.911, Rec. Loss: 0.23263665 | Total Loss: 0.23263665
09/26/24 13:12:35 (0m 26s) | [1/10000] Batch 68 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.897, Rec. Loss: 0.23270395 | Total Loss: 0.23270395
09/26/24 13:12:35 (0m 26s) | [1/10000] Batch 69 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.932, Rec. Loss: 0.23255211 | Total Loss: 0.23255211
09/26/24 13:12:35 (0m 26s) | [1/10000] Batch 70 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.914, Rec. Loss: 0.23266606 | Total Loss: 0.23266606
09/26/24 13:12:36 (0m 27s) | [1/10000] Batch 71 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.940, Rec. Loss: 0.23252462 | Total Loss: 0.23252462
09/26/24 13:12:36 (0m 27s) | [1/10000] Batch 72 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.932, Rec. Loss: 0.23255262 | Total Loss: 0.23255262
09/26/24 13:12:37 (0m 28s) | [1/10000] Batch 73 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.943, Rec. Loss: 0.23251963 | Total Loss: 0.23251963
09/26/24 13:12:37 (0m 28s) | [1/10000] Batch 74 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.944, Rec. Loss: 0.23252910 | Total Loss: 0.23252910
09/26/24 13:12:37 (0m 28s) | [1/10000] Batch 75 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.967, Rec. Loss: 0.23242743 | Total Loss: 0.23242743
09/26/24 13:12:38 (0m 29s) | [1/10000] Batch 76 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.973, Rec. Loss: 0.23241323 | Total Loss: 0.23241323
09/26/24 13:12:38 (0m 29s) | [1/10000] Batch 77 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.981, Rec. Loss: 0.23239087 | Total Loss: 0.23239087
09/26/24 13:12:38 (0m 29s) | [1/10000] Batch 78 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.947, Rec. Loss: 0.23256649 | Total Loss: 0.23256649
09/26/24 13:12:39 (0m 30s) | [1/10000] Batch 79 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.959, Rec. Loss: 0.23254031 | Total Loss: 0.23254031
09/26/24 13:12:39 (0m 30s) | [1/10000] Batch 80 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.984, Rec. Loss: 0.23243515 | Total Loss: 0.23243515
09/26/24 13:12:39 (0m 30s) | [1/10000] Batch 81 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.979, Rec. Loss: 0.23248386 | Total Loss: 0.23248386
09/26/24 13:12:40 (0m 31s) | [1/10000] Batch 82 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.968, Rec. Loss: 0.23255032 | Total Loss: 0.23255032
09/26/24 13:12:40 (0m 31s) | [1/10000] Batch 83 (0.240s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.994, Rec. Loss: 0.23243254 | Total Loss: 0.23243254
09/26/24 13:12:41 (0m 32s) | [1/10000] Batch 84 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.020, Rec. Loss: 0.23234367 | Total Loss: 0.23234367
09/26/24 13:12:41 (0m 32s) | [1/10000] Batch 85 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.989, Rec. Loss: 0.23245142 | Total Loss: 0.23245142
09/26/24 13:12:41 (0m 32s) | [1/10000] Batch 86 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.016, Rec. Loss: 0.23239318 | Total Loss: 0.23239318
09/26/24 13:12:42 (0m 33s) | [1/10000] Batch 87 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.026, Rec. Loss: 0.23239377 | Total Loss: 0.23239377
09/26/24 13:12:42 (0m 33s) | [1/10000] Batch 88 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.044, Rec. Loss: 0.23231894 | Total Loss: 0.23231894
09/26/24 13:12:42 (0m 33s) | [1/10000] Batch 89 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.017, Rec. Loss: 0.23242982 | Total Loss: 0.23242982
09/26/24 13:12:43 (0m 34s) | [1/10000] Batch 90 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.002, Rec. Loss: 0.23248848 | Total Loss: 0.23248848
09/26/24 13:12:43 (0m 34s) | [1/10000] Batch 91 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.008, Rec. Loss: 0.23249812 | Total Loss: 0.23249812
09/26/24 13:12:43 (0m 34s) | [1/10000] Batch 92 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.052, Rec. Loss: 0.23236781 | Total Loss: 0.23236781
09/26/24 13:12:43 (0m 34s) | [1/10000] Batch 93 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.070, Rec. Loss: 0.23230356 | Total Loss: 0.23230356
09/26/24 13:12:44 (0m 35s) | [1/10000] Batch 94 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.075, Rec. Loss: 0.23227774 | Total Loss: 0.23227774
09/26/24 13:12:44 (0m 35s) | [1/10000] Batch 95 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.070, Rec. Loss: 0.23232813 | Total Loss: 0.23232813
09/26/24 13:12:45 (0m 36s) | [1/10000] Batch 96 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.058, Rec. Loss: 0.23237355 | Total Loss: 0.23237355
09/26/24 13:12:45 (0m 36s) | [1/10000] Batch 97 (0.044s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.079, Rec. Loss: 0.23234016 | Total Loss: 0.23234016
09/26/24 13:12:45 (0m 36s) | [1/10000] Batch 98 (0.028s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.042, Rec. Loss: 0.23246078 | Total Loss: 0.23246078
09/26/24 13:12:46 (0m 37s) | [1/10000] Batch 99 (0.007s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.064, Rec. Loss: 0.23240270 | Total Loss: 0.23240270
09/26/24 13:12:46 (0m 37s) | [1/10000] Batch 100 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.078, Rec. Loss: 0.23239224 | Total Loss: 0.23239224
09/26/24 13:12:46 (0m 37s) | [1/10000] Batch 101 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.106, Rec. Loss: 0.23229004 | Total Loss: 0.23229004
09/26/24 13:12:47 (0m 38s) | [1/10000] Batch 102 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.094, Rec. Loss: 0.23234880 | Total Loss: 0.23234880
09/26/24 13:12:47 (0m 38s) | [1/10000] Batch 103 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.135, Rec. Loss: 0.23222038 | Total Loss: 0.23222038
09/26/24 13:12:47 (0m 38s) | [1/10000] Batch 104 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.149, Rec. Loss: 0.23218311 | Total Loss: 0.23218311
09/26/24 13:12:47 (0m 38s) | [1/10000] Batch 105 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.138, Rec. Loss: 0.23225810 | Total Loss: 0.23225810
09/26/24 13:12:48 (0m 39s) | [1/10000] Batch 106 (0.030s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.147, Rec. Loss: 0.23222886 | Total Loss: 0.23222886
09/26/24 13:12:48 (0m 39s) | [1/10000] Batch 107 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.124, Rec. Loss: 0.23231857 | Total Loss: 0.23231857
09/26/24 13:12:48 (0m 39s) | [1/10000] Batch 108 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.165, Rec. Loss: 0.23222686 | Total Loss: 0.23222686
09/26/24 13:12:49 (0m 40s) | [1/10000] Batch 109 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.148, Rec. Loss: 0.23228563 | Total Loss: 0.23228563
09/26/24 13:12:49 (0m 40s) | [1/10000] Batch 110 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.178, Rec. Loss: 0.23222756 | Total Loss: 0.23222756
09/26/24 13:12:49 (0m 40s) | [1/10000] Batch 111 (0.055s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.207, Rec. Loss: 0.23211600 | Total Loss: 0.23211600
09/26/24 13:12:50 (0m 41s) | [1/10000] Batch 112 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.188, Rec. Loss: 0.23217937 | Total Loss: 0.23217937
09/26/24 13:12:50 (0m 41s) | [1/10000] Batch 113 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.177, Rec. Loss: 0.23223922 | Total Loss: 0.23223922
09/26/24 13:12:50 (0m 41s) | [1/10000] Batch 114 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.226, Rec. Loss: 0.23214035 | Total Loss: 0.23214035
09/26/24 13:12:50 (0m 41s) | [1/10000] Batch 115 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.276, Rec. Loss: 0.23200081 | Total Loss: 0.23200081
09/26/24 13:12:51 (0m 42s) | [1/10000] Batch 116 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.257, Rec. Loss: 0.23205701 | Total Loss: 0.23205701
09/26/24 13:12:51 (0m 42s) | [1/10000] Batch 117 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.233, Rec. Loss: 0.23216453 | Total Loss: 0.23216453
09/26/24 13:12:51 (0m 42s) | [1/10000] Batch 118 (0.022s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.277, Rec. Loss: 0.23202360 | Total Loss: 0.23202360
09/26/24 13:12:52 (0m 43s) | [1/10000] Batch 119 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.278, Rec. Loss: 0.23205478 | Total Loss: 0.23205478
09/26/24 13:12:52 (0m 43s) | [1/10000] Batch 120 (0.032s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.268, Rec. Loss: 0.23212168 | Total Loss: 0.23212168
09/26/24 13:12:52 (0m 43s) | [1/10000] Batch 121 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.276, Rec. Loss: 0.23210262 | Total Loss: 0.23210262
09/26/24 13:12:53 (0m 44s) | [1/10000] Batch 122 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.252, Rec. Loss: 0.23217413 | Total Loss: 0.23217413
09/26/24 13:12:53 (0m 44s) | [1/10000] Batch 123 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.232, Rec. Loss: 0.23227021 | Total Loss: 0.23227021
09/26/24 13:12:53 (0m 44s) | [1/10000] Batch 124 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.287, Rec. Loss: 0.23212554 | Total Loss: 0.23212554
09/26/24 13:12:54 (0m 45s) | [1/10000] Batch 125 (0.054s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.342, Rec. Loss: 0.23199877 | Total Loss: 0.23199877
09/26/24 13:12:54 (0m 45s) | [1/10000] Batch 126 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.341, Rec. Loss: 0.23200171 | Total Loss: 0.23200171
09/26/24 13:12:54 (0m 45s) | [1/10000] Batch 127 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.359, Rec. Loss: 0.23199752 | Total Loss: 0.23199752
09/26/24 13:12:55 (0m 46s) | [1/10000] Batch 128 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.322, Rec. Loss: 0.23210414 | Total Loss: 0.23210414
09/26/24 13:12:55 (0m 46s) | [1/10000] Batch 129 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.402, Rec. Loss: 0.23189463 | Total Loss: 0.23189463
09/26/24 13:12:55 (0m 46s) | [1/10000] Batch 130 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.402, Rec. Loss: 0.23192480 | Total Loss: 0.23192480
09/26/24 13:12:56 (0m 47s) | [1/10000] Batch 131 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.388, Rec. Loss: 0.23195428 | Total Loss: 0.23195428
09/26/24 13:12:56 (0m 47s) | [1/10000] Batch 132 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.427, Rec. Loss: 0.23188584 | Total Loss: 0.23188584
09/26/24 13:12:56 (0m 47s) | [1/10000] Batch 133 (0.024s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.394, Rec. Loss: 0.23199771 | Total Loss: 0.23199771
09/26/24 13:12:57 (0m 48s) | [1/10000] Batch 134 (0.023s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.413, Rec. Loss: 0.23196521 | Total Loss: 0.23196521
09/26/24 13:12:57 (0m 48s) | [1/10000] Batch 135 (0.059s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.416, Rec. Loss: 0.23198332 | Total Loss: 0.23198332
