07/17/24 12:30:04 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/17/24 12:30:05 (0.68s) | Epoch: 1 | Batch: 0 (0.673s) | LR: 0.001 | KL Weight: 0.1 | Loss: 55452.63
07/17/24 12:30:06 (2.01s) | Epoch: 1 | Batch: 36 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19818.12
07/17/24 12:30:06 (2.03s) | Epoch: 1 | Batch: 37 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20278.56
07/17/24 12:30:06 (2.05s) | Epoch: 1 | Batch: 38 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19635.25
07/17/24 12:30:06 (2.06s) | Epoch: 1 | Batch: 39 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20223.68
07/17/24 12:30:06 (2.08s) | Epoch: 1 | Batch: 40 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20468.58
07/17/24 12:30:06 (2.10s) | Epoch: 1 | Batch: 41 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20878.24
07/17/24 12:30:06 (2.11s) | Epoch: 1 | Batch: 42 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19653.84
07/17/24 12:30:06 (2.13s) | Epoch: 1 | Batch: 43 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20726.41
07/17/24 12:30:06 (2.15s) | Epoch: 1 | Batch: 44 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19457.58
07/17/24 12:30:06 (2.16s) | Epoch: 1 | Batch: 45 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20755.64
07/17/24 12:30:06 (2.18s) | Epoch: 1 | Batch: 46 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20814.10
07/17/24 12:30:07 (2.20s) | Epoch: 1 | Batch: 47 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19853.74
07/17/24 12:30:07 (2.22s) | Epoch: 1 | Batch: 48 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20377.63
07/17/24 12:30:07 (2.23s) | Epoch: 1 | Batch: 49 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19863.14
07/17/24 12:30:07 (2.25s) | Epoch: 1 | Batch: 50 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19876.88
07/17/24 12:30:07 (2.26s) | Epoch: 1 | Batch: 51 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20304.99
07/17/24 12:30:07 (2.28s) | Epoch: 1 | Batch: 52 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19687.30
07/17/24 12:30:07 (2.30s) | Epoch: 1 | Batch: 53 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19450.52
07/17/24 12:30:07 (2.31s) | Epoch: 1 | Batch: 54 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19469.53
07/17/24 12:30:07 (2.33s) | Epoch: 1 | Batch: 55 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19407.13
07/17/24 12:30:07 (2.35s) | Epoch: 1 | Batch: 56 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19072.44
07/17/24 12:30:07 (2.37s) | Epoch: 1 | Batch: 57 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19070.77
07/17/24 12:30:07 (2.38s) | Epoch: 1 | Batch: 58 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18795.62
07/17/24 12:30:07 (2.40s) | Epoch: 1 | Batch: 59 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20072.25
07/17/24 12:30:07 (2.42s) | Epoch: 1 | Batch: 60 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 20260.96
07/17/24 12:30:07 (2.43s) | Epoch: 1 | Batch: 61 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19929.66
07/17/24 12:30:07 (2.45s) | Epoch: 1 | Batch: 62 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19387.82
07/17/24 12:30:07 (2.47s) | Epoch: 1 | Batch: 63 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19586.94
07/17/24 12:30:07 (2.48s) | Epoch: 1 | Batch: 64 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19276.16
07/17/24 12:30:07 (2.50s) | Epoch: 1 | Batch: 65 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19203.64
07/17/24 12:30:07 (2.52s) | Epoch: 1 | Batch: 66 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18812.03
07/17/24 12:30:07 (2.53s) | Epoch: 1 | Batch: 67 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19317.39
07/17/24 12:30:07 (2.55s) | Epoch: 1 | Batch: 68 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18957.44
07/17/24 12:30:07 (2.56s) | Epoch: 1 | Batch: 69 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19866.10
07/17/24 12:30:07 (2.58s) | Epoch: 1 | Batch: 70 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19563.57
07/17/24 12:30:07 (2.60s) | Epoch: 1 | Batch: 71 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19343.29
07/17/24 12:30:07 (2.62s) | Epoch: 1 | Batch: 72 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18641.43
07/17/24 12:30:07 (2.63s) | Epoch: 1 | Batch: 73 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19558.41
07/17/24 12:30:07 (2.65s) | Epoch: 1 | Batch: 74 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17905.74
07/17/24 12:30:07 (2.67s) | Epoch: 1 | Batch: 75 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19438.19
07/17/24 12:30:07 (2.68s) | Epoch: 1 | Batch: 76 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19015.90
07/17/24 12:30:07 (2.70s) | Epoch: 1 | Batch: 77 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19588.12
07/17/24 12:30:07 (2.72s) | Epoch: 1 | Batch: 78 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19369.65
07/17/24 12:30:07 (2.73s) | Epoch: 1 | Batch: 79 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18291.49
07/17/24 12:30:07 (2.75s) | Epoch: 1 | Batch: 80 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18841.92
07/17/24 12:30:07 (2.76s) | Epoch: 1 | Batch: 81 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18719.54
07/17/24 12:30:07 (2.78s) | Epoch: 1 | Batch: 82 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18739.25
07/17/24 12:30:07 (2.80s) | Epoch: 1 | Batch: 83 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19687.26
07/17/24 12:30:07 (2.82s) | Epoch: 1 | Batch: 84 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18045.99
07/17/24 12:30:07 (2.83s) | Epoch: 1 | Batch: 85 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19667.28
07/17/24 12:30:07 (2.85s) | Epoch: 1 | Batch: 86 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18760.71
07/17/24 12:30:07 (2.87s) | Epoch: 1 | Batch: 87 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18487.16
07/17/24 12:30:07 (2.88s) | Epoch: 1 | Batch: 88 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18901.58
07/17/24 12:30:07 (2.90s) | Epoch: 1 | Batch: 89 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17751.78
07/17/24 12:30:07 (2.91s) | Epoch: 1 | Batch: 90 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 19277.33
07/17/24 12:30:07 (2.93s) | Epoch: 1 | Batch: 91 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18519.94
07/17/24 12:30:07 (2.95s) | Epoch: 1 | Batch: 92 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18535.81
07/17/24 12:30:07 (2.97s) | Epoch: 1 | Batch: 93 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18523.86
07/17/24 12:30:07 (2.98s) | Epoch: 1 | Batch: 94 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17374.44
07/17/24 12:30:07 (3.00s) | Epoch: 1 | Batch: 95 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18918.92
07/17/24 12:30:07 (3.01s) | Epoch: 1 | Batch: 96 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18058.04
07/17/24 12:30:07 (3.03s) | Epoch: 1 | Batch: 97 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17763.28
07/17/24 12:30:07 (3.05s) | Epoch: 1 | Batch: 98 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17491.48
07/17/24 12:30:07 (3.07s) | Epoch: 1 | Batch: 99 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17432.47
07/17/24 12:30:07 (3.08s) | Epoch: 1 | Batch: 100 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18196.91
07/17/24 12:30:07 (3.09s) | Epoch: 1 | Batch: 101 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18673.66
07/17/24 12:30:07 (3.11s) | Epoch: 1 | Batch: 102 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17751.49
07/17/24 12:30:07 (3.13s) | Epoch: 1 | Batch: 103 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17462.10
07/17/24 12:30:07 (3.14s) | Epoch: 1 | Batch: 104 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18684.48
07/17/24 12:30:07 (3.16s) | Epoch: 1 | Batch: 105 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18115.27
07/17/24 12:30:07 (3.17s) | Epoch: 1 | Batch: 106 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17763.67
07/17/24 12:30:07 (3.19s) | Epoch: 1 | Batch: 107 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18059.26
07/17/24 12:30:08 (3.20s) | Epoch: 1 | Batch: 108 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17285.08
07/17/24 12:30:08 (3.22s) | Epoch: 1 | Batch: 109 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17335.79
07/17/24 12:30:08 (3.24s) | Epoch: 1 | Batch: 110 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17803.29
07/17/24 12:30:08 (3.25s) | Epoch: 1 | Batch: 111 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17981.11
07/17/24 12:30:08 (3.27s) | Epoch: 1 | Batch: 112 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16859.10
07/17/24 12:30:08 (3.28s) | Epoch: 1 | Batch: 113 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18258.22
07/17/24 12:30:08 (3.30s) | Epoch: 1 | Batch: 114 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17510.59
07/17/24 12:30:08 (3.32s) | Epoch: 1 | Batch: 115 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17867.30
07/17/24 12:30:08 (3.33s) | Epoch: 1 | Batch: 116 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17196.51
07/17/24 12:30:08 (3.35s) | Epoch: 1 | Batch: 117 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17257.82
07/17/24 12:30:08 (3.37s) | Epoch: 1 | Batch: 118 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17446.34
07/17/24 12:30:08 (3.38s) | Epoch: 1 | Batch: 119 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18027.43
07/17/24 12:30:08 (3.40s) | Epoch: 1 | Batch: 120 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17475.10
07/17/24 12:30:08 (3.41s) | Epoch: 1 | Batch: 121 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17768.72
07/17/24 12:30:08 (3.43s) | Epoch: 1 | Batch: 122 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17526.75
07/17/24 12:30:08 (3.45s) | Epoch: 1 | Batch: 123 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17516.35
07/17/24 12:30:08 (3.47s) | Epoch: 1 | Batch: 124 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17407.88
07/17/24 12:30:08 (3.48s) | Epoch: 1 | Batch: 125 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17262.50
07/17/24 12:30:08 (3.50s) | Epoch: 1 | Batch: 126 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18303.73
07/17/24 12:30:08 (3.52s) | Epoch: 1 | Batch: 127 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17166.89
07/17/24 12:30:08 (3.53s) | Epoch: 1 | Batch: 128 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18160.82
07/17/24 12:30:08 (3.55s) | Epoch: 1 | Batch: 129 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16917.45
07/17/24 12:30:08 (3.57s) | Epoch: 1 | Batch: 130 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18016.85
07/17/24 12:30:08 (3.58s) | Epoch: 1 | Batch: 131 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17932.77
07/17/24 12:30:08 (3.60s) | Epoch: 1 | Batch: 132 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17245.54
07/17/24 12:30:08 (3.62s) | Epoch: 1 | Batch: 133 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17808.06
07/17/24 12:30:08 (3.63s) | Epoch: 1 | Batch: 134 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17285.54
07/17/24 12:30:08 (3.65s) | Epoch: 1 | Batch: 135 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17047.64
07/17/24 12:30:08 (3.66s) | Epoch: 1 | Batch: 136 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17424.70
07/17/24 12:30:08 (3.68s) | Epoch: 1 | Batch: 137 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17957.79
07/17/24 12:30:08 (3.70s) | Epoch: 1 | Batch: 138 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16384.96
07/17/24 12:30:08 (3.72s) | Epoch: 1 | Batch: 139 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17709.96
07/17/24 12:30:08 (3.73s) | Epoch: 1 | Batch: 140 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 18168.32
07/17/24 12:30:08 (3.75s) | Epoch: 1 | Batch: 141 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17040.28
07/17/24 12:30:08 (3.77s) | Epoch: 1 | Batch: 142 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16254.88
07/17/24 12:30:08 (3.78s) | Epoch: 1 | Batch: 143 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17601.04
07/17/24 12:30:08 (3.80s) | Epoch: 1 | Batch: 144 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17365.46
07/17/24 12:30:08 (3.82s) | Epoch: 1 | Batch: 145 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17109.83
07/17/24 12:30:08 (3.83s) | Epoch: 1 | Batch: 146 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17035.74
07/17/24 12:30:08 (3.85s) | Epoch: 1 | Batch: 147 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16496.95
07/17/24 12:30:08 (3.87s) | Epoch: 1 | Batch: 148 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16527.54
07/17/24 12:30:08 (3.88s) | Epoch: 1 | Batch: 149 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16918.18
07/17/24 12:30:08 (3.90s) | Epoch: 1 | Batch: 150 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15776.72
07/17/24 12:30:08 (3.91s) | Epoch: 1 | Batch: 151 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17049.57
07/17/24 12:30:08 (3.93s) | Epoch: 1 | Batch: 152 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16861.14
07/17/24 12:30:08 (3.95s) | Epoch: 1 | Batch: 153 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17735.52
07/17/24 12:30:08 (3.96s) | Epoch: 1 | Batch: 154 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16859.91
07/17/24 12:30:08 (3.98s) | Epoch: 1 | Batch: 155 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17547.14
07/17/24 12:30:08 (4.00s) | Epoch: 1 | Batch: 156 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16132.47
07/17/24 12:30:08 (4.02s) | Epoch: 1 | Batch: 157 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16858.95
07/17/24 12:30:08 (4.03s) | Epoch: 1 | Batch: 158 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15883.10
07/17/24 12:30:08 (4.05s) | Epoch: 1 | Batch: 159 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17544.27
07/17/24 12:30:08 (4.07s) | Epoch: 1 | Batch: 160 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 17053.91
07/17/24 12:30:08 (4.08s) | Epoch: 1 | Batch: 161 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16871.80
07/17/24 12:30:08 (4.10s) | Epoch: 1 | Batch: 162 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16056.13
07/17/24 12:30:08 (4.12s) | Epoch: 1 | Batch: 163 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15661.29
07/17/24 12:30:08 (4.13s) | Epoch: 1 | Batch: 164 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16440.41
07/17/24 12:30:08 (4.15s) | Epoch: 1 | Batch: 165 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16634.04
07/17/24 12:30:08 (4.17s) | Epoch: 1 | Batch: 166 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16817.37
07/17/24 12:30:08 (4.18s) | Epoch: 1 | Batch: 167 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16521.88
07/17/24 12:30:09 (4.20s) | Epoch: 1 | Batch: 168 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15502.94
07/17/24 12:30:09 (4.22s) | Epoch: 1 | Batch: 169 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16240.54
07/17/24 12:30:09 (4.23s) | Epoch: 1 | Batch: 170 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15331.08
07/17/24 12:30:09 (4.25s) | Epoch: 1 | Batch: 171 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15849.09
07/17/24 12:30:09 (4.27s) | Epoch: 1 | Batch: 172 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15571.04
07/17/24 12:30:09 (4.28s) | Epoch: 1 | Batch: 173 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15177.95
07/17/24 12:30:09 (4.30s) | Epoch: 1 | Batch: 174 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15591.06
07/17/24 12:30:09 (4.32s) | Epoch: 1 | Batch: 175 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 14900.42
07/17/24 12:30:09 (4.33s) | Epoch: 1 | Batch: 176 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15086.74
07/17/24 12:30:09 (4.35s) | Epoch: 1 | Batch: 177 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15005.51
07/17/24 12:30:09 (4.37s) | Epoch: 1 | Batch: 178 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 16111.59
07/17/24 12:30:09 (4.38s) | Epoch: 1 | Batch: 179 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15234.98
07/17/24 12:30:09 (4.40s) | Epoch: 1 | Batch: 180 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15276.84
07/17/24 12:30:09 (4.42s) | Epoch: 1 | Batch: 181 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15085.49
07/17/24 12:30:09 (4.43s) | Epoch: 1 | Batch: 182 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 15112.01
